name,id,group,state,apk,class_dirs,class_files,source_dirs,size_mb,seconds,detail
Aegis,v3.4.2,expansion-50,ok,Aegis-#v3.4.2-rebuilt.apk,1,544,3,40.8,64,assembleDebug
Breezy-Weather,v5.2.8,llm-gui-research,ok,Breezy-Weather-#v5.2.8-rebuilt.apk,1,1850,6,117.5,365,app:assembleFreenetDebug
Kiwix,3.11.1,llm-gui-research,ok,Kiwix-#3.11.1-rebuilt.apk,6,1402,9,144.5,202,assembleDebug
Open-Food-Facts,v3.10.2,llm-gui-research,ok,Open-Food-Facts-#v3.10.2-rebuilt.apk,3,1805,7,106.3,3262,app:assembleObfFdroidDebug
ReadYou,0.16.2,expansion-50,ok,ReadYou-#0.16.2-rebuilt.apk,1,2033,3,141.4,370,assembleDebug
