[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/uhabits-_v2.3.1-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
e1fa96f63f888542    3 of  62   androidx/recyclerview/widget/ChildHelper$Bucket
4c8bc298e30938d3   24 of  45   androidx/fragment/app/FragmentViewLifecycleOwner
d1920ac96c118280    3 of   3   org/isoron/uhabits/inject/DaggerHabitsActivityComponent$HabitsActivityComponentImpl$GetHabitListProvider
c7654b46900961e1    3 of  25   androidx/emoji2/viewsintegration/EmojiInputFilter$InitCallbackImpl
a598b3479624752b    2 of   2   kotlin/jvm/internal/ArrayIteratorKt
b7e84ce1cab7b46b    5 of   6   org/isoron/uhabits/inject/HabitsModule_GetDatabaseOpenerFactory
03542f497676a7bd    2 of  40   kotlin/jvm/internal/FunctionReference
c4613ba3cadaa0ce   11 of  20   org/isoron/uhabits/activities/habits/list/ListHabitsMenu$WhenMappings
b32a0b9cbcbb31d2   26 of  72   androidx/constraintlayout/core/SolverVariable
154b59693edfb71c   29 of  35   org/isoron/uhabits/activities/habits/list/views/HeaderView$Drawer
f028df5234fcb664    1 of   1   kotlinx/coroutines/scheduling/SchedulerTimeSource
86367cc61f8e889d   11 of  17   org/isoron/uhabits/core/database/MigrationHelper
2c694b0bba010886    2 of   4   kotlinx/coroutines/android/HandlerDispatcher
1f9761c5d0cefb77    7 of  19   androidx/recyclerview/widget/LinearLayoutManager$SavedState
31d803ba3891bf00  100 of 629   androidx/appcompat/widget/LinearLayoutCompat
209f329c6bd25c26    4 of  16   androidx/emoji2/text/DefaultGlyphChecker
2175adb821b86882    6 of  21   org/isoron/uhabits/utils/DialogUtilsKt
459e8cccd64ccae1    1 of  22   androidx/profileinstaller/ProfileInstaller$2
d1605c19048b17f0   61 of 388   androidx/fragment/app/DefaultSpecialEffectsController
247ddbfd9acea34b    2 of   2   kotlinx/coroutines/ExecutorCoroutineDispatcher
5838fa851202feb8    3 of  49   androidx/lifecycle/ViewModel
e57ed0d0e31160b6   18 of  88   androidx/preference/TwoStatePreference
df7914fb793804b0    5 of   6   org/isoron/uhabits/core/ui/screens/habits/list/ListHabitsMenuBehavior_Factory
b1c249f747ee41d0    2 of   5   kotlin/reflect/jvm/internal/CachesKt$K_PACKAGE_CACHE$1
0cbd564b71f85502    5 of   6   org/isoron/uhabits/tasks/ImportDataTaskFactory_Factory
af4eab08d53b0768   44 of 126   com/github/appintro/AppIntroBaseFragment
19ccbf4e8a450ad2    2 of   2   org/isoron/uhabits/activities/common/views/BundleSavedState$Companion
72785c07020c6a69    6 of   6   androidx/lifecycle/ProcessLifecycleOwner$attach$1$onActivityPreCreated$1
87f3904c800b61ab   24 of 414   androidx/recyclerview/widget/ItemTouchHelper
9a881d92999b28a1    6 of   8   org/isoron/uhabits/core/utils/DateFormats$Companion
274cae60c83e3730    1 of   7   androidx/fragment/app/Fragment$5
834a37adb33a41fe    1 of   3   kotlin/reflect/jvm/internal/KClassImpl$Data$annotations$2
00cc0a4d008b142d    1 of   6   kotlinx/coroutines/Empty
f0e38d67f74724e4    2 of  11   org/isoron/platform/gui/Color$Companion
97d7ff08d5731386   13 of  16   org/isoron/uhabits/HabitsDatabaseOpener
a2e543dfc0b327a2    2 of  23   androidx/core/os/LocaleListCompat$Api21Impl
1a9a52b32141cf46    1 of 113   androidx/appcompat/view/menu/ActionMenuItem
0853b6dd4a0fcab1    6 of  21   kotlinx/coroutines/JobImpl
6790e010463dbf8c    6 of  50   kotlin/collections/EmptyList
ce49e57b9a046707    7 of 117   androidx/core/content/ContextCompat
a4d30ac8e9a6a18f    5 of   5   org/isoron/uhabits/database/AndroidDatabaseOpener_Factory
abb26818aada7f42   11 of  27   androidx/collection/ContainerHelpers
c59a43a152969298    3 of   3   org/isoron/uhabits/inject/DaggerHabitsActivityComponent$HabitsActivityComponentImpl$GetModelFactoryProvider
9f6cb569a5007930    1 of   3   androidx/core/view/SoftwareKeyboardControllerCompat$Impl
cf69db34ec53ee39   16 of  29   androidx/constraintlayout/core/widgets/ConstraintWidget$1
cf9c37d264c8aabc    1 of  10   androidx/fragment/app/FragmentManager$9
c370fdf90aeaca5c   23 of 150   androidx/fragment/app/strictmode/FragmentStrictMode
e321e015123f9f4b    5 of   6   org/isoron/uhabits/inject/HabitsModule_GetPreferencesFactory
51976c1b131dd8d7    5 of   6   org/isoron/uhabits/core/utils/MidnightTimer_Factory
46fdab18c2db3176    5 of   6   org/isoron/uhabits/activities/HabitsDirFinder_Factory
762333d4980d0bb3    2 of   2   androidx/lifecycle/ViewModelProvider$NewInstanceFactory$Companion$ViewModelKeyImpl
c465ca33c4bd44a1    2 of  17   androidx/core/view/ViewCompat$Api26Impl
44da415933494880  103 of 380   androidx/appcompat/widget/AppCompatTextHelper
b42ee0ae47dfe514    6 of  22   kotlin/coroutines/ContinuationInterceptor$DefaultImpls
87317dd54ec67269    1 of   2   androidx/appcompat/app/ToolbarActionBar$2
aeb4a4b63a62862c   23 of 116   org/isoron/uhabits/core/models/sqlite/SQLiteHabitList
7a9a0f7cdc3abf90   14 of  68   kotlin/reflect/jvm/internal/impl/name/Name
f29f1511643fa5ff   24 of  26   org/isoron/uhabits/utils/DatabaseUtils
0f1de1c62ed45e5e    2 of   2   org/isoron/uhabits/activities/habits/list/ListHabitsActivity$Companion
19d03149cdb1c37a    7 of  30   androidx/constraintlayout/core/widgets/Optimizer
41b0ab9552b97ecf    1 of   6   org/isoron/uhabits/database/AndroidDatabaseOpener
6e2ac7470569625c   31 of  75   androidx/appcompat/view/SupportMenuInflater
ca7212d8753d1bce    1 of   4   androidx/core/view/ViewCompat$Api20Impl
944ccca58dd46b67    3 of  45   kotlin/collections/AbstractList$Companion
054467a83e991a29   31 of  69   androidx/profileinstaller/ProfileVerifier
a0021914c79f10d5    2 of   2   androidx/concurrent/futures/AbstractResolvableFuture$Listener
1571aa611923786d    7 of  11   androidx/activity/OnBackPressedDispatcher$OnBackPressedCancellable
5ed94b2de3aa4801   24 of  36   org/isoron/uhabits/activities/habits/list/views/HeaderView
2ce09e55890c4dd9   23 of  81   androidx/appcompat/widget/AppCompatImageButton
9c4ef7b8418d841a    9 of  16   androidx/lifecycle/Lifecycle$Event$WhenMappings
63d1c2ea1539b264    3 of   3   kotlin/random/FallbackThreadLocalRandom$implStorage$1
d8e6a9258c4d73e9   20 of  85   androidx/appcompat/widget/AppCompatBackgroundHelper
7492d6e647e40bf9    1 of  36   androidx/appcompat/app/ActionBar
839c5b01d8f89e09    5 of   5   org/isoron/uhabits/inject/AppContextModule_GetContextFactory
6fbf5bd7876f6d75    5 of   7   androidx/emoji2/text/EmojiCompatInitializer$LoadEmojiCompatRunnable
15c968a8a770f466    6 of  10   androidx/fragment/app/DefaultSpecialEffectsController$10
4975eec63fd5161f    1 of   1   androidx/emoji2/text/EmojiCompat$MetadataRepoLoaderCallback
a5c1a3dd03a7e3c7    1 of   1   kotlin/reflect/jvm/internal/CacheByClass
26a579d6b2a81b59  160 of 508   androidx/constraintlayout/core/LinearSystem
54b8e061f4911ecb   40 of 142   androidx/appcompat/app/AppCompatActivity
49c39692c4f00d24    1 of   9   androidx/activity/ComponentActivity$5
406bf04d600bbea8    3 of   3   androidx/fragment/app/strictmode/SetRetainInstanceUsageViolation
fc0f5596592ede31    7 of   7   org/apache/commons/lang3/stream/LangCollectors$SimpleCollector
cd939114f35b895a    4 of   4   androidx/lifecycle/ProcessLifecycleOwner$Api29Impl
afa5a7193a493c73  111 of 201   androidx/constraintlayout/core/ArrayLinkedVariables
17f4e1ec6b8b2b15   33 of  38   kotlin/reflect/jvm/internal/impl/builtins/StandardNames
6c89f8768ef1c485    8 of  14   androidx/emoji2/text/EmojiCompat$ListenerDispatcher
405f6ba2fb8796f7    4 of   5   androidx/viewpager/widget/ViewPager$LayoutParams
4c1eca25febaae11   10 of 142   androidx/core/content/FileProvider
b665a8da84fc3cd7    4 of   8   androidx/activity/result/ActivityResultRegistry$LifecycleContainer
51d6f2a4fb05e6e0    3 of   3   org/isoron/uhabits/io/AndroidLogging
a9ee2efd2eb8ef33    3 of   3   androidx/lifecycle/LifecycleDispatcher$DispatcherActivityCallback
fef1707afea756b4    1 of  21   androidx/core/view/WindowInsetsCompat$Type
986c27043e112fe2    2 of   6   kotlinx/coroutines/NonDisposableHandle
b3c5ea9304b84b72    2 of   2   androidx/fragment/app/Fragment$OnPreAttachedListener
0c50b689f0c3a485    5 of  24   androidx/preference/PreferenceCategory
d0e9607c0b2a551e    2 of   2   org/isoron/uhabits/activities/habits/list/BugReporterProxy
0e79d83aacdeb43f    8 of 669   androidx/constraintlayout/core/widgets/analyzer/DependencyGraph
193db44406d3dd0c   32 of 180   androidx/constraintlayout/core/widgets/ConstraintAnchor
a982899c284086f6    5 of   6   org/isoron/uhabits/activities/habits/list/ListHabitsRootView_Factory
cd47d8cf83365016    6 of   8   com/github/appintro/internal/LayoutUtil
5984a9bbad164385    1 of   6   com/google/android/material/theme/MaterialComponentsViewInflater
e7c03ffd914f37df    2 of   3   kotlin/reflect/jvm/internal/KDeclarationContainerImpl$Companion
c8160359074c32ad    7 of  17   androidx/customview/view/AbsSavedState
00e916543497cc9a    2 of  35   kotlin/reflect/jvm/internal/impl/builtins/functions/FunctionClassKind$Companion
66294d92f451d15b    3 of   4   androidx/constraintlayout/core/widgets/ConstraintWidget$DimensionBehaviour
d7e571ba0487346c    1 of   2   androidx/preference/Preference$1
218fadc630eab214    3 of   3   org/isoron/uhabits/inject/DaggerHabitsActivityComponent$HabitsActivityComponentImpl$GetGenericImporterProvider
3e4ca397bd93def1   15 of  45   androidx/preference/SwitchPreferenceCompat
9538578c7b30173d    2 of   6   androidx/lifecycle/ViewTreeLifecycleOwner
1fbf67899bb9bd36    6 of   8   androidx/fragment/app/DefaultSpecialEffectsController$AnimationInfo
929d8b159d088a41    6 of  47   androidx/recyclerview/widget/LinearLayoutManager$AnchorInfo
90efa0e4a58d0b45    3 of   5   androidx/fragment/app/SpecialEffectsController$1
4d965a20621b5368   39 of  57   androidx/constraintlayout/core/PriorityGoalRow
0a2d9746c780f42e    2 of   9   androidx/concurrent/futures/AbstractResolvableFuture$Waiter
a0d58f4b9373da2b    3 of  12   kotlinx/coroutines/Dispatchers
9a230719f24a39b6    7 of  15   androidx/emoji2/viewsintegration/EmojiTransformationMethod
e6c14537dbf0fec1    2 of   6   org/isoron/uhabits/intents/IntentParser_Factory
5f631f55dcb05a4e    5 of   6   org/isoron/uhabits/activities/common/dialogs/ColorPickerDialogFactory_Factory
9d259575dcdc5a44    1 of   8   org/isoron/uhabits/widgets/HistoryWidgetProvider
30798682b5c75df0    7 of  29   androidx/appcompat/view/WindowCallbackWrapper
b741c00b407429e6    3 of   6   org/isoron/uhabits/core/tasks/Task$DefaultImpls
19d064ccf1ed5229    2 of  40   androidx/core/view/ViewCompat$AccessibilityPaneVisibilityManager
5b0e69a2dc60b815    1 of   4   androidx/preference/PreferenceGroup$1
297e54814c3c2f18    1 of  22   androidx/fragment/app/FragmentManager$FragmentIntentSenderContract
b36c7d23b9e49975    1 of   7   org/isoron/uhabits/widgets/ScoreWidgetProvider
a281a96cb64ccb41    7 of  11   androidx/core/app/CoreComponentFactory
7c815eafb44b2084   10 of  13   org/isoron/uhabits/widgets/WidgetUpdater$updateWidgets$1
4ef4f692d98a970d   17 of  58   org/isoron/platform/gui/Color
2635a4c25b67177a    1 of   3   androidx/appcompat/widget/AppCompatTextViewAutoSizeHelper$Impl
f0af992f8c2cb346    1 of   2   androidx/viewpager/widget/ViewPager$2
bc8ed4bc71b7ff6f    4 of  22   kotlin/reflect/jvm/internal/impl/utils/CollectionsKt
06e0c4ab3ed4b272    1 of   2   androidx/appcompat/app/AppLocalesMetadataHolderService$Api24Impl
dd5c19873716353d   34 of  80   kotlin/reflect/jvm/internal/impl/resolve/jvm/JvmPrimitiveType
ae4f31aae6087718   36 of 111   org/isoron/uhabits/core/preferences/Preferences
3707ffcd01c3affc   16 of  25   androidx/savedstate/SavedStateRegistryController
4c7cf403bec87042   13 of  31   kotlinx/coroutines/internal/MainDispatcherLoader
b44bd4e90469d23d    2 of  29   androidx/activity/ComponentActivity$ReportFullyDrawnExecutorApi16Impl
6c74cefd35d3d1a7    9 of  18   androidx/constraintlayout/core/Pools$SimplePool
c15653b24f56eab3    5 of  19   kotlin/internal/jdk8/JDK8PlatformImplementations
656ddca1d2e33c2a   11 of  13   androidx/emoji2/text/EmojiCompatInitializer$BackgroundDefaultLoader
35938cf4761a8070    5 of   5   org/isoron/uhabits/inject/HabitsModule_GetModelFactoryFactory
5df0def18fb9bbb6    1 of   7   kotlin/reflect/jvm/internal/KClassImpl$Data$qualifiedName$2
1668b508065aaa35   13 of  21   androidx/activity/OnBackPressedCallback
42fdbf4cfb45e9e4    3 of   3   androidx/lifecycle/SavedStateHandlesProvider$viewModel$2
a7d686bd965ca02d    8 of  28   androidx/fragment/app/FragmentHostCallback
01d2eb48c90e5c8e   25 of  57   org/isoron/uhabits/activities/habits/list/ListHabitsMenu
83feb64d43fbc155    1 of   4   androidx/appcompat/widget/AppCompatTextViewAutoSizeHelper$Impl23
a89e2bc7adde9199    1 of   2   androidx/recyclerview/widget/ItemTouchHelper$Callback$1
210dfdaa53f56070    5 of  57   androidx/collection/MapCollections
dbf8bac46e54c04d    8 of  36   androidx/appcompat/view/ActionBarPolicy
7d34ae14bfe4c3e2    9 of  20   kotlin/SynchronizedLazyImpl
ba3731791a87b6ef    4 of   9   androidx/appcompat/app/ToolbarActionBar$ToolbarMenuCallback
89d3a9d00352a463    3 of   3   org/isoron/uhabits/inject/DaggerHabitsActivityComponent$HabitsActivityComponentImpl$GetTaskRunnerProvider
b42ecfb24d7a09d5    4 of  28   kotlin/collections/EmptySet
831e54bb3d34f5a7    1 of  15   androidx/lifecycle/ViewModelProvider$NewInstanceFactory
e2ccb4a3b56c9438    2 of   3   androidx/lifecycle/viewmodel/CreationExtras$Empty
75e956f1b64dd268    7 of 115   kotlinx/coroutines/internal/LockFreeTaskQueueCore
dc74d5ee6212ccb5    1 of   1   androidx/activity/result/ActivityResultRegistry$CallbackAndContract
7e9aa68b5d55ea7a   13 of  21   androidx/appcompat/widget/AppCompatDrawableManager
355df990ae974d64   51 of  96   androidx/core/content/res/ColorStateListInflaterCompat
72fc897f788e7c4d   10 of 148   androidx/appcompat/widget/AppCompatDrawableManager$1
c75224598fd95b96    2 of   2   androidx/emoji2/text/EmojiCompatInitializer$BackgroundDefaultConfig
8b4268f7a5dec92e    6 of 142   kotlin/collections/CollectionsKt__CollectionsKt
acd398bb0d120e3f    1 of   6   androidx/appcompat/app/ToolbarActionBar$ActionMenuPresenterCallback
4412d24c2bd322c8    6 of  47   androidx/core/os/CancellationSignal
e6da4c60e5faf00e    2 of   8   org/isoron/uhabits/activities/common/dialogs/ColorPickerDialogFactory
ccd70bcabdeceda2    5 of   6   org/isoron/uhabits/activities/habits/list/views/HabitCardListViewFactory_Factory
ee22c700775ad12c    6 of  59   androidx/core/view/WindowInsetsControllerCompat$Impl30
f1a120020826eed1    1 of   3   kotlin/reflect/jvm/internal/KClassImpl$Data$allNonStaticMembers$2
eb679ef4837211bd    1 of   2   androidx/fragment/app/FragmentManager$1
47b62bc96003f321   23 of  33   org/isoron/uhabits/activities/habits/list/views/HintView
2477128c5240d3e6    2 of  10   androidx/core/graphics/drawable/DrawableCompat$Api21Impl
16b5e5fecbd8dfcc  115 of 274   androidx/constraintlayout/core/widgets/analyzer/BasicMeasure
8b4e3be4c7fd6836    1 of  52   androidx/appcompat/app/AppCompatDelegateImpl$PanelFeatureState
9eb64b265d018ff5   95 of 144   androidx/lifecycle/LifecycleRegistry
c5ed90defdd8e78e   35 of 167   com/github/appintro/model/SliderPage
47375b6086a02d9d    1 of  10   androidx/fragment/app/FragmentManager$8
e49b5bf6129d129e    4 of 335   kotlin/text/StringsKt__StringsJVMKt
38ebe416fc68a7e5   17 of  52   org/isoron/uhabits/core/ui/views/Theme
ce2d5902218681db    2 of   3   androidx/arch/core/internal/SafeIterableMap$DescendingIterator
23bb38b10053fc2a    2 of  18   androidx/viewpager/widget/ViewPager$4
84f1db4d146eb4a5   30 of  73   androidx/arch/core/internal/SafeIterableMap
b47f14645daadac6   25 of  35   androidx/lifecycle/ViewModelProvider
4db7ec9a3f567906    3 of   3   org/isoron/uhabits/activities/habits/list/ListHabitsRootView$setupControllers$1
3fa1214ec8b7d1d2    4 of  18   kotlinx/coroutines/CoroutineDispatcher
95924e5d1c73182c    5 of   5   org/isoron/uhabits/inject/ActivityContextModule_GetContextFactory
80208d77789cda5d    8 of  34   org/isoron/uhabits/database/AndroidDatabase
7065d00f1825afd8    8 of  14   androidx/lifecycle/DefaultLifecycleObserverAdapter
0a56ba40812f36a4    6 of  10   androidx/constraintlayout/widget/ConstraintLayout$1
a94ee697109cd0e5    3 of  14   androidx/arch/core/internal/SafeIterableMap$Entry
9c659235aaa9d35d    2 of   9   kotlin/coroutines/EmptyCoroutineContext
978a6c6a0750ab1a    1 of   2   org/isoron/uhabits/inject/DaggerHabitsApplicationComponent
07e2a132650b6470    3 of   5   androidx/appcompat/widget/TooltipCompat
97b4816821e61897   32 of  65   org/isoron/uhabits/core/ui/screens/habits/list/HabitCardListCache
b22a5ef8e151022e    2 of   5   org/isoron/uhabits/activities/habits/list/views/CheckmarkButtonViewFactory
d66cf6a4c3ba0cdd    9 of  15   androidx/activity/contextaware/ContextAwareHelper
b10e064ee292aa6a    6 of 108   androidx/core/graphics/drawable/DrawableCompat
5e90ba0cab8898ac    6 of   8   kotlin/LazyThreadSafetyMode
708ebc8ada63e9da    8 of  14   kotlin/ranges/IntProgressionIterator
30d1757f3fca15db    1 of   2   androidx/appcompat/widget/Toolbar$2
65f25e1171e795bb   19 of  32   kotlin/reflect/jvm/internal/impl/name/SpecialNames
6cafdddde00966b8    6 of  14   androidx/emoji2/viewsintegration/EmojiTextViewHelper
53e6c0f2b1572586    7 of  14   org/isoron/uhabits/core/commands/CommandRunner
74e63240db976afa   16 of  95   nl/dionsegijn/konfetti/xml/KonfettiView
d7a17fa9dbc1ac06    5 of   6   androidx/lifecycle/ProcessLifecycleOwner$Companion
3bc5381cd453d845    1 of  14   androidx/appcompat/widget/ActionMenuPresenter$PopupPresenterCallback
ff815666cbf32dc6    9 of  31   org/isoron/uhabits/core/ui/ThemeSwitcher
678e26ce21aa4f3f   16 of  19   androidx/profileinstaller/ProfileInstallerInitializer
c2477038200cc5a5    5 of   6   org/isoron/uhabits/activities/habits/list/ListHabitsMenu_Factory
853d72aa752f4560    5 of   6   org/isoron/uhabits/activities/habits/list/BugReporterProxy_Factory
4dcf0b2613a88a98    2 of   4   org/isoron/uhabits/tasks/ImportDataTaskFactory
20fb3e340648df66    9 of  14   androidx/fragment/app/DefaultSpecialEffectsController$SpecialEffectsInfo
ba891fd9619d9b29   43 of 123   kotlin/reflect/jvm/internal/impl/name/FqNameUnsafe
2f03df267ab74578    1 of  17   com/github/appintro/AppIntroBase$NextSlideOnClickListener
1aa4dea5bd0806e2    1 of   4   kotlin/collections/IntIterator
9228cb51d832d6a6    3 of  31   kotlin/collections/SetsKt__SetsKt
f485953af72e2161    3 of   3   org/isoron/uhabits/inject/DaggerHabitsActivityComponent$HabitsActivityComponentImpl$GetMidnightTimerProvider
3ae874ad4bd8126c    2 of   5   androidx/appcompat/widget/AppCompatTextHelper$Api26Impl
d9f89462fb55d13d    3 of  10   androidx/collection/ArraySet$1
49e042f6485434b0    5 of   6   org/isoron/uhabits/tasks/ExportDBTaskFactory_Factory
7303b8ab30219c7d    5 of   5   org/isoron/uhabits/inject/HabitsModule_GetLoggingFactory
1ffc49702b7f3205    2 of   3   org/isoron/uhabits/utils/StyledResources$Companion
91c761b9d5648aec    1 of   7   org/isoron/uhabits/widgets/CheckmarkWidgetProvider
6b6d616d0582987f   47 of 138   androidx/preference/PreferenceGroup
af79985d608f6054    6 of  51   kotlinx/coroutines/android/HandlerContext

