[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/Open-Food-Facts-_v3.10.2-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
6f527f31082a8b07   11 of  44   androidx/appcompat/widget/ViewStubCompat
1e26aa9d7488b361    9 of  76   com/fasterxml/jackson/databind/type/TypeBase
dceedffa4e2cfe6d    2 of  13   kotlin/text/Regex$Companion
e639591a321ebe6a    5 of   7   openfoodfacts/github/scrachx/openfood/features/splash/SplashActivity$special$$inlined$viewModels$default$3
ec98e41e44decf00    2 of   4   kotlinx/coroutines/android/HandlerDispatcher
8e05f208712f3e7f    3 of   3   openfoodfacts/github/scrachx/openfood/features/splash/SplashActivity$special$$inlined$viewModels$default$2
c574479cbf077eb2   27 of  46   androidx/constraintlayout/core/PriorityGoalRow$GoalVariableAccessor
8f2bbda53e0d9fde   52 of  89   androidx/constraintlayout/core/widgets/ChainHead
6f06920396e9c8b3    4 of  17   com/fasterxml/jackson/databind/type/ClassKey
d2c98890d17f7846    2 of  11   org/matomo/sdk/tools/Connectivity
0478a8fc32b28d57   14 of  15   androidx/work/impl/constraints/trackers/Trackers
1c61cc7294387749    2 of   4   org/greenrobot/eventbus/Logger$Default
a7592214611dd733   12 of  23   kotlin/reflect/jvm/internal/impl/builtins/jvm/JvmBuiltIns
592eaa87b6fb0637    3 of  94   openfoodfacts/github/scrachx/openfood/utils/UtilsKt
2c99810f99a4d755   47 of 112   androidx/fragment/app/FragmentActivity
7eff7ba1c9f64fc0    8 of  10   androidx/lifecycle/LifecycleRegistry$Companion
7e5e08a6ab597ec9   38 of 129   com/fasterxml/jackson/databind/cfg/MapperConfigBase
08d25e44bd5b58a5   30 of  52   kotlin/reflect/jvm/internal/impl/load/kotlin/header/ReadKotlinClassHeaderAnnotationVisitor
86cf9e1c23f07849    1 of   1   androidx/arch/core/internal/SafeIterableMap$SupportRemove
78f849e66498b6ed    4 of 159   androidx/emoji2/text/EmojiCompat
699dce3566a14265    8 of  32   kotlin/reflect/jvm/internal/impl/name/SpecialNames
5fd0c2337d4f63c2  105 of 284   kotlin/reflect/jvm/internal/impl/metadata/ProtoBuf$Type
c860bb82af8f1f02    2 of   2   com/fasterxml/jackson/module/kotlin/ReflectionCache$BooleanTriState$False
c558d877cdbf83e0    1 of   1   openfoodfacts/github/scrachx/openfood/app/OFFApplication_HiltComponents$SingletonC
9b07b4aef28d3e54   55 of 277   androidx/appcompat/widget/AppCompatTextViewAutoSizeHelper
715be30f262d1709   20 of  34   openfoodfacts/github/scrachx/openfood/hilt/NetworkModule
2e8237a0541a3e48   14 of  37   com/fasterxml/jackson/databind/util/TypeKey
d68f04ba8a215b66    9 of  52   com/fasterxml/jackson/core/JsonStreamContext
945791307c74ba61    6 of   6   kotlin/reflect/jvm/internal/impl/metadata/builtins/BuiltInsBinaryVersion
17b975aacb171a77    1 of   5   openfoodfacts/github/scrachx/openfood/features/allergensalert/AllergensAlertViewModel_HiltModules_KeyModule_ProvideFactory
eca7535f2059dcd9    6 of  47   kotlin/reflect/jvm/internal/impl/protobuf/LiteralByteString
9b794ee2c027e6c5    1 of   3   com/fasterxml/jackson/core/TreeCodec
dee005a01b9a13a0    2 of  94   org/greenrobot/eventbus/SubscriberMethodFinder
518ff6a265456115    1 of   2   androidx/work/impl/model/WorkSpecDao_Impl$9
48391a786315422b    5 of   7   androidx/room/RoomTrackingLiveData$2
3c588615e99140a3    1 of  20   com/fasterxml/jackson/databind/JsonSerializer
4c7c76cf3d80e4b2    9 of  18   okhttp3/internal/platform/AndroidPlatform$CloseGuard
339cee4345ec6bb2   19 of  20   com/fasterxml/jackson/databind/deser/BasicDeserializerFactory$ContainerDefaultMappings
dea9275f5c2f665b    8 of 192   kotlin/reflect/jvm/internal/UtilKt
b037029580f611d1   17 of 147   com/squareup/picasso/Utils
4d5b5daa2e29dd5e    1 of   1   androidx/lifecycle/SavedStateHandleSupport$DEFAULT_ARGS_KEY$1
c64b61fd45244114    7 of  20   openfoodfacts/github/scrachx/openfood/utils/DeserializerHelper
5845f3994afe22aa  145 of 336   kotlin/reflect/jvm/internal/impl/serialization/deserialization/MemberDeserializer
f110043fb8f28e54    3 of   8   androidx/core/view/ViewCompat$Api19Impl
f54ecc3660160ae4    1 of  14   kotlin/reflect/jvm/internal/impl/types/SimpleType
b341b69207a7a1ff    3 of   3   openfoodfacts/github/scrachx/openfood/utils/RetrofitKt
3da88990e11536a6    2 of   8   com/fasterxml/jackson/databind/ext/Java7HandlersImpl
5ec449b2f064149c    2 of  29   androidx/fragment/app/FragmentFactory
f4ed0ba0e779fba0    8 of  41   openfoodfacts/github/scrachx/openfood/utils/DaoUtilsKt
3e72902041a42c60    5 of   6   okhttp3/internal/http/RealResponseBody
dc77ce9bc6fc5789    8 of  16   kotlinx/coroutines/internal/LockFreeLinkedListKt
9dce801a04f3eabd    1 of   3   kotlin/reflect/jvm/internal/impl/resolve/OverridingUtil$4
49a3e1eedd533682   20 of 134   okhttp3/internal/cache/CacheInterceptor
e9b7fa79ddde6d8e    5 of 158   openfoodfacts/github/scrachx/openfood/models/entities/SendProductDao
d63665248a275aab    3 of   3   androidx/sqlite/db/framework/FrameworkSQLiteDatabase$1
62414669c6b85130    1 of  64   com/google/android/gms/common/internal/Preconditions
384e5336b53abde1    1 of   2   kotlin/reflect/jvm/internal/impl/protobuf/WireFormat$FieldType$4
e90f8c54e8216ede    7 of  25   com/squareup/picasso/ContactsPhotoRequestHandler
452dffd5b7ad3ef0   14 of  46   okhttp3/RealCall$AsyncCall
e32481cd81483007    3 of   3   kotlin/coroutines/CoroutineContext$DefaultImpls
25d0fe47d1c209f3    6 of   9   kotlin/reflect/jvm/internal/impl/types/TypeSubstitution
6dbb3919b6359130    1 of  32   okhttp3/internal/io/FileSystem$1
9615be8379c462fa    3 of   3   kotlin/reflect/jvm/internal/impl/metadata/ProtoBuf$TypeParameter$1
fdef7c77f9b6db85    9 of 145   kotlinx/coroutines/intrinsics/UndispatchedKt
2cd554d1f7d55c63   15 of  16   androidx/room/RoomTrackingLiveData
bc2e177834ee6c00   14 of  57   com/fasterxml/jackson/module/kotlin/ReflectionCache
2a5b790142732290    4 of  15   com/fasterxml/jackson/core/util/Separators
43383ec7637c2d3f    2 of   5   androidx/room/InvalidationTracker$Observer
4c52a690da3b8344    1 of   2   androidx/work/impl/model/WorkSpecDao_Impl$2
9ea7c04acd46d069   92 of 165   org/matomo/sdk/Tracker
eae0903f58242138    2 of   3   retrofit2/OkHttpCall$ExceptionCatchingResponseBody$1
2e667492a5a38c94    5 of   7   com/fasterxml/jackson/databind/cfg/ConstructorDetector$SingleArgConstructor
fd15e1a7eca633d0    1 of   3   com/google/android/gms/internal/mlkit_vision_common/zzq
ac68075fc9b2214d   10 of 152   androidx/appcompat/widget/AppCompatDrawableManager$1
9537b560de45eddb    3 of   5   kotlin/reflect/jvm/internal/impl/types/TypeConstructorSubstitution$Companion$createByConstructorsMap$1
e6b2c39c80ff861b    6 of   6   openfoodfacts/github/scrachx/openfood/app/DaggerOFFApplication_HiltComponents_SingletonC$ActivityRetainedCImpl
94947920ec8092f8    8 of 352   kotlin/text/StringsKt__StringsJVMKt
08a8a7d730d5ec67    1 of   2   openfoodfacts/github/scrachx/openfood/app/DaggerOFFApplication_HiltComponents_SingletonC
6238151e61c4b52f    2 of  10   com/fasterxml/jackson/databind/util/LinkedNode
79a233c51499bd2a    4 of   5   androidx/work/OutOfQuotaPolicy
93538721be4939ef  127 of 316   kotlin/reflect/jvm/internal/impl/descriptors/impl/FunctionDescriptorImpl
b79149cc9d2140a7  117 of 133   com/fasterxml/jackson/databind/jsontype/impl/SubTypeValidator
4ab26949d938d922    5 of  81   openfoodfacts/github/scrachx/openfood/models/entities/analysistag/AnalysisTagDao
dbe5faf9ecc51e38   31 of 148   androidx/work/impl/WorkDatabase_Impl$1
8027810309051bc0    8 of  10   com/fasterxml/jackson/annotation/JsonInclude$Include
aab7bed77d549ad0    1 of   2   androidx/work/impl/WorkDatabaseMigrations$7
13dcfa390dc8f7cb  123 of 574   openfoodfacts/github/scrachx/openfood/repositories/TaxonomiesRepository
d8d671930f3ea597    8 of  14   kotlin/reflect/jvm/internal/impl/descriptors/ClassKind
7391a263d2e250fc    3 of   9   kotlin/reflect/jvm/internal/impl/builtins/jvm/CloneableClassScope
ee5f0cddd461950e   15 of  22   kotlin/reflect/jvm/internal/impl/protobuf/GeneratedMessageLite$ExtendableMessage$ExtensionWriter
4d0f36bb85823ddb    4 of   5   kotlin/reflect/jvm/internal/impl/serialization/deserialization/descriptors/DeserializedClassDescriptor$DeserializedClassMemberScope$generateFakeOverrides$1
7d30c8f688933ea5    6 of  17   com/fasterxml/jackson/databind/deser/std/JsonNodeDeserializer
7038717694b3960c   34 of  48   androidx/lifecycle/SavedStateHandleSupport
76c1305e194cdc22   14 of 126   kotlin/collections/CollectionsKt__CollectionsKt
3dee009d0f4421c6    3 of  11   androidx/work/impl/constraints/trackers/BroadcastReceiverConstraintTracker
a49040d421caf67f   65 of  85   kotlin/reflect/jvm/internal/impl/metadata/jvm/deserialization/JvmNameResolver
c7a56ed8d8f3f27d    1 of   2   openfoodfacts/github/scrachx/openfood/features/MainActivityViewModel_HiltModules$KeyModule
71bdf4d26bdb3d47    4 of   9   kotlin/reflect/jvm/internal/impl/resolve/scopes/ResolutionScope$DefaultImpls
4fa8376a2ee815dc    5 of  37   org/greenrobot/greendao/query/WhereCondition$PropertyCondition
eccd44a5da66b1f9    3 of   3   kotlin/reflect/jvm/internal/impl/serialization/deserialization/descriptors/DeserializedMemberScope$OptimizedImplementation$computeDescriptors$$inlined$let$lambda$3
40c3b36f99265972   18 of  19   kotlin/reflect/jvm/internal/impl/descriptors/runtime/components/RuntimeModuleDataKt
721c6c9fabf07688    3 of  13   androidx/appcompat/widget/AppCompatTextView$SuperCallerApi26
84447fd5a51f3d70    9 of  15   kotlinx/coroutines/internal/ResizableAtomicArray
49c86ea51d4739d4    2 of  15   com/fasterxml/jackson/databind/util/RootNameLookup
c9b6854def7cf078   21 of 306   com/fasterxml/jackson/databind/ser/BeanSerializerFactory
bd0e63243f2f52fa   12 of 275   okhttp3/internal/cache/DiskLruCache
d0773c01b8739005   68 of 226   androidx/constraintlayout/widget/ConstraintLayout$LayoutParams
301669068fcb92db    6 of  13   kotlinx/coroutines/scheduling/DefaultIoScheduler
2ee8e737c1c15c1c    3 of   3   openfoodfacts/github/scrachx/openfood/features/splash/SplashActivity$onCreate$2
8526e4fa58b06d6b    7 of  12   androidx/lifecycle/Lifecycle$Event$Companion$WhenMappings
14d0afaa9f8390f1    8 of  11   logcat/LogPriority
065f7a3241d639b0    1 of  15   kotlin/reflect/jvm/internal/impl/load/java/lazy/descriptors/LazyJavaClassMemberScope$enumEntryIndex$1
5ac1f47d4242a8f2    5 of  13   io/sentry/android/core/SentryInitProvider
062492bd61b56122  103 of 774   kotlin/reflect/jvm/internal/impl/resolve/OverridingUtil
764efdf6c1ac9e1b   11 of  14   kotlin/reflect/jvm/internal/ReflectProperties$LazySoftVal
b4652537cbe0bebd   25 of 119   com/fasterxml/jackson/databind/deser/SettableBeanProperty
4f27df43613f654b    6 of   6   openfoodfacts/github/scrachx/openfood/hilt/NetworkModule$provideMainRetrofit$$inlined$defaultRetrofitBuilder$1
a393d6957c1c0d0b   59 of 221   okhttp3/internal/http2/Http2Connection
0264548b5ab3184d    1 of  79   kotlin/reflect/jvm/internal/impl/resolve/scopes/GivenFunctionsMemberScope
9473a4d4c2fee64b    7 of  11   com/fasterxml/jackson/core/StreamWriteCapability
f70a783ae284b9a7    5 of  22   kotlin/reflect/jvm/internal/impl/serialization/deserialization/descriptors/DeserializedTypeParameterDescriptor
e91cbbd41543b398    5 of   8   kotlin/reflect/jvm/internal/impl/resolve/descriptorUtil/DescriptorUtilsKt$declaresOrInheritsDefaultValue$2
06699f5eb0ecadc2   10 of  24   kotlin/reflect/jvm/internal/ModuleByClassLoaderKt
ad558206a43b0f72   42 of 436   com/fasterxml/jackson/databind/DeserializationContext
fa8967326b6432c2    7 of   7   kotlin/reflect/jvm/internal/impl/descriptors/runtime/components/ReflectKotlinClass$Factory
731cac5c0fff149e    2 of   6   org/greenrobot/greendao/InternalQueryDaoAccess
110b03ba223684a4    4 of  39   com/fasterxml/jackson/databind/cfg/ContextAttributes$Impl
2808ed9b68de8968    1 of   5   openfoodfacts/github/scrachx/openfood/hilt/ApiModule_ProvideAnalysisDataApiFactory
f3963239a050f5d8  249 of 1317   androidx/viewpager/widget/ViewPager
924d9f7f45254c3d    1 of   1   kotlin/reflect/jvm/internal/impl/storage/SimpleLock
aada138462205f53   63 of 416   org/greenrobot/greendao/AbstractDao
17ff10f4d4f1b7d7    1 of  23   io/sentry/protocol/Geo$Deserializer
7168af9a1108dbd4    1 of   2   openfoodfacts/github/scrachx/openfood/features/product/view/ingredients_analysis/IngredientsAnalysisViewModel_HiltModules$KeyModule
ea819d0be4327797    7 of  45   io/sentry/NoOpHub
06f266d81ba30fb9    3 of  35   kotlin/ranges/IntRange
8ee7afb57ea36bc0   29 of 113   kotlin/reflect/jvm/internal/impl/metadata/jvm/JvmProtoBuf$StringTableTypes
3cfae33284282fd5    5 of   9   androidx/lifecycle/SavedStateHandleAttacher
5085043354a39420    2 of  16   androidx/work/impl/constraints/controllers/NetworkMeteredController
591c139dcc79f2cf    3 of  35   kotlin/jvm/internal/PropertyReference
18bcaf2302fb415c  100 of 127   kotlin/reflect/jvm/internal/impl/builtins/jvm/JavaToKotlinClassMap
87e448537a0f8181    3 of   6   kotlinx/coroutines/android/AndroidDispatcherFactory
a902ded95eb44d56    8 of  15   okio/SegmentPool
e182411a69bd7d1c    4 of   7   kotlin/reflect/jvm/internal/impl/resolve/OverridingUtil$5
350a2f91f9888729    3 of   3   kotlin/collections/CollectionsKt___CollectionsKt$withIndex$1
3e20368a11171d86   44 of 250   kotlin/reflect/jvm/internal/impl/descriptors/impl/PropertyDescriptorImpl
0ad1fb81efbdcad3    4 of  19   kotlinx/coroutines/internal/MainDispatchersKt
27d0f782935e4732    5 of   7   androidx/work/impl/model/SystemIdInfoDao_Impl$1
cded403b68cf7127    1 of   1   kotlin/reflect/jvm/internal/impl/resolve/scopes/MemberScope
8ae08213454719f5   32 of 271   com/fasterxml/jackson/databind/SerializerProvider
f6afb3b367b826e1    4 of  10   openfoodfacts/github/scrachx/openfood/hilt/ApiModule
44e4ca35ad3687a0   58 of 243   androidx/appcompat/widget/AppCompatTextView
58e8279b6cd547ee    9 of  43   org/greenrobot/greendao/identityscope/IdentityScopeObject
26db7f819d49c05b    7 of  76   com/fasterxml/jackson/databind/deser/ValueInstantiator
5151cb6031053f7c    1 of  22   io/sentry/protocol/MeasurementValue$Deserializer
8f6a678ae877a4de    1 of   3   retrofit2/KotlinExtensions$await$$inlined$suspendCancellableCoroutine$lambda$1
73e85755a8694898   11 of  28   androidx/viewpager/widget/PagerAdapter
93b2ae8042f87b87    1 of   4   kotlin/LazyKt__LazyKt
c00d1177dee87bc3   54 of  80   openfoodfacts/github/scrachx/openfood/app/DaggerOFFApplication_HiltComponents_SingletonC$SingletonCImpl
ddd87e41d66dd1a6    3 of  13   com/fasterxml/jackson/databind/json/JsonMapper
b5637671e95f2e1e   13 of  24   kotlin/reflect/jvm/internal/impl/protobuf/SmallSortedMap$EntryIterator
572aa202ba6f5b12   11 of  12   kotlin/reflect/jvm/internal/impl/descriptors/impl/LazyPackageViewDescriptorImpl$memberScope$1
bba8ef9ae9166973    1 of  59   io/sentry/protocol/SentryStackFrame$Deserializer
3c8750354c8b4461    3 of   4   androidx/work/impl/utils/LiveDataUtils
83e2320f61b32407    1 of   4   androidx/core/content/ContextCompat$Api21Impl
79a6e2257f42909d    1 of   5   androidx/hilt/work/WorkerFactoryModule_ProvideFactoryFactory
9aa012b3012d4d62    1 of  70   io/sentry/protocol/SentrySpan$Deserializer
1c04a4f4dd90013d   17 of  20   androidx/arch/core/internal/SafeIterableMap$IteratorWithAdditions
d972ebfb9a1a8ccc    1 of   2   androidx/constraintlayout/widget/R$styleable
e92adc5ac1188008    1 of   3   kotlin/reflect/jvm/internal/impl/serialization/deserialization/descriptors/DeserializedClassDescriptor$annotations$1
b29c9c2741ed6b37    2 of  23   kotlin/reflect/jvm/internal/impl/descriptors/impl/SubpackagesScope
9cfa8bf60f6dfc05    4 of   9   androidx/appcompat/app/AppCompatDelegateImpl$3
d5d41d590cae7047    5 of 165   com/fasterxml/jackson/databind/cfg/MapperBuilder
43bd497e211c1fbb   41 of  84   okhttp3/internal/connection/RouteSelector
8b3e12b274cad922    7 of   9   kotlin/collections/IndexingIterator
6e8b8a3b83a09378    7 of  25   kotlin/reflect/jvm/internal/impl/load/java/JavaClassFinder$Request
5436fb0c96f7bda7   14 of  18   kotlin/coroutines/jvm/internal/ContinuationImpl
28c7d6abcbe8a1e9    6 of  37   androidx/work/impl/utils/ProcessUtils
c07d50586b3dff76   31 of 139   kotlin/reflect/jvm/internal/impl/descriptors/runtime/components/ReflectClassStructure
46d82a234de32577    1 of   8   kotlin/reflect/jvm/internal/impl/load/java/lazy/descriptors/LazyJavaPackageFragment$subPackages$1
9d8530dee7247e0f    8 of  11   androidx/core/app/CoreComponentFactory
df30a3fbac6f14d4   16 of  40   kotlinx/coroutines/DelayKt
bf804bbbca776a3d    2 of   2   androidx/lifecycle/AbstractSavedStateViewModelFactory$Companion
fc4eec4f6159852a    3 of   3   openfoodfacts/github/scrachx/openfood/features/splash/SplashActivity$controller$2
1a37b233724f4e39    9 of  56   kotlinx/coroutines/android/HandlerDispatcherKt
18d8d8ea5704a345   39 of 534   kotlin/reflect/jvm/internal/impl/builtins/KotlinBuiltIns
e46c41efcb7c2a89    1 of  21   kotlin/reflect/jvm/internal/KClassImpl$Data$nestedClasses$2
da94a067387986f0   25 of  65   com/fasterxml/jackson/databind/ser/SerializerCache
21c2ae37e549bec6  160 of 470   kotlin/reflect/jvm/internal/impl/metadata/ProtoBuf$Class
9833edca9aa67b24    3 of   3   com/fasterxml/jackson/databind/introspect/AnnotatedFieldCollector$FieldBuilder
7ed8cb6efae79b2a    2 of   5   kotlin/reflect/jvm/internal/impl/resolve/scopes/MemberScope$Empty
4d1bf57a135bcf41    1 of   2   dagger/hilt/android/internal/managers/ActivityRetainedComponentManager$LifecycleModule
265c21cbe1a212b6   16 of  46   com/google/firebase/components/Dependency
9f099b84456e7560    1 of   6   com/fasterxml/jackson/databind/deser/impl/CreatorCandidate$Param
baf50a34b7bad3fd    2 of   8   kotlin/reflect/jvm/internal/impl/builtins/ReflectionTypes$Companion
61eee2796ddfdace    5 of  34   org/matomo/sdk/dispatcher/EventCache
515fb729ac0efef0    8 of  12   openfoodfacts/github/scrachx/openfood/features/splash/SplashActivity$onCreate$3
59277ebde6ffb5ec    3 of   4   com/google/firebase/components/ComponentRuntime$$Lambda$5
7b54eda04c511e2c    4 of   5   openfoodfacts/github/scrachx/openfood/models/entities/brand/BrandDao$Properties
dd82d09661ca8854   18 of  59   kotlin/reflect/jvm/internal/impl/metadata/deserialization/BinaryVersion
599d5befd84f1eb1    2 of 214   kotlin/reflect/jvm/internal/impl/load/java/typeEnhancement/SignatureEnhancement
74272a3aa29d9811    1 of   2   kotlin/jvm/internal/Ref$LongRef
83af4dcf8eb1d443   37 of  95   okhttp3/Dispatcher
7388c05c96e281a5    1 of   7   kotlin/reflect/jvm/internal/KClassImpl$Data$qualifiedName$2
859c46a45c822b26    1 of   3   io/sentry/SentryLevel$Deserializer
9ef47fee9bb34e36   25 of 101   retrofit2/Retrofit
a810a2bff1232f13   24 of  43   kotlin/reflect/jvm/internal/impl/serialization/deserialization/descriptors/DeserializedClassDescriptor$DeserializedClassTypeConstructor
aac9b11bdb5d7410    3 of   3   kotlin/reflect/jvm/internal/impl/serialization/deserialization/descriptors/DeserializedClassDescriptor$DeserializedClassMemberScope$2$1
bc8a21ad43210aa6    7 of  55   com/google/android/material/internal/ThemeEnforcement
d59de31a0de57fc0    1 of  48   io/sentry/protocol/ViewHierarchyNode$Deserializer
8e307f243f7efacf   17 of  21   androidx/arch/core/internal/SafeIterableMap$ListIterator
860d1968a08f6b4f    2 of  44   androidx/activity/result/contract/ActivityResultContracts$RequestMultiplePermissions
e219bffdb8e451a5    3 of   3   openfoodfacts/github/scrachx/openfood/repositories/Taxonomy$Tags
37faf5660419d220   18 of  21   kotlin/reflect/jvm/internal/impl/metadata/deserialization/NameResolverImpl
afeb465527a54abd    5 of  92   openfoodfacts/github/scrachx/openfood/models/entities/analysistagconfig/AnalysisTagConfigDao
463f36b080407468    8 of 186   com/fasterxml/jackson/databind/ser/DefaultSerializerProvider
b5959da49986a51e    2 of  86   androidx/collection/LruCache
a3dcebdc5048dce1   10 of  10   kotlin/reflect/jvm/internal/impl/protobuf/ExtensionRegistryLite
a4536b719c9ee716  109 of 250   androidx/work/impl/WorkerWrapper
ba212e8c01fcd1fb    2 of   2   kotlin/reflect/jvm/internal/impl/load/java/lazy/descriptors/LazyJavaPackageScope$KotlinClassLookupResult$NotFound
602f4b888d9ef294    7 of  12   kotlin/reflect/jvm/internal/impl/metadata/ProtoBuf$QualifiedNameTable$QualifiedName$Kind
a94c8af1523aa528    1 of   3   kotlin/reflect/jvm/internal/impl/load/java/lazy/descriptors/LazyJavaScope$functionNamesLazy$2
bd538f866ac87cac    3 of   3   kotlin/reflect/jvm/internal/KDeclarationContainerImpl$Data$moduleData$2
aeeb5014e22d4861   28 of  65   kotlin/reflect/jvm/internal/impl/types/KotlinTypeFactory
790074d74cb0b5d1    7 of   7   kotlin/reflect/jvm/internal/impl/builtins/jvm/JvmBuiltIns$settings$2
32ca22431f673b59    4 of   5   androidx/work/impl/utils/futures/SettableFuture
83cef6d23f4b3eef    6 of 297   com/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer
ff83e1d82f9c057f    7 of  50   kotlin/collections/EmptyList
76a1da156127392b   35 of  57   kotlin/reflect/jvm/internal/impl/load/java/lazy/descriptors/LazyJavaPackageScope$classes$1
8e77cad7aab09aa8    5 of  96   kotlin/reflect/jvm/internal/impl/load/java/lazy/descriptors/LazyJavaClassDescriptor$LazyJavaClassTypeConstructor
1ed9bef35dc62955   16 of  16   kotlin/reflect/jvm/internal/impl/builtins/jvm/JvmBuiltInsPackageFragmentProvider
0aab39d7276ed0d6    1 of   1   okhttp3/logging/HttpLoggingInterceptor$Logger
33d1f8b63e0721a5   28 of  50   kotlinx/coroutines/android/HandlerContext
664ecd2c6e34e191    1 of   4   kotlin/reflect/jvm/internal/impl/types/AbstractTypeConstructor$supertypes$3$3
dd9c809218c0d11e    5 of   7   openfoodfacts/github/scrachx/openfood/app/OFFEventsIndex
8972e91939e1bd58    1 of  10   androidx/work/impl/model/DependencyDao_Impl$1
2ae462f6c3044fc5   18 of  42   com/google/mlkit/common/sdkinternal/MlKitContext
05902c2e147b5916    2 of   4   androidx/core/content/ContextCompat$Api19Impl
b350df0b959c3d13   19 of  23   okhttp3/EventListener
33ebe3b1125bf6d9    1 of   2   openfoodfacts/github/scrachx/openfood/features/scanhistory/ScanHistoryViewModel_HiltModules$KeyModule
0ec839b23d120eb1   12 of  17   openfoodfacts/github/scrachx/openfood/features/splash/SplashViewModel$tagLine$1$1
70dbc3029b1a1c18    3 of  10   androidx/collection/ArrayMap$1
46b27a1a5eb786ff    1 of  25   com/fasterxml/jackson/databind/json/JsonMapper$Builder
f08f412a1f1e5a5b   11 of  34   kotlin/reflect/jvm/internal/impl/storage/LockBasedStorageManager$CacheWithNotNullValuesBasedOnMemoizedFunction
07fe1712d72b8326    3 of   3   kotlin/reflect/jvm/internal/impl/serialization/deserialization/ClassDeserializer$Companion
dad7e2735651fa1c    2 of   6   androidx/savedstate/ViewTreeSavedStateRegistryOwner
b3878c2475ef2ea6   36 of 452   com/fasterxml/jackson/databind/ser/BasicSerializerFactory
d43a371ed0b4877c    7 of   7   openfoodfacts/github/scrachx/openfood/app/DaggerOFFApplication_HiltComponents_SingletonC$ActivityCBuilder
f29e535e98bb4d96    5 of   6   openfoodfacts/github/scrachx/openfood/models/entities/analysistag/AnalysisTagNameDao$Properties
f9ed2c97745345d8    3 of   4   openfoodfacts/github/scrachx/openfood/models/entities/analysistag/AnalysisTagDao$Properties
f24eb35dfdce982c   11 of  12   kotlin/reflect/jvm/internal/impl/protobuf/WireFormat$JavaType
631f4b9e6528e95b    7 of  13   androidx/work/OneTimeWorkRequest$Builder
34b426aa8b44edae   12 of  15   com/fasterxml/jackson/databind/util/ClassUtil$Ctor
32f7222b68123c3a    4 of   5   kotlin/reflect/jvm/internal/impl/load/kotlin/header/KotlinClassHeader$Kind$Companion
ce1f99d7c562e65c    1 of   5   openfoodfacts/github/scrachx/openfood/features/home/HomeViewModel_HiltModules_KeyModule_ProvideFactory
6b9793856f14e3f0    3 of   3   androidx/lifecycle/SavedStateHandlesVM
02472c356dc9474d  151 of 365   com/fasterxml/jackson/databind/introspect/AnnotationIntrospectorPair
c8e3b82897c583f9    5 of   5   com/fasterxml/jackson/module/kotlin/ExtensionsKt$jacksonObjectMapper$1
cf2ba57be657c8f0    3 of  33   com/fasterxml/jackson/databind/type/CollectionType
fa615f32b1b7a01c    1 of  10   kotlin/reflect/jvm/internal/impl/load/java/lazy/descriptors/LazyJavaScope$properties$1
02a87bd931504cdb    3 of   3   kotlin/reflect/jvm/internal/impl/descriptors/runtime/components/ReflectKotlinClassKt
cb81c30b2710eb67   27 of  93   androidx/appcompat/widget/ContentFrameLayout
13bb197466eab927    1 of   4   kotlin/reflect/jvm/internal/impl/types/AbstractTypeConstructor$supertypes$3$2
99d2659a622a9b60   46 of  97   io/sentry/JsonSerializer
4209b00e82e5a5e6    4 of  20   kotlin/time/DurationUnitKt__DurationUnitJvmKt
320a51f4b07c2684   48 of  87   okhttp3/Address
2ffa095abf2ccc84    6 of  29   kotlinx/coroutines/JobKt
c970491b2b736e10    3 of   3   org/matomo/sdk/extra/DownloadTracker$Extra$None
2fddde7651f9c558    1 of   2   openfoodfacts/github/scrachx/openfood/models/InvalidBarcodeDao$Properties
a1170bf9e523aac7    1 of   2   androidx/work/impl/WorkDatabaseMigrations$4
3bcb9d7ba44977f2    1 of  15   openfoodfacts/github/scrachx/openfood/models/entities/analysistagconfig/AnalysisTagConfigsWrapperDeserializer
6867d13735a689fb   25 of 163   io/sentry/Sentry
364d6752c59b218a    5 of   5   androidx/work/WorkRequest
a98f61ce1b8be6c4   25 of  34   androidx/work/Configuration
b0b6714d58898c63    2 of   8   kotlin/reflect/jvm/internal/impl/descriptors/annotations/Annotations$Companion$EMPTY$1
350f2f5fafa5e0e7   37 of 125   okhttp3/internal/http2/Http2Connection$ReaderRunnable
b680acae011b0e20    3 of   3   kotlinx/coroutines/ExecutorCoroutineDispatcher$Key
7141818a39211cfc    3 of   3   androidx/appcompat/app/AppCompatDelegateImpl$5
96e35273804bf1c3   35 of  47   openfoodfacts/github/scrachx/openfood/features/splash/SplashController$refreshData$2
b3643c9a48db923d    6 of  11   io/sentry/SentryAutoDateProvider
8c0bffc62ceaaa3e    2 of   2   androidx/savedstate/SavedStateRegistry$Companion
4dd8aacc124c3041    2 of   3   kotlin/reflect/jvm/internal/impl/load/java/lazy/TypeParameterResolver$EMPTY
c51e56903c984a0c    2 of   4   kotlinx/coroutines/scheduling/Task
7f3c4943d110c273   30 of 120   androidx/appcompat/app/AppCompatDelegate
f424553790275428  146 of 460   androidx/constraintlayout/core/widgets/ConstraintWidgetContainer
93020481f0aa0234   97 of 193   androidx/constraintlayout/widget/ConstraintLayout$Measurer
