[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/StreetComplete-_v53.2-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
2b3391a6dd41de38    2 of   6   de/westnordost/streetcomplete/quests/shop_type/CheckShopType$disusedShopsFilter$2
8e8b8b69150f0103    4 of  31   de/westnordost/streetcomplete/quests/accepts_cash/AddAcceptsCash
89adbd1b9652b30b    8 of 168   de/westnordost/streetcomplete/util/SpatialCache
6ebd8af2e090652b    4 of  17   de/westnordost/streetcomplete/overlays/way_lit/WayLitOverlay
56304531167e9489    2 of   5   de/westnordost/streetcomplete/quests/incline_direction/AddBicycleIncline$tagFilter$2
f86ca1e6716c511b    2 of   6   de/westnordost/streetcomplete/quests/width/AddRoadWidth$wayFilter$2
6fead5e767278cd4    8 of  11   de/westnordost/streetcomplete/data/Preloader$preloadFeatureDictionary$2
190caeef8eb8035a    2 of  11   de/westnordost/streetcomplete/data/osm/edits/upload/changesets/OpenChangesetsDao
9e9cd1232c93c92a    2 of  87   de/westnordost/streetcomplete/data/osm/mapdata/RelationDao
45c81a9e8dd85087    6 of   7   de/westnordost/streetcomplete/view/insets_animation/ImeInsetsAnimationCallbackKt
6337dc9634ac611d    2 of 116   de/westnordost/streetcomplete/data/osm/edits/create/CreateNodeAction
4654c6e8d12e6b80    3 of  48   de/westnordost/streetcomplete/data/user/achievements/Link
01fc7e0ca24d07a5    5 of   5   de/westnordost/streetcomplete/screens/main/controls/MainMenuButtonFragment$binding$2
b9b085e06d04db4e    1 of  90   de/westnordost/streetcomplete/data/osm/geometry/ElementGeometryCreator
8e1e9c673377fb14    5 of  58   de/westnordost/streetcomplete/quests/step_count/AddStepCountStile
233734c0850a38e7    4 of  23   de/westnordost/streetcomplete/quests/postbox_ref/AddPostboxRef
9610362d3b4f3969    2 of   2   de/westnordost/streetcomplete/data/user/statistics/StatisticsController$Companion
cc7d461141e3b993    4 of  16   de/westnordost/streetcomplete/data/quest/AllCountriesExcept
d48d50f4b2495410    1 of   4   de/westnordost/streetcomplete/StreetCompleteApplication$special$$inlined$inject$default$4
aeebee18db901949    2 of  20   de/westnordost/streetcomplete/quests/place_name/AddPlaceName$filter$2
8e7d8b8d27b6006d    4 of   4   de/westnordost/streetcomplete/data/osm/mapdata/Element$Companion$1
ce09e57a6aa023fe    4 of  24   de/westnordost/streetcomplete/quests/recycling_glass/DetermineRecyclingGlass
8986eec60331465c    4 of  18   de/westnordost/streetcomplete/data/osm/edits/delete/RevertDeletePoiNodeAction$$serializer
d0bc326df477ec88    2 of  10   de/westnordost/streetcomplete/data/user/UserModuleKt$userModule$1$10
01eed01c499e8a43    4 of  13   de/westnordost/streetcomplete/data/osm/mapdata/LatLon$Companion
52473cf1945110d6   12 of  12   de/westnordost/streetcomplete/data/osm/osmquests/OsmQuestModuleKt$osmQuestModule$1$4
949c8325d1cc9c43    7 of  24   de/westnordost/streetcomplete/screens/ActivatablePreference
bfe9f13196971a78    2 of   7   de/westnordost/streetcomplete/data/OsmApiModuleKt$osmApiModule$1$2
29564d3e17692936   10 of  10   de/westnordost/streetcomplete/data/osmnotes/notequests/OsmNoteQuestModuleKt$osmNoteQuestModule$1$4
f74947e0c564affa    5 of   5   de/westnordost/streetcomplete/data/upload/UploadModuleKt$uploadModule$1$1
e62bffb985144ebf    4 of   4   de/westnordost/streetcomplete/StreetCompleteApplication$special$$inlined$inject$default$7
06daeea6dfea8dac    4 of   4   de/westnordost/streetcomplete/screens/main/controls/UndoButtonFragment$special$$inlined$inject$default$1
e025a51ad6cd61ce    5 of   5   de/westnordost/streetcomplete/data/osm/created_elements/CreatedElementsModuleKt$createdElementsModule$1$2
44c38ed1defc16d2    2 of   2   de/westnordost/streetcomplete/data/Preloader$preload$1
fa3386498c6d1a2a    2 of   5   de/westnordost/streetcomplete/quests/level/AddLevel$mallFilter$2
b1800f35f422f8d7    2 of  47   de/westnordost/streetcomplete/data/osm/edits/MapDataWithEditsSource$elementEditsListener$1
f8e0e06b861d6cd4    8 of   8   de/westnordost/streetcomplete/data/osm/edits/ElementEditsModuleKt$elementEditsModule$1$2
078134e71c5b9d7e    2 of   2   de/westnordost/streetcomplete/data/Preloader$Companion
4d2118ff96a3d138    2 of   2   de/westnordost/streetcomplete/data/download/strategy/AVariableRadiusStrategy$Companion
2726c6dfa3b1f00e    3 of  14   de/westnordost/streetcomplete/quests/incline_direction/AddStepsIncline
a934a6840987cc70    6 of   6   de/westnordost/streetcomplete/data/OsmApiModuleKt$osmApiModule$1$5
5080fd877ea679ef    1 of   2   androidx/appcompat/R$styleable
f02a60d0cd0177aa    2 of   2   de/westnordost/streetcomplete/data/osm/mapdata/MapDataController$Companion
5fe42f3f0b4e21c7    2 of   2   de/westnordost/streetcomplete/screens/user/achievements/AchievementInfoFragment$Companion
21a87e9f8300e662    5 of  65   de/westnordost/streetcomplete/quests/existence/CheckExistence
5349dec53b29dcf3    2 of   5   de/westnordost/streetcomplete/data/osmnotes/notequests/NoteQuestsHiddenDao$getNewerThan$1
7261fd1a44006923    3 of  23   de/westnordost/streetcomplete/data/osm/osmquests/OsmQuestsHiddenDao
39d389786d8eef45    4 of   4   de/westnordost/streetcomplete/screens/MainActivity$special$$inlined$inject$default$7
c35dcb0fba0dd83a   20 of  24   de/westnordost/streetcomplete/data/messages/MessagesModuleKt$messagesModule$1
5d8fb3be91b40dec    5 of   5   de/westnordost/streetcomplete/data/user/achievements/AchievementsModuleKt$achievementsModule$1$2
425ecf94da508df3    1 of   2   de/westnordost/streetcomplete/screens/user/achievements/AchievementInfoFragment$onViewCreated$2
750cffb90595fd4a    3 of  15   de/westnordost/streetcomplete/quests/drinking_water_type/AddDrinkingWaterType
73c95c3d8907dc98    2 of   5   de/westnordost/streetcomplete/quests/max_height/AddMaxPhysicalHeight$nodeFilter$2
1ff6b6acfb78384e    3 of  14   de/westnordost/streetcomplete/quests/parking_fee/AddParkingFee
7d680e26b47e155c    3 of  20   de/westnordost/streetcomplete/quests/camping/AddCampType
374a53c17117fff2    4 of   4   de/westnordost/streetcomplete/screens/main/map/MapFragment$special$$inlined$inject$default$2
d3bb2a6c641eefa6    2 of   5   de/westnordost/streetcomplete/quests/max_height/AddMaxPhysicalHeight$wayFilter$2
d908cde14d9c031a    3 of   8   de/westnordost/streetcomplete/screens/main/map/tangram/KtMapController$6
961397979ac31936    2 of   2   de/westnordost/streetcomplete/data/upload/UploadModuleKt
1260d763ae269154    8 of  11   de/westnordost/streetcomplete/data/Preloader$preloadCountryBoundaries$2
f3603e244ddb42ed   12 of  26   de/westnordost/streetcomplete/overlays/shops/ShopsOverlay
e1cf75bc333ced3a    6 of   9   de/westnordost/streetcomplete/data/download/DownloadController$downloadServiceConnection$1
2c4bcc1cc82b020b    3 of  21   de/westnordost/streetcomplete/quests/diet_type/AddVegan
db56f2ff63f6a026   11 of  11   de/westnordost/streetcomplete/data/osmnotes/edits/NoteEditsModuleKt$noteEditsModule$1$2
58a3c3541b77d2fd    2 of   2   de/westnordost/streetcomplete/screens/main/map/MapModuleKt
3fca0400ef680edc   13 of 158   de/westnordost/streetcomplete/screens/main/map/tangram/CameraManager
e9df50de54c92749    2 of   2   de/westnordost/streetcomplete/data/user/achievements/DaysActive
0000992db0afc300    2 of   5   de/westnordost/streetcomplete/quests/postbox_collection_times/AddPostboxCollectionTimes$filter$2
b6b7c6f9e8f56a38    6 of   6   de/westnordost/streetcomplete/data/OsmApiModuleKt$osmApiModule$1$3
85c4211e27c93190    2 of   8   de/westnordost/streetcomplete/screens/main/map/EditHistoryPinsManager$editHistoryListener$1
ed9a4642d8245178    6 of   6   de/westnordost/streetcomplete/data/osm/mapdata/MapDataModuleKt$mapDataModule$1$5
c488708fde37f8b4    2 of  46   de/westnordost/streetcomplete/data/osm/mapdata/WayDao
ff4e6291dadd0586  701 of 701   de/westnordost/streetcomplete/view/PresetIconIndexKt
36f0fae0e2dab44d    1 of   3   de/westnordost/streetcomplete/screens/main/map/LocationAwareMapFragment$onAttach$1
845ebfb80264db0a    2 of   2   de/westnordost/streetcomplete/quests/lanes/AddLanes$Companion
f093c8ee307ee289    2 of   4   de/westnordost/streetcomplete/data/quest/QuestAutoSyncer$unsyncedChangesListener$1
8754c61ea79acc5c    3 of  30   de/westnordost/streetcomplete/quests/building_type/AddBuildingType
4f90a8147a880f81    2 of   5   de/westnordost/streetcomplete/quests/traffic_signals_sound/AddTrafficSignalsSound$excludedWaysFilter$2
a977701b3564ce87    6 of   6   de/westnordost/streetcomplete/data/osm/mapdata/MapDataModuleKt$mapDataModule$1$3
3f904dc8500148c1    2 of  30   de/westnordost/streetcomplete/data/osm/edits/upload/ElementEditUploader
6456d0ec57f3d1d0    2 of   5   de/westnordost/streetcomplete/quests/barrier_type/AddBarrierOnRoad$barrierFilter$2
8a066dc14dcbf897    3 of  19   de/westnordost/streetcomplete/quests/air_pump/AddBicyclePump
79862a5d8a7ae33f    4 of  19   de/westnordost/streetcomplete/data/osm/edits/split_way/SplitWayAction$$serializer
069c4f18a2d641cd    1 of   4   de/westnordost/streetcomplete/screens/main/controls/UploadButtonFragment$special$$inlined$inject$default$1
75dce077495fee6b   57 of  84   de/westnordost/streetcomplete/screens/main/map/components/SceneMapComponent
d1c33eea9f6522ed   11 of  11   de/westnordost/streetcomplete/data/quest/QuestModuleKt$questModule$1$2
35062512db99692f    1 of   3   de/westnordost/streetcomplete/data/meta/CountryInfos$defaultCountryInfo$2
ff51218bf9149d6c    5 of   8   de/westnordost/streetcomplete/screens/main/controls/UndoButtonFragment$getMostRecentUndoable$2
307000c34d371727    8 of  52   de/westnordost/streetcomplete/data/upload/Uploader
81d4c3bc761d0ed1    1 of   2   androidx/constraintlayout/widget/R$styleable
a18501fc02f8c824    2 of   4   de/westnordost/streetcomplete/screens/main/controls/AnswersCounterFragment$unsyncedChangesCountListener$1
b9418bb5edb7adeb   50 of  50   de/westnordost/streetcomplete/screens/main/map/TangramIconsSpriteSheet
157c00a8d50e9a70    3 of  27   de/westnordost/streetcomplete/quests/surface/AddSidewalkSurface
90d785f8d6f57177    2 of   2   de/westnordost/streetcomplete/screens/main/map/LocationAwareMapFragment$Companion
558152b08e8a730a    5 of   5   de/westnordost/streetcomplete/data/download/DownloadModuleKt$downloadModule$1$7
0a703783d5784a3f    2 of   2   de/westnordost/streetcomplete/screens/main/map/QuestPinsManager$Companion
7bb73a972ca70732    8 of  87   de/westnordost/streetcomplete/data/osmnotes/edits/NoteEditsDao
a27b8fcd46087906    4 of   4   de/westnordost/streetcomplete/data/osm/edits/split_way/SplitPolylineAtPosition$Companion$1
b0076a00d620969f   33 of  53   de/westnordost/streetcomplete/screens/main/map/components/TracksMapComponent
e1e5ced4b04e05c2    4 of   4   de/westnordost/streetcomplete/screens/MainActivity$special$$inlined$inject$default$4
5cb9cf4af4118522    4 of   4   de/westnordost/streetcomplete/screens/main/controls/AnswersCounterFragment$special$$inlined$inject$default$4
301b5be5e7dcaee3    3 of  14   de/westnordost/streetcomplete/quests/bus_stop_lit/AddBusStopLit
b574a2fbfe2cf361    3 of   3   de/westnordost/streetcomplete/data/osm/edits/create/CreateNodeFromVertexAction$Companion
32670e6a31fcb732    2 of   6   de/westnordost/streetcomplete/data/visiblequests/QuestTypeOrderController$1
5f8bd6349d7a5602   44 of  52   de/westnordost/streetcomplete/data/upload/UploadModuleKt$uploadModule$1
73959f0683681533    3 of   3   de/westnordost/streetcomplete/data/osm/edits/delete/DeletePoiNodeAction$Companion
7b903bb36926f3cd    1 of   2   androidx/recyclerview/R$styleable
b44c33de06dbfb82    3 of  24   de/westnordost/streetcomplete/quests/traffic_signals_button/AddTrafficSignalsButton
f4beef2395ac8cfe    2 of  26   de/westnordost/streetcomplete/quests/oneway_suspects/data/TrafficFlowSegmentsApi$Companion
13ae4676328a5582    4 of   4   de/westnordost/streetcomplete/screens/main/MainFragment$special$$inlined$inject$default$4
081a9e87ad89f9c0    3 of  14   de/westnordost/streetcomplete/quests/religion/AddReligionToWaysideShrine
318cee2385ac18d6    2 of  11   de/westnordost/streetcomplete/data/urlconfig/UrlConfigModuleKt$urlConfigModule$1$1
18f2d21c7c0dec38    4 of  21   de/westnordost/streetcomplete/quests/fire_hydrant_ref/AddFireHydrantRef
4bbbb005dcd955bc    3 of   3   de/westnordost/streetcomplete/data/osm/edits/update_tags/UpdateElementTagsAction$Companion
21b103f22dd2b54d    5 of  78   de/westnordost/streetcomplete/quests/crossing_type/AddCrossingType
3ab782b2f84aba92    5 of  62   de/westnordost/streetcomplete/quests/bollard_type/AddBollardType
dd7c13561aa55650    6 of   6   de/westnordost/streetcomplete/data/meta/MetadataModuleKt$metadataModule$1$2
56d49f9e1ae77172    2 of   7   de/westnordost/streetcomplete/data/edithistory/EditHistoryController$osmNoteQuestHiddenListener$1
650917347c270cfe    4 of  19   de/westnordost/streetcomplete/data/osm/edits/create/RevertCreateNodeAction$$serializer
7ae48ce61dc5c12e    1 of   8   de/westnordost/streetcomplete/util/ktx/DoubleKt
652f6c4a974364cc    8 of  15   de/westnordost/streetcomplete/data/osmnotes/notequests/NotesPreferences
8669ca191a0f1c94    2 of   3   de/westnordost/streetcomplete/screens/main/MainFragment$sheetBackPressedCallback$1
4c5fbb50dccfc12c    6 of   6   de/westnordost/streetcomplete/data/OsmApiModuleKt$osmApiModule$1$8
c54fa1a01e2d002e    6 of   6   de/westnordost/streetcomplete/data/overlays/OverlayModuleKt$overlayModule$1$3
675bb7bcb7763d61    3 of  15   de/westnordost/streetcomplete/quests/surface/AddFootwayPartSurface
e4fa786b7b8705e6    2 of   9   de/westnordost/streetcomplete/screens/main/controls/UndoButtonFragment$editHistoryListener$1
f24212a410f972eb    2 of   2   de/westnordost/streetcomplete/quests/way_lit/AddWayLit$Companion
165f457dd5906c45   12 of 131   de/westnordost/streetcomplete/screens/main/map/StyleableOverlayManager
080345bf43de7498    6 of  10   de/westnordost/streetcomplete/screens/main/controls/AnswersCounterFragment$updateCount$editCount$1
d0d71a97e8a5181e    2 of   2   de/westnordost/streetcomplete/quests/oneway_suspects/data/TrafficFlowSegmentsModuleKt
4861cd8fdbb50ca0    2 of   5   de/westnordost/streetcomplete/quests/barrier_type/AddBarrierOnPath$pathsFilter$2
bb1d3ab61949f21c    4 of  19   de/westnordost/streetcomplete/data/osm/edits/update_tags/UpdateElementTagsAction$$serializer
50190d93717d0608    3 of  32   de/westnordost/streetcomplete/quests/shop_type/SpecifyShopType
c3aa2e85d26d2442    2 of   5   de/westnordost/streetcomplete/ApplicationModuleKt$appModule$1$2
895e2429e979370f    5 of   8   de/westnordost/streetcomplete/screens/main/map/MainMapFragment$onBeforeLoadScene$sceneUpdates$1
9d16211025fae2f9   30 of  30   de/westnordost/streetcomplete/data/osm/edits/ElementEditsDao$json$1
4d8fe7a49f359e19    3 of  15   de/westnordost/streetcomplete/quests/tourism_information/AddInformationToTourism
24513ad05c3a71bc    4 of  20   de/westnordost/streetcomplete/data/osm/edits/create/CreateNodeFromVertexAction$$serializer
05b4ea56f06f9c86    2 of   2   de/westnordost/streetcomplete/screens/main/MainFragment$Companion
ddde3f179849b18d    4 of   4   de/westnordost/streetcomplete/screens/main/controls/AnswersCounterFragment$special$$inlined$inject$default$2
51b2d26ec0f9882b    9 of   9   de/westnordost/streetcomplete/data/messages/MessagesModuleKt$messagesModule$1$1
0347d692a9f34f36    9 of   9   de/westnordost/streetcomplete/Prefs$Theme
8d4e3aa1b1a83d54    8 of  12   de/westnordost/streetcomplete/StreetCompleteApplication$onCreate$2
e3af858ee620ab15    8 of  11   de/westnordost/streetcomplete/screens/main/map/TangramIconsSpriteSheet$sceneUpdates$2
3982325a26cc5e02    2 of   2   de/westnordost/streetcomplete/screens/main/MainModuleKt
759f992b7c42f3ed   39 of  39   de/westnordost/streetcomplete/data/osm/geometry/ElementGeometryModuleKt$elementGeometryModule$1
5d9d17178fc55652    4 of   4   de/westnordost/streetcomplete/screens/MainActivity$special$$inlined$inject$default$10
df40ee202eef4c91    3 of  14   de/westnordost/streetcomplete/quests/wheelchair_access/AddWheelchairAccessPublicTransport
3a81aafdba2fb973    2 of  30   de/westnordost/streetcomplete/screens/MainActivity$uploadProgressListener$1
62bd9db6dcaba082    2 of  18   de/westnordost/streetcomplete/data/osm/edits/EditElementsDao
38063a801ad35373   12 of  34   de/westnordost/streetcomplete/data/user/OAuthStore
0dc16ff1b72d7e3b    1 of   4   de/westnordost/streetcomplete/data/osm/mapdata/MapDataController$cache$2
42509b51899d73b4    6 of  37   de/westnordost/streetcomplete/quests/max_speed/AddMaxSpeed
cf7441d8257308f7    4 of   4   de/westnordost/streetcomplete/screens/main/controls/MessagesButtonFragment$special$$inlined$inject$default$1
164b40de9c13b1ad    1 of   4   de/westnordost/streetcomplete/data/osmnotes/edits/NoteEditsDao$getAllUnsyncedForNotes$1
3e68ffcabeec1463    7 of   7   de/westnordost/streetcomplete/data/osm/geometry/ElementGeometryModuleKt$elementGeometryModule$1$3
b8b2648da98e369c    3 of  14   de/westnordost/streetcomplete/quests/parking_type/AddParkingType
a03758e71a5cf1a3   10 of  18   de/westnordost/streetcomplete/util/FragmentViewBindingPropertyDelegate
f67b7c6d71f480cd   13 of  94   de/westnordost/streetcomplete/util/location/LocationRequestFragment
b106022b6ba5d3bc    6 of   6   de/westnordost/streetcomplete/data/osm/edits/ElementEditsModuleKt$elementEditsModule$1$4
f256e5f836b69a2e    4 of   4   de/westnordost/streetcomplete/screens/main/map/MapFragment$special$$inlined$inject$default$3
a9cad22c15265dfe    2 of   8   de/westnordost/streetcomplete/screens/main/map/tangram/TouchGestureManager$setShoveResponder$1
ca9ae2c222b539d2    4 of  16   de/westnordost/streetcomplete/data/quest/NoCountriesExcept
0656b9b75988cd56    5 of  16   de/westnordost/streetcomplete/quests/surface/AddPitchSurface
a39a1f15eac20d0d    6 of  69   de/westnordost/streetcomplete/quests/traffic_signals_vibrate/AddTrafficSignalsVibration
388e3d7de1adb71d    5 of  77   de/westnordost/streetcomplete/quests/opening_hours_signed/CheckOpeningHoursSigned
751564adbde6ff19    2 of   2   de/westnordost/streetcomplete/screens/main/controls/AnswersCounterFragment$Companion
b750864461efc3b3    6 of 119   de/westnordost/streetcomplete/data/osmnotes/edits/NoteEditsUploader
d371426a104efa1c   13 of  75   de/westnordost/streetcomplete/util/ktx/ContextKt
d58b88c5522b142c    2 of   5   de/westnordost/streetcomplete/data/osm/osmquests/OsmQuestsHiddenDao$getNewerThan$1
2de6d064ea1974d1   20 of  47   de/westnordost/streetcomplete/util/location/FineLocationManager
8faca8e67d68a169    5 of  44   de/westnordost/streetcomplete/data/meta/CountryInfos
025712900c303fbc    2 of   5   de/westnordost/streetcomplete/quests/leaf_detail/AddForestLeafType$wayFilter$2
125df193fc71ccf2    2 of   2   de/westnordost/streetcomplete/data/meta/CountryInfos$Companion
44cb90f123f73480    2 of   5   de/westnordost/streetcomplete/quests/leaf_detail/AddForestLeafType$areaFilter$2
5ddf5a8fa8778475    2 of   2   de/westnordost/streetcomplete/screens/main/map/MapFragment$initMap$1
80ff7f428d9ab17f    2 of   2   de/westnordost/streetcomplete/data/overlays/OverlayModuleKt
4b53c6049922072f    5 of   5   de/westnordost/streetcomplete/data/visiblequests/QuestPresetsModuleKt$questPresetsModule$1$6
5b9944ca09484547    3 of  21   de/westnordost/streetcomplete/quests/orchard_produce/AddOrchardProduce
5e863ee8cfab14a4   35 of  41   de/westnordost/streetcomplete/data/osmnotes/notequests/OsmNoteQuestModuleKt$osmNoteQuestModule$1
1c338e4698ca59da   47 of  69   de/westnordost/streetcomplete/screens/main/controls/LocationStateButton
06373b659a8f2cb1    2 of   5   de/westnordost/streetcomplete/data/visiblequests/QuestTypeOrderDao$getAll$1
e9458a7f0a437214    1 of   2   androidx/preference/R$styleable
8eb2f7e7239721ac    2 of  50   de/westnordost/streetcomplete/data/osm/osmquests/OsmQuestDao
6ea227ccbef9fce7    4 of   4   de/westnordost/streetcomplete/screens/main/map/MainMapFragment$special$$inlined$inject$default$2
8cb8b5f9c4682658    8 of  12   de/westnordost/streetcomplete/screens/main/map/MapFragment$onViewCreated$4
ec7beda370105abb    7 of  12   de/westnordost/streetcomplete/screens/main/map/DownloadedAreaManager$update$1
d73c195309486450    2 of   2   de/westnordost/streetcomplete/data/messages/MessagesModuleKt
591575b59fbcf064    2 of   5   de/westnordost/streetcomplete/ApplicationModuleKt$appModule$1$5
75e4bc7d21979b76    2 of   6   de/westnordost/streetcomplete/screens/main/controls/UndoButtonFragment$uploadProgressListener$1
50dcfa3be03619af    8 of   8   de/westnordost/streetcomplete/data/meta/MetadataModuleKt$metadataModule$1$3
17ad3125bc91e167    2 of  41   de/westnordost/streetcomplete/data/osmnotes/edits/NotesWithEditsSource$noteEditsListener$1
4708d99202109ff5    6 of   6   de/westnordost/streetcomplete/data/visiblequests/QuestPresetsModuleKt$questPresetsModule$1$3
c60d6daa86b04e91    3 of  17   de/westnordost/streetcomplete/quests/grit_bin_seasonal/AddGritBinSeasonal
24f399dbb06e3ecd    5 of   8   de/westnordost/streetcomplete/screens/settings/ResurveyIntervalsUpdater$WhenMappings
b32f48b302642a73    2 of   3   de/westnordost/streetcomplete/screens/measure/ArSupportChecker
1da657bc3156e8c1   17 of  39   de/westnordost/streetcomplete/data/download/DownloadController
b99a7060cc1ca66b    3 of  16   de/westnordost/streetcomplete/quests/baby_changing_table/AddBabyChangingTable
4e443bb82b93cdff   65 of  75   de/westnordost/streetcomplete/data/download/DownloadModuleKt$downloadModule$1
464a1209630f94dc    2 of  14   de/westnordost/streetcomplete/screens/MainActivity$downloadProgressListener$1
234f86acf4a01ad3    3 of  17   de/westnordost/streetcomplete/quests/bike_parking_cover/AddBikeParkingCover
39be342ef5f2b3f6   25 of  63   de/westnordost/streetcomplete/data/messages/MessagesSource
73b9fd9ec77e42cc    2 of   2   de/westnordost/streetcomplete/screens/settings/SettingsModuleKt
55ac59c2acb62b4e    2 of   2   de/westnordost/streetcomplete/data/user/UserModuleKt
bebb3b2e2f27b929    7 of   7   de/westnordost/streetcomplete/data/osm/geometry/ElementGeometryModuleKt$elementGeometryModule$1$4
79e9a31088eb018f    8 of   8   de/westnordost/streetcomplete/data/osm/edits/ElementEditsModuleKt$elementEditsModule$1$3
614a65044f3ca0d2    2 of   5   de/westnordost/streetcomplete/quests/max_height/AddMaxHeight$roadsWithoutMaxHeightFilter$2
edcfb3513f8bbabd    2 of  58   de/westnordost/streetcomplete/data/osm/mapdata/NodeDao
cc992cfe3bad3062    4 of   4   de/westnordost/streetcomplete/screens/main/map/MainMapFragment$special$$inlined$inject$default$8
2ea5d1eb40e26406    4 of   4   de/westnordost/streetcomplete/screens/main/MainFragment$special$$inlined$inject$default$2
e2acfceb70ffc515    2 of   2   de/westnordost/streetcomplete/screens/main/map/components/TracksMapComponent$Companion
a57f6a4e3f0c7b89    6 of  19   de/westnordost/streetcomplete/databinding/FragmentMapBinding
a4af0cb9b593263d    3 of  19   de/westnordost/streetcomplete/quests/board_type/AddBoardType
c79ea264ab305570    4 of 180   de/westnordost/streetcomplete/quests/address/AddHousenumber
b03e4d760cd08222    2 of   2   de/westnordost/streetcomplete/screens/main/PointerPinView$Companion
d4233b3fdfad0b0a   43 of  51   de/westnordost/streetcomplete/data/osmnotes/edits/NoteEditsModuleKt$noteEditsModule$1
d70ec0f9294cdd07    5 of   5   de/westnordost/streetcomplete/data/visiblequests/QuestPresetsModuleKt$questPresetsModule$1$4
7318ee438cba225f    2 of   4   de/westnordost/streetcomplete/data/osmnotes/notequests/OsmNoteQuestController$userLoginStatusListener$1
d52cf35b020fb7bc    5 of  28   de/westnordost/streetcomplete/data/download/tiles/DownloadedTilesController
e0ff84619f4d5015    1 of   3   de/westnordost/streetcomplete/data/upload/Uploader$bannedInfo$2
4734c320441ad3c9   26 of  28   de/westnordost/streetcomplete/quests/QuestsModuleKt$questsModule$1
2126c80e3bb4e95b    2 of   2   de/westnordost/streetcomplete/screens/main/controls/AnswersCounterFragment$updateCount$1
a6167b55e0fffe76    2 of   6   de/westnordost/streetcomplete/data/download/DownloadService$Interface
0cb911c8b8a42e1e   12 of  14   de/westnordost/streetcomplete/screens/main/MainModuleKt$mainModule$1
2100999fc40ecf5a    1 of   4   de/westnordost/streetcomplete/screens/main/MainFragment$special$$inlined$inject$default$6
0f9fad5ce5dfbcd2    3 of  20   de/westnordost/streetcomplete/quests/oneway_suspects/data/TrafficFlowSegmentsApi
1b06d0680b1993b9    4 of  23   de/westnordost/streetcomplete/quests/building_levels/AddBuildingLevels
d82869925380e9f5    3 of  22   de/westnordost/streetcomplete/quests/self_service/AddSelfServiceLaundry
c604ad329c7dfc84    4 of   4   de/westnordost/streetcomplete/data/osm/mapdata/Element$Companion
8f6d7cafb381b393    4 of  91   de/westnordost/streetcomplete/quests/sidewalk/AddSidewalk
789d7884b4cd0702    7 of   7   de/westnordost/streetcomplete/data/messages/MessagesModuleKt$messagesModule$1$2
e17ce2d5f25b522b    2 of   9   de/westnordost/streetcomplete/data/OsmApiModuleKt$osmApiModule$1$1
7cbd4c3febe170b9    5 of   5   de/westnordost/streetcomplete/data/user/achievements/AchievementsModuleKt$achievementsModule$1$6
0e3a956b5f286fa5    5 of   5   de/westnordost/streetcomplete/screens/main/map/MapFragment$createHttpHandler$1
b13668e1c9bee3b6    8 of  17   de/westnordost/streetcomplete/databinding/ViewAchievementIconBinding
ed4a7b7cfe3f93ea    6 of  31   de/westnordost/streetcomplete/screens/main/map/components/FocusGeometryMapComponent
8fcd728498c0de6d    2 of   4   de/westnordost/streetcomplete/data/download/strategy/WifiAutoDownloadStrategy
993bdf04965ab380   16 of  16   de/westnordost/streetcomplete/data/quest/QuestModuleKt$questModule$1$1
21b7b7bfdc9c217c    4 of  16   de/westnordost/streetcomplete/screens/main/map/components/SelectedPinsMapComponent
4b9b82fdc0aba227    8 of   8   de/westnordost/streetcomplete/data/osmnotes/edits/NoteEditsModuleKt$noteEditsModule$1$5
a67b2a5937f85030    2 of   5   de/westnordost/streetcomplete/quests/summit/AddSummitRegister$filter$2
1abfd1890ea81674    2 of   2   de/westnordost/streetcomplete/screens/main/map/components/PinsMapComponent$Companion
453e8e9edb3f2b73    2 of   2   de/westnordost/streetcomplete/screens/main/controls/UndoButtonFragment$updateUndoButtonVisibility$1
b59e9ffee9afe821   87 of 276   de/westnordost/streetcomplete/screens/main/map/MapFragment
8cea4646aa6b3b28    5 of   5   de/westnordost/streetcomplete/data/upload/UploadModuleKt$uploadModule$1$4
c096f0445bbd3880    1 of  17   de/westnordost/streetcomplete/data/osm/mapdata/MapDataController$cache$1
860a7fed7230a025    2 of   4   de/westnordost/streetcomplete/util/location/LocationAvailabilityReceiver$locationAvailabilityReceiver$1
1f257cfdc603862c    2 of   6   de/westnordost/streetcomplete/quests/QuestsModuleKt$questsModule$1$1
2fe0cc7b385ad036    1 of   4   de/westnordost/streetcomplete/data/osmnotes/edits/NoteEditsDao$getAll$1
759c3c767f089d1a    5 of  26   de/westnordost/streetcomplete/overlays/cycleway/CyclewayOverlay
89a7b2ff600a88aa    5 of  14   de/westnordost/streetcomplete/data/visiblequests/QuestTypeOrderDao
79dd900407888daf    2 of   2   de/westnordost/streetcomplete/screens/main/map/Compass$Companion
0d9154bbb665b34d    4 of  46   de/westnordost/streetcomplete/quests/shop_type/CheckShopType
041a95a1bce9a155   56 of  87   de/westnordost/streetcomplete/screens/main/controls/AnswersCounterFragment
95bd633df9754bfc    4 of   4   de/westnordost/streetcomplete/StreetCompleteApplication$special$$inlined$inject$default$2
87375b3e0cc974c9    2 of 110   de/westnordost/streetcomplete/data/osm/edits/split_way/SplitWayAction
