[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/CPU-Info-_android6.6.2-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
01c2cd9739628455    1 of  90   androidx/compose/ui/focus/FocusEventModifierNodeKt
132a93ae3e19cff9    3 of   3   androidx/compose/ui/text/input/ImeOptions$Companion
a5a1bcd1c95f4146   16 of  76   androidx/compose/animation/AnimatedEnterExitMeasurePolicy
8defb8e0b432f057    8 of  22   kotlin/collections/CollectionsKt__ReversedViewsKt
c110dbe58abec127    2 of   7   androidx/compose/foundation/pager/PagerStateKt$EmptyLayoutInfo$1
15034380963431d9   17 of  56   org/koin/core/registry/ScopeRegistry
bcf4056c094141a9    1 of   3   androidx/compose/ui/input/nestedscroll/NestedScrollNode$updateDispatcherFields$1
fa0cf3511dcda5e3    7 of  53   androidx/compose/foundation/lazy/layout/LazyLayoutPrefetchState
b5b25aab3c28e245    3 of   4   kotlinx/coroutines/flow/DistinctFlowImpl
6006dd3e388494ca    2 of   7   kotlinx/coroutines/Unconfined
d393c69d21d9c5a0  132 of 382   kotlinx/coroutines/CancellableContinuationImpl
48ec2ed6ec253b66    6 of  10   androidx/lifecycle/compose/LifecycleEffectKt$WhenMappings
e8075ccf96d2f360    3 of  16   androidx/compose/runtime/Applier
ce6b4526917cab4b    3 of   3   androidx/compose/animation/CrossfadeKt$Crossfade$7
486ec86c8b83dafc  129 of 202   androidx/compose/runtime/changelist/ComposerChangeListWriter
7b487efe16d2021b    5 of  99   androidx/compose/ui/graphics/ColorSpaceVerificationHelper
9b164c3b81c86765    1 of  12   androidx/compose/ui/node/SemanticsModifierNodeKt
6b44ab40f2862303   20 of  23   org/jetbrains/compose/resources/ResourceEnvironmentKt$DefaultComposeEnvironment$1
aff45d334c126f56    1 of   3   kotlinx/coroutines/flow/StartedEagerly
d539d355610f76e4    2 of   2   androidx/concurrent/futures/AbstractResolvableFuture$AtomicHelper
b608fdaaeac690ee    1 of   7   androidx/compose/animation/core/VectorizedDurationBasedAnimationSpec
9e063d348623d49d    2 of   5   androidx/compose/foundation/text/contextmenu/modifier/AddTextContextMenuDataComponentsNode
8bbc20c2f9b52346    9 of  16   androidx/lifecycle/DefaultLifecycleObserverAdapter$WhenMappings
5a0f522c72d94b77   13 of  68   androidx/compose/animation/EnterExitTransitionElement
782fa8f44b36aa60  122 of 247   androidx/compose/ui/platform/GraphicsLayerOwnerLayer
99679f80aee85981   24 of  53   androidx/compose/ui/unit/Dp
1a7ef44460f7ff43    8 of  90   androidx/compose/foundation/gestures/snapping/SnapFlingBehavior
d27ec62980f1253f   12 of  25   androidx/compose/material3/tokens/SmallIconButtonTokens
c77d0cc2a1d8fbfd    4 of  35   com/kgurgul/cpuinfo/data/local/model/UserPreferences
0f3a43373e0fc39e    2 of   4   androidx/compose/animation/EnterExitTransitionKt$TransformOriginVectorConverter$1
080b264250f7af23    2 of   8   kotlin/collections/AbstractMutableMap
0e54ca2e7b5c8eb9    2 of  18   androidx/compose/ui/platform/AndroidViewConfiguration
067334ef751f9621   13 of  63   org/koin/core/module/ModuleKt
d4b760ab08ce8d70    1 of   3   kotlinx/coroutines/flow/StartedLazily
939412c13069609a    8 of  14   androidx/emoji2/text/EmojiCompat$ListenerDispatcher
209528aa821b9b8b    2 of   5   androidx/compose/foundation/text/selection/SelectionContainerKt$SelectionContainer$lambda$10$0$$inlined$onDispose$1
a18190075a2f3a18   22 of  45   androidx/compose/ui/graphics/drawscope/CanvasDrawScope$DrawParams
998dea6a6239e06b   41 of 1488   androidx/compose/ui/node/DelegatableNodeKt
3b76bd7f4c3f7b8e    2 of   2   com/kgurgul/cpuinfo/data/local/model/UserPreferences$Companion
09438a179f016dec    8 of  24   androidx/compose/ui/graphics/ClipOp
896f47e347013836    6 of  11   kotlin/time/MonotonicTimeSource
06d9784b7f595076   14 of 472   androidx/collection/ObjectFloatMap
b18b0636ae886888    2 of   2   co/touchlab/kermit/BaseLoggerKt
9a402fc3500d5430   12 of 183   kotlinx/coroutines/sync/SemaphoreAndMutexImpl
a9ffe937d0ae21a6    2 of   4   androidx/compose/runtime/MonotonicFrameClock
c75a669c4628762e    6 of  26   androidx/compose/foundation/layout/UnspecifiedConstraintsElement
6e775e3467c42645    4 of   4   androidx/compose/foundation/lazy/layout/StickyItemsPlacement$Companion
29da04db2c7610b4    2 of   4   androidx/compose/ui/node/ComposeUiNode$Companion$SetDensity$1
cb54cac39b4c0b1d    1 of   2   com/kgurgul/cpuinfo/features/HostViewModel$special$$inlined$map$1$2$1
e65e79a0f79459a0   15 of  26   kotlin/sequences/FilteringSequence$iterator$1
4fa36d4f214db26a    4 of  22   androidx/navigation/NavBackStackEntryState
5edab5c031ae8b78    1 of   5   com/kgurgul/cpuinfo/di/ViewModelModuleKt$viewModelModule$lambda$0$$inlined$viewModelOf$default$10
ab5847472d407090   84 of 190   androidx/compose/animation/core/Transition$TransitionAnimationState
df971add4e637af9    9 of  90   androidx/lifecycle/Lifecycling
6291d75e509ed481   17 of  28   androidx/compose/runtime/SnapshotStateKt
03a37df3fa09358a    5 of  23   androidx/compose/ui/text/platform/URLSpanCache
7593e7c2c2d40150    3 of   3   androidx/compose/ui/ModifierNodeDetachedCancellationException
bfc3416d927b5d03   20 of  44   androidx/lifecycle/ProcessLifecycleOwner
b301aac85783bf9c    7 of  23   androidx/collection/internal/LruHashMap
7dab130b8a78d503   46 of 2080   androidx/compose/ui/platform/AndroidComposeViewAccessibilityDelegateCompat
4a02a745dcb1602a    1 of   1   androidx/lifecycle/LifecycleRegistry_androidKt
eba98c86043652c5    2 of   8   kotlin/coroutines/jvm/internal/RestrictedSuspendLambda
301b1f8a760f2843  984 of 1757   androidx/compose/runtime/ComposerImpl
7444cfee935bb92f    2 of  27   androidx/compose/foundation/gestures/ScrollableNestedScrollConnection
fedbe1f3ac8e2246    1 of   5   kotlinx/coroutines/internal/Symbol
67d0fc5de38709ea   26 of  65   androidx/compose/runtime/snapshots/SnapshotDoubleIndexHeap
3a9fff5d1b856fa7    4 of   8   androidx/compose/ui/Modifier$Companion
319eb7ed89d9be4a    3 of   5   androidx/compose/ui/FrameRateCategory$Companion
7eca230ac89cc4bd    2 of   2   androidx/compose/ui/draganddrop/DragAndDropNode$Companion
815f6e0c2e2f909d    3 of   3   androidx/compose/ui/text/TextRange$Companion
b264b6254fb91a1b    2 of  39   androidx/activity/ComponentActivity$activityResultRegistry$1
a2adfe6e0f8722a1    1 of   5   androidx/compose/runtime/ParcelableSnapshotMutableIntState$Companion$CREATOR$1
4a581677b9a35464   22 of  59   androidx/compose/ui/unit/fontscaling/FontScaleConverterFactory
c27088ac2bdf70ea    2 of   5   androidx/compose/ui/platform/ViewLayer$Companion$getMatrix$1
9682a8a6ead8c516   26 of 103   androidx/compose/runtime/saveable/SaveableStateRegistryImpl
4832a7cc2a505441    9 of 182   kotlinx/coroutines/flow/FlowKt__ReduceKt
58950b8cc42866cd   12 of 199   androidx/compose/foundation/gestures/ContentInViewNode
61ca588b1b7f503c    9 of  10   androidx/compose/material3/ComposableSingletons$ScaffoldKt
873a7d840fdee763    7 of  20   androidx/compose/foundation/layout/InsetsPaddingValues
148f78275b0125ad   24 of  47   androidx/compose/material3/TabIndicatorOffsetNode
15d6e7c3ecb9aca9   14 of  99   kotlinx/coroutines/JobKt__JobKt
f11995ba7bdf8d75    2 of   2   androidx/compose/foundation/layout/WindowInsets$Companion
fe5aea2d44d2e2af    1 of   2   androidx/compose/ui/input/key/KeyInputModifierKt
3d90534aee3a92eb    3 of   3   kotlinx/coroutines/flow/internal/NullSurrogateKt
2145464f06511356   11 of  18   kotlinx/coroutines/flow/DistinctFlowImpl$collect$2
6d61a5550b98f1a2    2 of   2   kotlin/SafePublicationLazyImpl$Companion
8f4d138714e45a20    4 of 495   co/touchlab/kermit/Logger
0ff267544592ff27    1 of   6   com/kgurgul/cpuinfo/domain/DomainModuleKt$domainModule$lambda$0$$inlined$factoryOf$default$10
7528f91035994bb6    2 of   5   androidx/compose/foundation/pager/PagerState$_scrollIndicatorState$1
913611d6acac5e54    2 of   4   androidx/activity/EdgeToEdge$enableEdgeToEdge$1$2
2b61cbfb36078487    4 of   4   com/kgurgul/cpuinfo/HostActivity$special$$inlined$inject$default$1
ede016dbbe8eb7a9    7 of  11   androidx/datastore/core/StorageConnectionKt$readData$2
0d625fd03b0bfba4   11 of  56   androidx/collection/ScatterMapKt
d6066d4912521b02    2 of   2   androidx/compose/runtime/ForgottenCoroutineScopeException
ccfe02ed4ef432c7    4 of  43   androidx/core/view/WindowInsetsCompat$Builder
0ef19bf50ad7cdf2  117 of 149   com/kgurgul/cpuinfo/ui/theme/ThemeKt
ca72b658dabc14b0  269 of 450   androidx/compose/runtime/snapshots/SnapshotKt
519a6dfca57e8b3f    3 of   3   kotlinx/coroutines/GlobalScope
35517b96ea71b69c    3 of   4   androidx/compose/ui/layout/AlignmentLine
f80da245321dba79    1 of   7   androidx/activity/compose/ComposePredictiveBackHandler$currentOnBack$1
321f8cb8c951c5db    1 of   2   kotlinx/coroutines/flow/FlowKt__LimitKt$takeWhile$$inlined$unsafeFlow$1$1
45fab3b5627cc603   48 of 169   androidx/emoji2/text/EmojiCompat
c3d7ad2b69cfb506    8 of  11   androidx/compose/material3/TabRowKt$ScrollableTabRowImpl$1$scope$1$1
2176e3e58cb79c1c    8 of  27   androidx/compose/ui/graphics/StrokeJoin
8ba42f72080edee2  209 of 658   androidx/compose/animation/AnimatedVisibilityKt
f89f6f2ca3e4c668    2 of   3   kotlinx/coroutines/flow/internal/ChildCancelledException
bdf0199154eb82ca   16 of 209   kotlin/jvm/internal/TypeIntrinsics
9face2ed391dd61c    8 of  12   androidx/datastore/core/DataStoreImpl$data$1$1
0ff7c2138a6db5cd    1 of  14   kotlin/collections/ArraysKt__ArraysJVMKt
0dff024a10f2cd0a    7 of  12   androidx/compose/ui/node/MeasureScopeWithLayoutNodeKt$WhenMappings
74d54c4f932759ec    4 of   8   androidx/compose/ui/layout/ValueInsets_androidKt
19d147aeff2cb302    8 of   8   androidx/compose/animation/AnimatedEnterExitMeasurePolicy$measure$1
fd3990d8e7c67873    2 of  11   androidx/compose/material3/adaptive/navigationsuite/ComposableSingletons$NavigationSuiteScaffoldKt$lambda$568924554$1
6dae27bf8e0c964b    1 of   2   androidx/core/content/pm/ShortcutInfoCompatSaver
ef9cafba78910ad0   38 of 159   androidx/compose/ui/graphics/OutlineKt
dc6a5745f3e00abe    8 of  10   androidx/compose/ui/graphics/colorspace/Adaptation
ad78ba3678781d4f    4 of   5   kotlinx/coroutines/ChildHandleNode
e2857e3305230be9    8 of  28   org/koin/viewmodel/factory/AndroidParametersHolder
3830fe877d1569dd   56 of 846   androidx/compose/material3/TabRowKt
03fcd6c6c4f6c34c    1 of   3   androidx/core/view/SoftwareKeyboardControllerCompat$Impl
491bd560d56c3b95    2 of  37   kotlin/jvm/internal/AdaptedFunctionReference
6871d691c16a2d0f   12 of  19   androidx/compose/foundation/pager/DefaultPagerState
87ef8accb559aafd    2 of   4   androidx/compose/ui/node/ComposeUiNode$Companion$SetViewConfiguration$1
e97a1699c88ee5e6    4 of   5   co/touchlab/kermit/PlatformLogWriterKt
d402c9fc6e00e16d    5 of   7   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableMap/TrieNode$ModificationResult
85cf553315c3d7ab    9 of  19   androidx/lifecycle/compose/FlowExtKt$collectAsStateWithLifecycle$1$1$1
898790d797865c40   11 of  20   androidx/compose/animation/core/VectorizedSpringSpec
e96fd5c245bceb8e   86 of 140   androidx/lifecycle/LifecycleRegistry
2f724ea9628a71ce   10 of  43   kotlin/collections/CollectionsKt__CollectionsJVMKt
a6701e3e1245f894   14 of  14   androidx/compose/ui/graphics/drawscope/CanvasDrawScope$drawContext$1
40d829107d3a6650    3 of  82   androidx/compose/runtime/snapshots/SnapshotWeakSet
92a0e02f3f2edf06  188 of 980   androidx/compose/animation/core/TransitionKt
91b923fb494469aa    8 of  12   com/kgurgul/cpuinfo/HostActivity$onCreate$1$1
05ca8b512f17d320   24 of  29   androidx/compose/ui/layout/WindowInsetsRulers$Companion
8b8801a571e3c962    5 of   8   androidx/window/core/VerificationMode
ddd5cb501601722a    5 of   7   androidx/compose/ui/graphics/AndroidCanvas_androidKt
9005032d4993c815    4 of   7   androidx/compose/animation/core/AnimationEndReason
be36d96fb146a4af    7 of  30   androidx/compose/ui/graphics/vector/PathNode$RelativeReflectiveCurveTo
5e463c46cd69ddd8    2 of   2   androidx/datastore/core/InterProcessCoordinatorKt
3df7af1ccb7cab25    2 of   2   androidx/compose/runtime/internal/SnapshotThreadLocalKt
9fc10f7953deb1d3    8 of  19   androidx/compose/ui/text/style/TextAlign$Companion
655a9efa7759fe4f    2 of   3   androidx/compose/ui/platform/WindowRecomposer_androidKt$getAnimationScaleFlowFor$1$1$contentObserver$1
1f490d6eec7becea    9 of  12   androidx/compose/material3/adaptive/navigationsuite/NavigationSuiteScaffoldKt$NavigationSuiteScaffold$1
b33c08439a4c5384   19 of  53   kotlinx/serialization/descriptors/SerialDescriptorImpl
2f432ee59550664f    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalAutofill$1
7836d5fe74910be3    4 of   6   androidx/compose/runtime/DisposableEffectImpl
165b28f870703c6d    6 of 113   androidx/compose/ui/modifier/ModifierLocalManager
a610727088180eb8    8 of  12   org/jetbrains/compose/resources/ResourceState_blockingKt$rememberResourceState$3$1
4348676cc4b09255   14 of  14   androidx/compose/animation/core/AnimationVectorsKt
966fc3430e5689b9    3 of  13   androidx/compose/runtime/MonotonicFrameClockKt
42fe3659ff1c997f    1 of   4   com/kgurgul/cpuinfo/data/DataModuleKt$dataModule$lambda$0$$inlined$factoryOf$default$10
98c2fe161c1b080b    6 of  11   androidx/compose/ui/node/ComposeUiNode$Companion$ApplyOnDeactivatedNodeAssertion$1
57443e742109bafd   10 of  22   androidx/compose/ui/graphics/layer/CompositingStrategy
b2e207d8bb9abc65    2 of   2   kotlin/ULong$Companion
0d195d49b75235c7    5 of   7   androidx/navigation/compose/NavHostControllerKt__NavHostControllerKt
88860120b69b6dfb    8 of 416   androidx/collection/IntSet
5184a4960d786abe    3 of  30   kotlin/collections/AbstractList
22fa18b765c16d58    1 of 163   androidx/window/layout/adapter/sidecar/SidecarCompat
a5dd2bcaf00ccccc  138 of 138   com/kgurgul/cpuinfo/di/ViewModelModuleKt
5ad6028166c1ec4e    4 of   4   androidx/compose/ui/layout/ComposableSingletons$SubcomposeLayoutKt
804424c398ae4ef0   15 of  24   kotlin/sequences/GeneratorSequence$iterator$1
fd00a8205dca9a31    6 of   6   com/kgurgul/cpuinfo/appinitializers/NativeToolsInitializer
5cc8f66095e36d96    1 of  30   androidx/compose/foundation/pager/PagerWrapperFlingBehavior
cf8bd53520eca88d   25 of  98   kotlinx/coroutines/sync/MutexImpl
6906f232cc0d65e6    3 of   9   androidx/compose/ui/input/pointer/PointerEventType$Companion
4174e6c84bb35eed    1 of   3   androidx/compose/ui/graphics/colorspace/Rgb$oetf$1
8ffec7d9f253e891    2 of   2   androidx/compose/ui/node/LayoutModifierNode$maxIntrinsicHeight$1
3d00d608f71c6ef3    8 of  11   androidx/lifecycle/LifecycleRegistry$ObserverWithState
7c4e8aa60e210a23    1 of   1   androidx/compose/ui/semantics/SemanticsConfigurationKt
62a032c057c2154c    2 of   5   androidx/lifecycle/ProcessLifecycleOwner$initializationListener$1
e7752faf6d9897ad   53 of 478   androidx/compose/ui/node/TraversableNodeKt
4d816ddc4ae4d840    4 of   6   androidx/compose/ui/text/TextStyleKt$WhenMappings
81fe1e8442106f95    5 of   8   androidx/compose/ui/layout/WindowInsetsRulersImpl
c498c2365cba48eb    6 of  10   androidx/compose/ui/node/DepthSortedSetsForDifferentPasses$WhenMappings
b2797edd5e972131   48 of  71   kotlinx/coroutines/channels/BufferedChannelKt
7d4111f4a0c1df77    5 of   5   androidx/compose/ui/text/style/LineHeightStyle$Mode$Companion
1f30cd71dc38bd7a    1 of   4   androidx/compose/foundation/text/contextmenu/modifier/TextContextMenuGesturesModifierKt
6af3f22df7f0dc2a    3 of   3   kotlinx/coroutines/flow/SafeFlow
69cca27d2a60b2d7    6 of  22   androidx/compose/ui/graphics/colorspace/Connector$Companion
bc3447afd4691cf4   63 of 166   androidx/compose/runtime/Pending
3906f5b886f67941    2 of   6   kotlin/enums/EnumEntriesKt
829aa4f0268253f8   39 of  62   kotlinx/coroutines/DispatchedTask
69cd96d2450d6902    1 of  25   androidx/compose/material3/internal/MappedInteractionSource$special$$inlined$map$1$2
0a828996e9bd99bb    1 of   7   androidx/compose/ui/layout/ContentScale$Companion$FillWidth$1
8f9b37ff2bdb80ab    3 of   9   kotlinx/coroutines/CancelledContinuation
bf7d6025d4533813   13 of  33   org/koin/mp/KoinPlatformTools
9678457b5cfd7ce6   39 of  88   androidx/lifecycle/internal/SavedStateHandleImpl
44476a7261ddbcf1    6 of  17   androidx/compose/runtime/DynamicValueHolder
ab234f44bc8e0bf7    2 of   4   androidx/compose/ui/unit/DpOffset$Companion
3dcbf17ee86fb7c4    2 of  48   androidx/collection/ObjectFloatMapKt
9f1ca8b1a0fe244d    4 of  31   androidx/compose/ui/geometry/OffsetKt
758657c11d972cf2    1 of   4   androidx/core/view/accessibility/AccessibilityNodeProviderCompat$AccessibilityNodeProviderApi26
4919dd1cc617a13f    5 of   9   androidx/compose/ui/platform/DerivedSize$Companion
e946989c279d8569    7 of  11   androidx/compose/ui/node/MeasurePassDelegate$WhenMappings
42ffac0502e7ff2d    5 of   7   androidx/core/view/WindowCompat$Api30Impl
a5e1310359b97e6b    4 of  75   kotlinx/serialization/encoding/AbstractEncoder
00551fdacb88a733    4 of   4   androidx/compose/animation/AnimatedContentKt$AnimatedContent$6$1$5$1$1
3311d2893458a6f5    3 of   3   androidx/compose/ui/platform/AndroidComposeView$contentCaptureManager$1
8bafb2984f6fc56e    2 of  35   androidx/compose/ui/input/pointer/PointerInputChangeEventProducer
456fa59c5fa96c1b    3 of   3   androidx/compose/foundation/text/modifiers/SelectionControllerKt
216a537bcc5a0d08    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalFocusManager$1
e302522315d637b4   14 of 213   androidx/compose/runtime/ComposablesKt
289ff64427010a9e   19 of  31   androidx/compose/animation/core/SpringSpec
d286b9a67e8de6e1    2 of   4   androidx/compose/ui/semantics/SemanticsProperties$ContentType$1
d740fe276fd795fe    8 of 315   androidx/compose/ui/window/AndroidPopup_androidKt
cb3607a00e17f1ce    4 of  10   androidx/customview/poolingcontainer/PoolingContainerListenerHolder
d4b527e8af00cf12    1 of   1   androidx/compose/ui/focus/FocusChangedModifierKt
63724b760f68943d   60 of  86   androidx/startup/AppInitializer
7cb97189d2e86c8b    4 of   6   androidx/compose/material3/internal/SystemBarsDefaultInsets_androidKt
0d51995f92687533    2 of   2   com/kgurgul/cpuinfo/domain/observable/CpuDataObservable$Companion
b9d7b4dad89ba6ca  125 of 214   androidx/compose/runtime/changelist/ChangeList
3c98c20358687593   16 of  71   androidx/compose/foundation/layout/RowColumnImplKt
9349c3d4583a9bc2    1 of  12   androidx/compose/foundation/gestures/ScrollableNode$setScrollSemanticsActions$2
1f38be3e931e817d   10 of  19   androidx/compose/material3/pulltorefresh/PullToRefreshModifierNode$update$1
ae3f729bdf0510c7   13 of  92   kotlin/io/ByteStreamsKt
62724709f64de051  149 of 245   androidx/compose/runtime/SlotReader
b28c189e6a9953ec    3 of   4   androidx/compose/ui/text/intl/AndroidPlatformLocale_androidKt
18e07ea2f183c4a9    2 of  15   androidx/compose/ui/unit/fontscaling/FontScaleConverterTable$Companion
b2229a40f7d36cd8   28 of 123   androidx/compose/ui/graphics/AndroidPath
65bf2a6cef5e13e1    3 of   3   kotlin/sequences/SequencesKt__SequencesKt$asSequence$$inlined$Sequence$1
85627504de309d3a    1 of   2   com/kgurgul/cpuinfo/features/information/cpu/CpuInfoViewModel$special$$inlined$map$1$2$1
868d3f4829276393    5 of 155   kotlinx/serialization/SerializersKt__SerializersKt
140925c3fd079fb9   10 of  56   kotlinx/coroutines/flow/FlowKt__ErrorsKt
9c87ed2652a4b078   50 of  98   androidx/compose/material3/ColorSchemeKt$WhenMappings
fc2ca56370899ab9   29 of 143   org/koin/core/module/Module
2d72b1197a74f59e    2 of  14   androidx/compose/foundation/layout/ColumnScopeInstance
959cab36e6b22b9c    5 of   5   androidx/compose/ui/platform/WindowRecomposerFactory$Companion
27bbb87c2baaa7ea    3 of   6   com/kgurgul/cpuinfo/utils/DefaultDispatchersProvider
af26c4362f37d7a0    7 of  15   androidx/compose/ui/graphics/Outline$Rounded
459fe42217206515    2 of   2   kotlin/collections/builders/ListBuilder$Companion
374496f31587e7a0    7 of  17   androidx/compose/foundation/layout/InsetsValues
fd12c3d118501507    2 of   8   androidx/lifecycle/viewmodel/compose/ViewModelKt
b34a619862c68381    2 of   4   androidx/compose/foundation/layout/Arrangement$Vertical
81925f885391be1c    5 of  97   kotlin/UInt
5e9844235aa79384    9 of 143   androidx/window/layout/SafeWindowLayoutComponentProvider
b48f40723f7a5819   57 of 162   androidx/compose/ui/graphics/colorspace/Rgb
afd91a867f5af99a    4 of   4   kotlin/uuid/SecureRandomHolder
a0064a7b054a9ca8    2 of   4   androidx/compose/ui/graphics/AndroidColorSpace_androidKt
aa586eff2a753d72   15 of  27   kotlin/coroutines/jvm/internal/BaseContinuationImpl
bfae58471d9049d9   21 of  56   androidx/compose/foundation/layout/PaddingValuesImpl
bc6e02b52364ee1f    9 of  12   org/jetbrains/compose/resources/DensityQualifier
9059d99d84281e4c    3 of   3   androidx/compose/foundation/text/modifiers/StaticTextSelectionParams$Companion
423ee85b2ef7573b    6 of  19   androidx/compose/ui/semantics/ClearAndSetSemanticsElement
41c68fc8e1445ce1    3 of   3   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/persistentOrderedSet/PersistentOrderedSet$Companion
293764db3eede0ae   51 of  53   androidx/compose/material3/tokens/ColorSchemeKeyTokens
3180bd0c2b21541d    1 of  15   androidx/core/view/accessibility/AccessibilityNodeProviderCompat$AccessibilityNodeProviderApi19
005f17ae7c6cf82e    6 of  22   kotlin/coroutines/ContinuationInterceptor$DefaultImpls
3ea12e42ff879cd7   15 of  20   androidx/compose/ui/layout/SubcomposeLayoutState
eeae8d94faaaea26   18 of  20   androidx/compose/material3/tokens/ShapeKeyTokens
d406b311f323c78c  143 of 184   androidx/compose/material3/tokens/PaletteTokens
3d94120e21a39d81    2 of   5   androidx/compose/foundation/lazy/LazyListState$_scrollIndicatorState$1
06145f4d8ac44024    4 of 258   androidx/collection/OrderedScatterSet
4b16ecc15fbecbd3    2 of   3   kotlin/jvm/internal/Lambda
25e31d85de951549    2 of   7   androidx/compose/ui/node/OwnerSnapshotObserver$onCommitAffectingLookaheadMeasure$1
33f547aa55de523a    1 of   2   androidx/datastore/core/RunOnce$runIfNeeded$1
f3fb0d57cc872197   12 of  17   androidx/navigation/NavBackStackEntry$Companion
311838c526c1bcdd   79 of 192   androidx/compose/ui/layout/InsetsListener
be7ae857e9f74c1b   28 of  41   androidx/compose/material3/EqualWeightContentMeasurePolicy
ad82a98a6f0458c7    9 of  48   kotlinx/coroutines/CancellableContinuationKt
1fe8d5e85df6e43d    2 of  19   androidx/compose/ui/hapticfeedback/PlatformHapticFeedback
09dc5355f1caf88f   49 of 175   androidx/compose/ui/graphics/vector/FastFloatParserKt
89a491ed27440cc3    4 of   6   androidx/compose/runtime/ReferentialEqualityPolicy
907d1d8291036f33    2 of  10   androidx/navigation/NavGraph$Companion
9edbda7e5f524827    5 of  13   androidx/compose/runtime/changelist/Operation$SideEffect
0cff64afc5011e82    5 of   7   androidx/compose/ui/platform/DisposableSaveableStateRegistry
df971357683c3728    3 of   3   androidx/compose/ui/draw/PainterNode$measure$1
d0a68bfa690b0182    6 of  89   androidx/compose/ui/geometry/CornerRadius
4c55a934606916d1    2 of   2   androidx/compose/ui/text/platform/DispatcherKt
3795eb5dd6b9d9ac    6 of   9   kotlin/sequences/FilteringSequence
d026e858333b38a5    2 of   5   androidx/compose/runtime/saveable/SaverKt
00a50435162fa15e    4 of   8   androidx/compose/ui/node/LayoutModifierNode
01337a073d6f95b9   10 of  12   kotlinx/coroutines/flow/internal/ChannelFlowOperatorImpl
dbb7093aa08ee1e7    2 of   7   androidx/lifecycle/ViewModelProvider$NewInstanceFactory$Companion
b6020f63a520cfa5   66 of 115   androidx/compose/ui/text/ParagraphStyleKt
c129ad59c60ff995    5 of  22   androidx/compose/foundation/lazy/layout/LazyLayoutBeyondBoundsModifierElement
bde93e9a4c131c8b    5 of   8   kotlinx/coroutines/flow/FlowKt__ShareKt$launchSharing$1$2$WhenMappings
c43bf10833df3507    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalAutofillManager$1
fe5d04b0b7c69ec7    2 of  11   androidx/activity/ViewTreeOnBackPressedDispatcherOwner
ebadb44d78a934a4    9 of  12   org/jetbrains/compose/resources/ResourceState_blockingKt$rememberResourceState$1$1
c7b161be702545c4    4 of  57   androidx/compose/ui/unit/DpOffset
5641886f29bc247d    2 of   4   androidx/compose/ui/graphics/layer/GraphicsLayer$drawBlock$1
ca77438840611a66   26 of 252   org/koin/core/Koin
936b60307e2a3e8f    2 of   2   androidx/compose/foundation/FocusableNode$TraverseKey
186a3077d95ae2b8   13 of  14   androidx/core/view/WindowInsetsCompat$TypeImpl30
8a770f88532722d8    1 of  16   androidx/compose/ui/layout/ContentScale$Companion$Inside$1
8e4d6a2820589039   12 of  12   com/kgurgul/cpuinfo/features/FeaturesModuleKt
c3af01a6fde44be5   72 of  90   androidx/compose/runtime/DerivedSnapshotState$ResultRecord
e365dccbc3b6c813    3 of  46   kotlin/collections/MapsKt__MapsJVMKt
a72911001e655c43   29 of 102   androidx/compose/ui/node/DepthSortedSetsForDifferentPasses
3698d59058d10fca    5 of  33   androidx/compose/ui/graphics/CanvasUtils
df71191d366b8413   24 of  40   androidx/compose/runtime/SnapshotMutableFloatStateImpl
28360bafa413b391    2 of   4   androidx/compose/foundation/text/contextmenu/internal/AndroidTextContextMenuToolbarProvider_androidKt$platformTextContextMenuToolbarProvider$lambda$1$0$$inlined$onDispose$1
6509adeac0b8bc45   11 of  28   androidx/compose/ui/text/style/Hyphens
781fe779cce347a5    4 of   7   androidx/compose/ui/contentcapture/AndroidContentCaptureManager$TranslateStatus
0764961474579105  126 of 1301   androidx/compose/material3/ProgressIndicatorKt
4dd880089546ccb1    6 of  35   androidx/compose/ui/graphics/TransformOrigin
8c9ffe30bf3b79b9    2 of 270   androidx/compose/runtime/external/kotlinx/collections/immutable/ExtensionsKt
2c5b15e024804915    1 of   1   kotlinx/coroutines/internal/ListClosed
c17fe2bbaeb7d95d    3 of  13   androidx/compose/ui/text/platform/AndroidParagraph_androidKt
653714c3875fc29b    4 of   5   androidx/compose/material3/adaptive/AndroidWindowAdaptiveInfo_androidKt$collectFoldingFeaturesAsState$lambda$2$$inlined$map$1
7377613eed0b6b72    2 of   4   androidx/compose/animation/EnterExitTransitionKt$TransformOriginVectorConverter$2
c94a86bd0cac5768    4 of   4   androidx/compose/ui/platform/ComposableSingletons$Wrapper_androidKt
23071880a3a94c1d    5 of   6   androidx/compose/animation/FlingCalculatorKt
440699e5c1c0e814   53 of 152   org/jetbrains/compose/resources/ImageResourcesKt
6419bce72cb70070    1 of   6   androidx/navigation/NavDeepLinkDslBuilderKt
018a650adb2f2b93   35 of  60   androidx/compose/runtime/internal/AwaiterQueue
fb2bd879bccc8ba2    2 of   8   androidx/compose/ui/platform/AndroidFontResourceLoader
