[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/ClockYou-_v11.0-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
df971357683c3728    3 of   3   androidx/compose/ui/draw/PainterNode$measure$1
e432dbe29788cb8d    2 of   3   androidx/compose/runtime/snapshots/SnapshotStateList$Companion
d0a68bfa690b0182    4 of  89   androidx/compose/ui/geometry/CornerRadius
4c55a934606916d1    2 of   2   androidx/compose/ui/text/platform/DispatcherKt
d6f1fa94eff5404a    3 of  72   androidx/compose/ui/semantics/SemanticsNodeKt
0ba534da94b1a815   16 of  31   androidx/room/util/KClassUtil
3795eb5dd6b9d9ac    6 of   9   kotlin/sequences/FilteringSequence
a1c4e7227c4d9975    3 of  20   androidx/compose/ui/text/input/ImeAction$Companion
f9b78b00f7b826d0    7 of   8   androidx/compose/ui/platform/GraphicsLayerOwnerLayer$recordLambda$1
d026e858333b38a5    2 of   5   androidx/compose/runtime/saveable/SaverKt
bb7035492779eaa3    2 of   3   androidx/compose/ui/platform/NoHapticFeedback
b6020f63a520cfa5   63 of 115   androidx/compose/ui/text/ParagraphStyleKt
d72126c4244bb649    4 of   4   androidx/compose/ui/node/DepthSortedSetKt$DepthComparator$1
c129ad59c60ff995    4 of  22   androidx/compose/foundation/lazy/layout/LazyLayoutBeyondBoundsModifierElement
c43bf10833df3507    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalAutofillManager$1
71e970d24ce60e36    7 of  12   androidx/compose/ui/text/style/TextOverflow$Companion
f52130dfdec8a8da    1 of   2   kotlinx/coroutines/SupervisorJobImpl
c7b161be702545c4    4 of  57   androidx/compose/ui/unit/DpOffset
5641886f29bc247d    2 of   4   androidx/compose/ui/graphics/layer/GraphicsLayer$drawBlock$1
81d764d82923bfdf   13 of  22   androidx/lifecycle/Lifecycle$Event
d13c103f626a009e   14 of  15   androidx/compose/material3/tokens/ShapeKeyTokens
3295077ab0dac6c2    2 of   5   androidx/compose/animation/core/Animation
a45e84ded0db73a2    1 of   2   androidx/emoji2/text/EmojiCompat$DefaultSpanFactory
97db7c8a422d8a81    9 of  69   androidx/compose/ui/graphics/colorspace/Oklab
37f8e6c4d5aae768    2 of   2   kotlinx/coroutines/CoroutineExceptionHandler$Key
682c747bf8b9e710    5 of  14   androidx/compose/ui/text/style/Hyphens$Companion
936b60307e2a3e8f    2 of   2   androidx/compose/foundation/FocusableNode$TraverseKey
8a770f88532722d8    1 of  16   androidx/compose/ui/layout/ContentScale$Companion$Inside$1
c683bfee8c71811d    1 of  16   androidx/core/view/WindowInsetsCompat$Impl29
ce698b659da93ca1    3 of  11   androidx/core/view/accessibility/AccessibilityNodeProviderCompat
c27bbdd9f7752cd3    2 of  18   androidx/compose/ui/layout/FixedScale
c3af01a6fde44be5   71 of  90   androidx/compose/runtime/DerivedSnapshotState$ResultRecord
72e5d150a4c91375    4 of   4   androidx/activity/compose/PredictiveBackHandlerKt$PredictiveBackHandler$2
dedef7ebe8146528    8 of  47   androidx/compose/ui/res/VectorResources_androidKt
e365dccbc3b6c813    7 of  46   kotlin/collections/MapsKt__MapsJVMKt
a72911001e655c43   25 of 102   androidx/compose/ui/node/DepthSortedSetsForDifferentPasses
df71191d366b8413   14 of  40   androidx/compose/runtime/SnapshotMutableFloatStateImpl
0d86e69029cd66ce    6 of  22   androidx/compose/ui/input/indirect/IndirectPointerEventPrimaryDirectionalMotionAxis
1fe39c6a4059a7c7   17 of  36   androidx/compose/animation/AnimatedContentTransitionScope$SlideDirection
0e5370be69e51314    2 of   2   androidx/room/InvalidationTracker$Companion
6a81fd84d25c0144   16 of  43   androidx/compose/runtime/Latch
6509adeac0b8bc45   11 of  28   androidx/compose/ui/text/style/Hyphens
781fe779cce347a5    4 of   7   androidx/compose/ui/contentcapture/AndroidContentCaptureManager$TranslateStatus
76818e2f9c16e09b   25 of  36   androidx/compose/foundation/lazy/layout/PrefetchScheduler_androidKt
cbd2d9d256302016   42 of 378   androidx/compose/ui/graphics/drawscope/DrawScope
4dd880089546ccb1    6 of  35   androidx/compose/ui/graphics/TransformOrigin
1ef121301c76579b   19 of 173   androidx/room/InvalidationTracker
ad5d409948be0156   57 of 245   androidx/navigation/NavDestination
42c04ad2fb273719   11 of  33   androidx/compose/animation/AnimatedContentTransitionScopeImpl$SizeModifierNode
8c9ffe30bf3b79b9    2 of 270   androidx/compose/runtime/external/kotlinx/collections/immutable/ExtensionsKt
4b327c07ca3f1927   12 of  38   androidx/compose/foundation/layout/SizeElement
c17fe2bbaeb7d95d    3 of  13   androidx/compose/ui/text/platform/AndroidParagraph_androidKt
c6b7267cf03ef4da   11 of  11   androidx/lifecycle/ViewTreeViewModelStoreOwner
7377613eed0b6b72    2 of   4   androidx/compose/animation/EnterExitTransitionKt$TransformOriginVectorConverter$2
1d3bad77497d9d00  110 of 225   androidx/compose/runtime/snapshots/SnapshotStateObserver
017bd0397f50aa20    5 of   6   androidx/compose/ui/graphics/vector/ImageVector$Companion
5373d33fdbb05fce   24 of  83   androidx/compose/runtime/PrioritySet
c94a86bd0cac5768    4 of   4   androidx/compose/ui/platform/ComposableSingletons$Wrapper_androidKt
23071880a3a94c1d    5 of   6   androidx/compose/animation/FlingCalculatorKt
b6076500b1626651    2 of  16   kotlin/collections/AbstractMap$Companion
018a650adb2f2b93   29 of  60   androidx/compose/runtime/internal/AwaiterQueue
fb2bd879bccc8ba2    2 of   8   androidx/compose/ui/platform/AndroidFontResourceLoader
aeb8d863a7c0c524   26 of  64   androidx/compose/ui/text/android/LayoutIntrinsics
c4c280c160674024    3 of  73   androidx/core/util/Preconditions
7718d55f0f923991    2 of   2   androidx/navigation/NavGraphNavigator$Companion
89eca0d64aabb7d5    3 of  10   androidx/compose/ui/text/style/BaselineShift$Companion
03cf34887d0bfe0a    8 of  64   androidx/compose/ui/unit/Density
b80b2023f5d3a9b7   18 of 535   kotlin/ranges/RangesKt___RangesKt
e2b5bc8ebee9c49e   36 of 156   androidx/compose/material3/Typography
218053ee6a4dcc6e    2 of   7   com/bnyro/clock/navigation/NavRoutes$Permissions
8a5d2a47efeebbb9   37 of  90   kotlinx/serialization/json/JsonConfiguration
2accc074fe2920df   12 of  12   androidx/compose/ui/text/style/LineBreak_androidKt
e31b15bedf2addc0   75 of 427   androidx/compose/runtime/snapshots/MutableSnapshot
43c89ad84442991d    5 of  22   androidx/compose/runtime/ComposableSingletons$CompositionKt
e40a1cd6dce1206f    3 of   6   kotlinx/coroutines/Empty
4dee8b0138ee5a53   41 of  50   androidx/compose/material3/ButtonKt$Button$3$1
0771a219e37b6240    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalClipboardManager$1
dfb645b9b4ca5a91    4 of   4   androidx/compose/ui/input/InputMode$Companion
6cb0b58acbd486b6    1 of  15   androidx/compose/animation/EnterExitTransitionModifierNode$slideSpec$1
3ee58449ebb4c543    3 of   3   androidx/compose/material/icons/Icons
e1db842ebe6b7fc5    1 of   6   androidx/compose/ui/platform/DisposableSaveableStateRegistry_androidKt$DisposableSaveableStateRegistry$1
1c04a4f4dd90013d   17 of  20   androidx/arch/core/internal/SafeIterableMap$IteratorWithAdditions
c79ac56aa61840b6    2 of   6   androidx/compose/ui/platform/AndroidClipboard
7308cc1131542a2c    2 of  29   androidx/core/view/WindowInsetsAnimationCompat$Impl30$ProxyCallback
80562d0a5f25661f    4 of   7   com/bnyro/clock/JacocoInstrument/SMSInstrumentedReceiver
e8b46e05b1c60310    3 of  18   androidx/compose/ui/input/nestedscroll/NestedScrollElement
36b50fa883de0eab   10 of  31   kotlinx/coroutines/flow/FlowKt__ShareKt$launchSharing$1
6a0bc5b676df9d0a    8 of  34   androidx/compose/runtime/internal/PersistentCompositionLocalHashMap$Builder
5d15d748823d5c09   15 of  35   androidx/compose/foundation/OverscrollKt
1ab427acd86f211b    1 of  18   androidx/compose/ui/platform/AndroidComposeViewAccessibilityDelegateCompat$ComposeAccessibilityNodeProvider
9514679861b57755   25 of  69   androidx/compose/runtime/ComposerImpl$CompositionContextImpl
96636ca786f57842    2 of   6   kotlinx/coroutines/internal/Concurrent_commonKt
5be59cfd786bdb07    1 of   1   androidx/compose/runtime/SnapshotLongState_androidKt
7cca0fc716b581cc   11 of  35   androidx/compose/foundation/layout/PaddingNode
8711eb4576a78e87    4 of   5   androidx/compose/ui/text/style/TextMotion$Linearity$Companion
e578859d4b64dff7   51 of 161   androidx/compose/ui/node/LayoutNodeLayoutDelegate
395fa7a5a7fc2d70    2 of   5   kotlinx/coroutines/flow/FlowKt__ZipKt$combine$$inlined$combineUnsafe$FlowKt__ZipKt$1
414ac2d4c2b7255f    3 of   9   androidx/core/content/ContextCompat$Api26Impl
242eb862f8dce0e7    6 of   6   androidx/compose/animation/EnterExitTransitionModifierNode$measure$2
3c8fb656c803d6a3    8 of  26   androidx/compose/ui/geometry/RectKt
4e6dc18ba76b1cf7    2 of  41   androidx/compose/runtime/snapshots/SnapshotId_jvmKt
4eee8123e9df826e    4 of  53   kotlin/text/CharsKt__CharJVMKt
2fe9668b092a6434    5 of  28   androidx/compose/runtime/internal/AtomicBoolean
e0336cba91fbd90f    4 of  32   kotlinx/serialization/json/internal/WriteModeKt
8305ce800a9c8367    9 of 101   androidx/compose/ui/unit/TextUnitKt
5800c6bf0fe515db    1 of   5   androidx/tracing/TraceApi29Impl
c659aad61864806f    2 of   4   androidx/compose/ui/layout/ScaleFactor$Companion
10a449fb462e1bf9    1 of   1   androidx/savedstate/SavedStateWriterKt
3146254ccc927c15    7 of  15   kotlinx/coroutines/flow/FlowKt__MergeKt$mapLatest$1
144fc253f8f31a62    9 of  39   androidx/compose/ui/node/OwnerSnapshotObserver
4b4e29d4cef778fc    1 of   3   com/bnyro/clock/ui/MainActivity$timerServiceConnection$1$onServiceConnected$5
c0ac7e48cb345142    1 of   2   androidx/compose/ui/text/font/FontListFontFamilyTypefaceAdapter$special$$inlined$CoroutineExceptionHandler$1
3f67520eba3513ce    9 of  16   androidx/compose/ui/graphics/BlendModeColorFilter
20432a9965bc9bf5    5 of   7   androidx/compose/foundation/text/selection/TextSelectionColorsKt
e6794a1ee5d0cd21    2 of  13   androidx/compose/ui/autofill/PlatformAutofillManagerImpl
c77e30947c1dbf61    1 of   4   com/bnyro/clock/ui/MainActivity$timerServiceConnection$1$onServiceConnected$3
787a48da383d5c0a   14 of  38   androidx/compose/ui/node/Owner
d4b877f30d040ad7    7 of  41   kotlinx/coroutines/sync/SemaphoreKt
8e7360538a1220aa   13 of  20   androidx/compose/ui/node/LookaheadCapablePlaceable$ResettableRulerScope
0acc1389c35bee87   23 of  35   androidx/compose/ui/graphics/BlockGraphicsLayerModifier
75eb396269b241a7    2 of   2   androidx/compose/ui/graphics/colorspace/Oklab$Companion
798c884afe0d4b57    6 of  11   androidx/compose/runtime/snapshots/StateRecord
ef0414ba7c99c3bb   13 of  83   kotlinx/coroutines/CoroutineContextKt
b348b26edb3d9e84    2 of  14   androidx/compose/ui/graphics/vector/PathNode$RelativeVerticalTo
cae3e787aaf05335    1 of  15   androidx/compose/ui/input/pointer/PointerButtons
efd83e369dcb8887    8 of  14   androidx/lifecycle/ViewModelStore
d0c8276156d415de    7 of  30   kotlinx/coroutines/JobKt
f377013c0ea0f84e   10 of  17   androidx/compose/runtime/saveable/SaveableStateRegistryKt
5f8efc92f6de9168    4 of  31   androidx/compose/runtime/external/kotlinx/collections/immutable/internal/ListImplementation
d91a9a558c68bb8a    3 of   5   androidx/compose/ui/input/indirect/IndirectPointerEventPrimaryDirectionalMotionAxis$Companion
329b360ad6be4681   68 of 136   androidx/compose/ui/unit/ConstraintsKt
b052ccf877ff5ffb    3 of   4   kotlinx/serialization/json/internal/StringJsonLexerKt
9068ec8d3d8865de   28 of  44   androidx/compose/ui/platform/WrappedComposition$setContent$1$1
eb490e65e839b9a6    9 of  41   com/bnyro/clock/domain/model/AlarmFilters
51d7474463b8419e    2 of  42   com/bnyro/clock/data/database/dao/AlarmsDao_Impl$1
1de4428b5697cd4e    3 of   4   androidx/compose/ui/layout/Ruler
00df451686d9b7a7   89 of 393   androidx/collection/MutableScatterSet
718d111f8dc2f9e7    1 of   2   androidx/compose/ui/node/DelegatableNode
697df91753f9072b    2 of   2   com/bnyro/clock/ui/MainActivity$Companion
caeb8736fb269243    3 of   5   androidx/compose/ui/contentcapture/ContentCaptureManager$Companion
04513fda01faaec9   21 of 185   androidx/compose/foundation/StretchOverscrollNode
c4ab6b7a95bfbed1    5 of   8   androidx/activity/compose/PredictiveBackHandlerKt$PredictiveBackHandler$1
0a82606ef7b7799b   10 of  23   androidx/compose/foundation/OverscrollConfiguration
3f2641d0ff4f957d   35 of 175   androidx/room/RoomDatabase$Builder
77eb2c102eae1190   11 of  45   kotlin/collections/AbstractList$Companion
833c37529b46ebee    3 of   5   androidx/compose/ui/text/platform/DefaultImpl$getFontLoadState$initCallback$1
dd7c4b33dafa2872   53 of 189   androidx/compose/runtime/internal/RememberEventDispatcher
add1df43b13b6760    6 of 268   androidx/collection/SimpleArrayMap
ceb8f937f8f7dbb1  107 of 502   androidx/compose/runtime/snapshots/SnapshotStateObserver$ObservedScopeMap
acd435e3bb6f8693    3 of   3   androidx/compose/ui/ComposedModifier
8178327771b6a675    2 of   2   androidx/compose/ui/graphics/drawscope/Fill
4e3e2236cdac056a    5 of  11   androidx/compose/ui/layout/VerticalRuler
433b0a6b162b1bb4   19 of  41   androidx/compose/material/ripple/RippleKt
1763f1aa9f866d80    9 of  19   androidx/compose/runtime/SnapshotStateKt__SnapshotFlowKt$collectAsState$1$1
513b899ee7ce7ba4    6 of  26   androidx/compose/material3/ButtonElevation$animateElevation$2$1
af62e6978e35d30f    4 of   6   androidx/concurrent/futures/AbstractResolvableFuture$SafeAtomicHelper
45d29e5ae721987d    3 of   8   androidx/compose/ui/unit/Dp$Companion
2e93fed9a9e98d77    2 of  10   androidx/compose/ui/semantics/ScrollAxisRange
d5c79556c26ad62e    5 of   7   androidx/compose/ui/platform/AndroidUiDispatcher$Companion
14098bf4e948e263   46 of  55   androidx/compose/material3/SurfaceKt$Surface$3
572f7ca900f1dfa0    8 of 117   androidx/activity/result/ActivityResultRegistry
47ad668a855600a6    3 of   4   androidx/compose/runtime/StructuralEqualityPolicy
6da305b837a76b65    3 of   3   kotlinx/coroutines/GlobalScope
b632fec9b89a24ba    3 of  24   androidx/compose/runtime/NestedContentMap
6147ceb659424268    2 of   5   androidx/compose/ui/node/PlaceableResult
d2b15ce671701bfc    1 of   5   androidx/compose/animation/core/VectorizedFiniteAnimationSpec
b04f022ae610e0ab    1 of  29   androidx/navigation/compose/NavHostKt$NavHost$25$1
b68123de597448f4   14 of  33   androidx/compose/ui/text/style/LineBreak$Strictness
5c96a57a1bf7a6ff    2 of   4   androidx/compose/ui/platform/AndroidCompositionLocals_androidKt$LocalImageVectorCache$1
b01d43e589914e8c    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalFontFamilyResolver$1
2f7daa844315220a    4 of   7   androidx/compose/ui/graphics/ImageBitmapConfig$Companion
9f8d5709dc83a0e0    2 of   2   androidx/compose/ui/node/OnPositionedDispatcher$Companion
23a3eb9bc0e98c39   11 of  65   kotlinx/coroutines/channels/ProduceKt
bbf474c0ec492795    1 of  59   androidx/compose/ui/text/input/TextInputServiceAndroid_androidKt
61b5075d88a1eaa1    5 of  38   kotlinx/coroutines/flow/FlowKt__ZipKt
528342cbaa7bbec3   12 of 146   androidx/compose/ui/text/input/TextInputServiceAndroid
f572b6563e4b599d   60 of 207   androidx/compose/ui/graphics/GraphicsLayerModifierKt
53b0d0aa5c44ebaa    2 of   3   kotlinx/coroutines/flow/internal/SendingCollector
dc082e8884f07285   11 of  24   androidx/compose/ui/input/InputMode
f31afa47fac5e76d    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalHapticFeedback$1
d95a2cf2cde5ccb8   45 of  64   androidx/compose/ui/semantics/SemanticsActions
cad32216eb725740    2 of   8   kotlin/coroutines/jvm/internal/Boxing
b9fccb10dbf03deb    2 of 152   androidx/compose/ui/geometry/MutableRect
78f355cca6deef1b   39 of  97   androidx/compose/ui/node/InnerNodeCoordinator
613fc1cd6a275e2f    1 of   3   androidx/compose/ui/platform/CompositionLocalsKt$ProvideCommonCompositionLocals$1
9cfedd297f5a4a77    3 of   3   androidx/compose/ui/platform/AndroidComposeView$RootModifierNode$measure$1
460f6efbce8a4281    5 of   7   androidx/compose/foundation/ClipScrollableContainerKt
c9e444f8ccf794eb    1 of 138   androidx/room/EntityInsertAdapter
c8a8996606abe264    3 of   4   androidx/savedstate/SavedStateWriterKt__SavedStateWriter_androidKt
5dc5ef4f2683b10b   13 of  24   androidx/compose/material3/ShapesKt$WhenMappings
b2ca202e6a3f8dd8   14 of  73   androidx/core/view/WindowInsetsControllerCompat$Impl30
78a82d47d0bf4054   21 of  83   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableList/SmallPersistentVector
54afd003c848f9ec   20 of 345   androidx/compose/ui/text/ParagraphStyle
f556e13eaaab6bca   14 of  27   kotlinx/coroutines/internal/SystemPropsKt__SystemProps_commonKt
ca1c923fed50807f    2 of   5   androidx/compose/animation/AnimatedContentKt$AnimatedContent$6$1$5$1$1$invoke$$inlined$onDispose$1
495257524535ee38    5 of   8   kotlin/LazyKt__LazyJVMKt$WhenMappings
2af5f9cf51d567e2    7 of   9   androidx/compose/ui/node/Invalidation
308b66bae872eb51    2 of   2   androidx/compose/ui/autofill/AutofillManager
07f0d7cd30d105fb    2 of  18   kotlinx/coroutines/flow/FlowKt__CollectKt
3bcc76e03ef7a6c3   17 of  34   androidx/compose/foundation/text/modifiers/LayoutUtilsKt
4a90f87c30db372d    2 of  10   kotlinx/serialization/modules/SerializersModule
74f38584572b8341    2 of  48   androidx/room/ObservedTableStates
d22b568490cf717d    2 of  21   androidx/compose/runtime/Composer
88e2d4f16628bf1f   16 of  36   com/bnyro/clock/presentation/screens/clock/model/ClockModel
61a1a65105558781   16 of  19   androidx/compose/runtime/saveable/SaveableStateHolderKt
3951f50ca0789900    7 of  10   androidx/compose/ui/input/pointer/PointerIcon$Companion
a24201c17aaf0c09    3 of  15   kotlin/io/CloseableKt
77fcd4602927bf9d   62 of 263   kotlinx/serialization/json/internal/StreamingJsonDecoder
4743fcf925189b90    2 of  14   androidx/compose/foundation/pager/PagerBeyondBoundsState
2d5c2b0547536439    3 of   3   androidx/emoji2/text/EmojiCompatInitializer$1
4ce99c258787727f   27 of 365   androidx/navigation/compose/NavGraphBuilderKt
c40ffbd41f0815e5    7 of  17   androidx/compose/animation/ContentTransform
ba3ee4fae151eaa3   67 of 167   androidx/compose/ui/graphics/layer/GraphicsLayerV29
41f3ac384bd76326    2 of   5   kotlin/Result$Companion
fe4804e9b83187ab   24 of 415   androidx/compose/ui/semantics/SemanticsNode
c58a20f916701638   11 of  27   androidx/compose/runtime/IntStack
a0db5e5799b9b275   57 of 234   androidx/compose/ui/graphics/ColorKt
b84a9d727cd2ecaa    8 of  14   androidx/compose/ui/platform/AndroidComposeView$snapshotObserver$1
e00eb2098e15d952    3 of   3   androidx/compose/runtime/ReusableRememberObserverHolder
f286c481101aa35f    7 of  91   androidx/compose/ui/graphics/Color$Companion
ab540c67cdb70fc6   12 of  15   androidx/compose/runtime/snapshots/StateListStateRecord
8958877d35c95eae    2 of   3   androidx/compose/ui/unit/ComposeUiUnitFlags
bf35012809bfe2e1   16 of  19   androidx/profileinstaller/ProfileInstallerInitializer
5bce8dd84406b753    2 of  37   androidx/compose/animation/core/AnimationVector3D
a1f13661ce20ccf3    2 of   4   androidx/compose/foundation/lazy/layout/LazyLayoutItemContentFactory$CachedItemContent$createContentLambda$lambda$0$0$0$$inlined$onDispose$1
627b2ef35c90b55c    2 of  28   androidx/activity/compose/PredictiveBackHandlerKt$PredictiveBackHandler$backCallBack$1$1
7b025bd09d0ee894  155 of 272   androidx/compose/material3/DynamicTonalPaletteKt
f523bd02eae42789   30 of  72   androidx/compose/runtime/snapshots/Snapshot
dfe93569fd1192dc   42 of  44   androidx/compose/material/icons/outlined/TimerKt
d6df84c7524af51c   14 of  50   androidx/compose/foundation/lazy/layout/LazyLayoutMeasureScopeImpl
99e9330fae4121e9    2 of   2   com/bnyro/clock/util/services/StopwatchService$LocalBinder
b839c1c93bf58755    4 of  30   androidx/core/view/WindowInsetsCompat$Builder
79a6afb30b57b813   12 of  18   androidx/compose/runtime/saveable/ListSaverKt
f0ea22f5b3a7c4ea    3 of   3   androidx/activity/OnBackPressedDispatcher$addCancellableCallback$1
c1bc329b441d1268    1 of   3   androidx/compose/ui/graphics/vector/VectorPainter$vector$1$1
9878f50c8254da73   23 of 499   androidx/collection/IntObjectMap
ddf5aca5ed55c956    4 of  20   androidx/compose/ui/unit/FontScaling
54174acb7a2561a0    8 of  15   kotlinx/coroutines/scheduling/TasksKt
379d8aa52fb017d2    8 of  24   androidx/compose/ui/graphics/PathFillType
753e7524ebc59e85    1 of  10   kotlin/jvm/internal/MutablePropertyReference1
9ad74fd11e923ecf   18 of 163   kotlinx/coroutines/flow/FlowKt
c53587a7c094675a    4 of   4   androidx/compose/ui/text/intl/LocaleList$Companion
8ba4b7cee2806bb7    6 of  12   androidx/activity/SystemBarStyle$Companion
885522e7952cdafe    4 of  24   androidx/compose/ui/layout/ValueInsets
48bfbec8340eb719    5 of   7   com/bnyro/clock/presentation/screens/settings/model/SettingsModel$ColorTheme
d6c77dac0d60136b    9 of  16   androidx/compose/ui/draw/PainterModifierKt
8184d050dfcd5b78    3 of   3   com/bnyro/clock/data/database/dao/TimeZonesDao_Impl$Companion
a653325bbe0d0f64    3 of   3   androidx/compose/animation/core/AnimationVector
669b3457c2eea543   11 of  12   androidx/core/view/WindowInsetsCompat$Impl30
83c45d02b4793fdd   21 of  34   androidx/compose/foundation/layout/FillNode
a39b0e922e5ac637   38 of 1082   kotlin/collections/ArraysKt___ArraysJvmKt
69fc567a2ff43517    1 of  12   androidx/core/app/NotificationManagerCompat$Api26Impl
8f3fd557650a8a04    4 of   4   androidx/compose/ui/node/LayoutNode$Companion$Constructor$1
8715e4bdc2d0741e    4 of   4   androidx/navigation/compose/ComposeNavGraphNavigator
325f3a5f84e8c98f    2 of   4   androidx/compose/foundation/lazy/layout/LazySaveableStateHolder$SaveableStateProvider$lambda$0$0$$inlined$onDispose$1
c45415f68ecada00    6 of  69   androidx/compose/ui/text/font/AsyncTypefaceCache
b7a5b4a0f2de54b2    4 of  10   androidx/compose/ui/graphics/CanvasHolder
d0d5beeb6faad4fe    2 of   3   androidx/emoji2/text/DefaultEmojiCompatConfig$DefaultEmojiCompatConfigHelper_API19
57d385dce7cb10a9    4 of  78   androidx/compose/ui/focus/FocusInteropUtils_androidKt
c3f3c92f0282fd33    3 of   4   androidx/compose/ui/platform/AndroidComposeViewTranslationCallbackS
7a3c2a085becdeb6    4 of  19   kotlinx/coroutines/internal/MainDispatchersKt
978148e89b0b2113    9 of  32   kotlin/collections/EmptyMap
7255e5eb14dcb610    7 of  35   com/bnyro/clock/domain/model/PersistentTimer$Companion
6ec11f5d5135f5dd   20 of  59   kotlin/jvm/internal/ClassReference
67f1612948c4cb6a    3 of  11   kotlinx/coroutines/scheduling/DefaultScheduler
76bc56e24fc59aec   13 of  14   androidx/emoji2/text/EmojiCompatInitializer
dcead8b47ee81fc1   25 of 131   androidx/navigation/NavigatorState
6c773b101305711a    1 of   8   androidx/compose/ui/input/pointer/SuspendingPointerInputFilterKt$sam$androidx_compose_ui_input_pointer_PointerInputEventHandler$0
4fb029f4f19d22a0    4 of  27   androidx/collection/IntListKt
933b737bb9e72cd9    3 of  30   androidx/compose/ui/graphics/vector/PathNode$ReflectiveCurveTo
1971913108faa53a    2 of   4   com/bnyro/clock/data/database/AppDatabase$RemoveSoundColumnAutoMigration
a7d64176cc0e1f2e   23 of  41   androidx/compose/ui/node/LayerPositionalProperties
c47a87c987ce21ff    3 of  29   androidx/collection/IntSetKt
ce2600d1898d62f9    1 of  31   androidx/compose/foundation/pager/PagerBringIntoViewSpec
1aea0e30177f262d    1 of   3   androidx/compose/foundation/lazy/layout/LazyLayoutItemProvider
01ba725925c333a9    7 of  26   androidx/compose/ui/platform/LifecycleRetainedValuesStoreOwner$RetainedValuesStoreEntry
a21a8518d9e5fb6e   31 of  61   androidx/compose/ui/text/platform/AndroidParagraphIntrinsics
1875ee8f668d45fd   13 of  24   androidx/compose/ui/node/NodeChainKt
ee1b6740c01bbcca    2 of   8   androidx/navigation/compose/NavHostKt$NavHost$lambda$69$lambda$68$$inlined$onDispose$1
f30b63163d0ae89c   10 of 130   androidx/compose/runtime/collection/MultiValueMap
6fb0252dccc3c3d5    4 of   6   androidx/compose/ui/Modifier
81be924f9ce5fa98    2 of   3   kotlinx/coroutines/flow/internal/NopCollector
7090d1a058c2cc7f    8 of  27   kotlinx/coroutines/flow/internal/SafeCollector_commonKt
2be1e1738e426141   18 of 384   kotlinx/serialization/json/internal/AbstractJsonLexer
03d5d8e1408dfe2d   59 of 105   kotlinx/coroutines/internal/LockFreeLinkedListNode
ecca843982a6efc3    4 of  13   androidx/compose/runtime/ParcelableSnapshotMutableState
57b2831024dc85e9   18 of  69   androidx/compose/runtime/retain/ManagedRetainedValuesStore
d853186234f4f15f   30 of  94   androidx/compose/ui/text/platform/AndroidTextPaint
9e3c9256503999ce   11 of  18   androidx/compose/foundation/layout/WrapContentElement$Companion
814cc93bccf94111    2 of   3   androidx/compose/ui/node/LayoutModifierNodeCoordinator$Companion
0134f15eb578f0b2   34 of 309   androidx/compose/animation/core/SeekableTransitionState
301c4f122390a93f    1 of   3   androidx/compose/ui/platform/AndroidComposeView$onAttachedToWindow$1
6fc3b44cd40a9a24    8 of  22   androidx/compose/runtime/LaunchedEffectImpl
2b10d4bdc4956e9b    2 of  21   androidx/compose/foundation/layout/WrapContentElement
39bbfd89bc41add5    2 of  14   androidx/compose/ui/text/intl/Locale
e56f1b34cf6ff49f   20 of  63   androidx/compose/animation/core/VectorizedFloatAnimationSpec
e08a73e427d5e116    2 of   5   androidx/room/TriggerBasedInvalidationTracker$Companion
e281a75147059778    2 of   2   androidx/compose/runtime/PausableMonotonicFrameClock$withFrameNanos$1
45a6d4ad89e46d40    3 of   3   androidx/compose/ui/platform/coreshims/AutofillIdCompat
5618472e077643ef    6 of  12   androidx/compose/ui/platform/WrappedComposition$setContent$1$1$1$1
e4565c4026103bbe    2 of   2   com/bnyro/clock/navigation/HomeRoutes$Stopwatch
b3baa8e786de183d    6 of   8   kotlinx/coroutines/JobNode
05beb83add15252e    1 of  49   androidx/navigation/LongListNavType
3c000466dd2c108a   17 of 189   androidx/collection/MutableLongObjectMap
0c154f3eb12c77c7    5 of   5   androidx/compose/runtime/GroupKind$Companion
96125adb7cdf55d6    1 of  49   androidx/navigation/BoolListNavType
7bd27e8b9080701c    7 of  25   kotlinx/coroutines/flow/internal/ChannelFlowOperator
78a961fc2bc6e754    4 of  11   androidx/lifecycle/viewmodel/CreationExtras
16f028aae2a27930   10 of  38   androidx/compose/ui/ComposedModifierKt
6f1302e507fb9fc0    4 of  10   androidx/lifecycle/viewmodel/ViewModelProviderImpl_androidKt
3fc8cb65aa674b1a    3 of   8   kotlin/coroutines/jvm/internal/SuspendLambda
a3787cd2206bba14    6 of  10   kotlinx/serialization/json/internal/StreamingJsonDecoder$WhenMappings
d228820b1f5a4aaf   12 of  99   kotlinx/coroutines/JobKt__JobKt
d75e4974d6fbed08   42 of  84   androidx/compose/runtime/Recomposer$recompositionRunner$2
8be207a0059efc06    2 of   2   androidx/room/RoomDatabase$Companion
