[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/TranslateYou-_v19.0-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
2ed0d30951b32bc8   32 of  64   okhttp3/ConnectionSpec$Builder
68e840f8140dbbbf    1 of   4   kotlin/collections/IntIterator
c1d1686275b63ba6   46 of 101   androidx/compose/foundation/layout/PaddingKt
e9c4ce77f82eb835   10 of 191   androidx/compose/foundation/layout/WindowInsets_androidKt
b703e9c2f9fa8092    4 of   4   androidx/compose/ui/graphics/TransformOriginKt
f2a3566781a522cc   26 of  65   androidx/compose/runtime/snapshots/SnapshotDoubleIndexHeap
e292770954426676   10 of  44   com/bnyro/translate/db/AppDatabase_Impl$createOpenDelegate$_openDelegate$1
50a213b231e77547  153 of 363   kotlinx/coroutines/flow/SharedFlowImpl
1de725ac0d89b277   20 of  51   androidx/compose/ui/unit/Dp
1b8efc92f2de9274    4 of  31   androidx/compose/runtime/external/kotlinx/collections/immutable/internal/ListImplementation
ba091aa6c6b2a1ab    2 of   4   androidx/compose/ui/draw/DrawWithContentModifier
64cb3f08b7844bf0    2 of   4   androidx/compose/ui/text/input/TextInputServiceAndroid$onEditCommand$1
e251110ab9840d68    8 of  32   androidx/compose/runtime/collection/MutableVector$MutableVectorList
14ab16e6a8132de3    2 of   6   androidx/compose/runtime/composer/DebugStringFormattable
1267489374748942   16 of  44   kotlinx/coroutines/channels/ChannelKt
88152a5fc22fe7a1    1 of   2   androidx/navigation/compose/NavHostControllerKt
ab7229eb0ef68baa    1 of  14   androidx/compose/material3/DelegatingThemeAwareRippleNode$attachNewRipple$calculateColor$1
ab133a2cfafe0c06    8 of  15   androidx/compose/foundation/layout/RowScopeInstance
807988d67d8912ee   11 of  15   okhttp3/Protocol
8bad2c8dd70897e1   12 of  20   kotlinx/coroutines/CompletionStateKt
5c8d8b150ee8deb9    2 of  10   okhttp3/internal/http2/ErrorCode$Companion
5123d584ce664d0a    5 of 111   androidx/compose/foundation/text/selection/PlatformSelectionBehaviorsImpl
ef0d0fe825e382d4    8 of  13   androidx/compose/ui/layout/LayoutElement
09984dd1b0f0d36a   14 of  17   androidx/compose/foundation/gestures/ScrollableStateKt
bf1c6fdac31a3409   72 of 186   androidx/collection/MutableObjectIntMap
06db623aca9329a7    1 of   2   androidx/compose/ui/node/NodeChain$sentinelHead$1
9d8337703a70f755   16 of  26   androidx/compose/ui/platform/AndroidPlatformTextInputSession
4a4bc2bd2175ce54   22 of  90   okhttp3/internal/platform/Platform
f947786b07a18155    3 of   3   androidx/compose/animation/EnterTransition$Companion
ebf327981daef61d    4 of 101   kotlin/comparisons/ComparisonsKt___ComparisonsJvmKt
eb814db2676d2686   32 of  40   androidx/compose/ui/node/LayoutNodeDrawScope$record$1
ace536b096916b1d    8 of  12   kotlinx/coroutines/flow/internal/ChannelFlow$collect$2
f8343433a7ee4c32  305 of 1470   androidx/navigation/internal/NavControllerImpl
93ff4c4fae07b66c    1 of  41   androidx/compose/ui/geometry/SizeKt
63c47d841bbfe224    3 of  19   androidx/compose/ui/res/ImageVectorCache$ImageVectorEntry
8ab8b9c8c20936a2   11 of  14   retrofit2/RequestFactory
b610421d522041f1    4 of   4   androidx/compose/ui/node/ComposeUiNode$Companion$SetModifier$1
abc57b5c0ee2f9a6    2 of   4   androidx/compose/ui/semantics/SemanticsProperties$TraversalIndex$1
88df9c3a69ef7aea    4 of   5   kotlinx/serialization/json/internal/StringJsonLexerKt
59303a245da9b95e    1 of  15   androidx/compose/ui/input/pointer/PointerButtons
0229124641b6563e    3 of   3   androidx/compose/material3/internal/colorUtil/Frame_androidKt
71eb1c4b110fdb46   10 of  11   androidx/compose/ui/node/NodeCoordinator$drawBlock$1
60e4cb5bc03b6c6d   15 of 108   androidx/compose/ui/input/nestedscroll/NestedScrollNode
db4da6dba930134d    5 of  30   androidx/compose/ui/input/pointer/PointerHoverIconModifierElement
1868121f9abe7726    4 of  24   androidx/compose/ui/layout/ValueInsets
32e85e1dc7572c4d    4 of   5   androidx/compose/ui/text/EmojiSupportMatch$Companion
d5c38ce4b8f3e63b    1 of   3   androidx/compose/ui/platform/AndroidUiFrameClock$withFrameNanos$2$1
12111dcf2dd4a5fa    1 of   5   androidx/compose/runtime/ParcelableSnapshotMutableLongState$Companion$CREATOR$1
dd503e1aa6eaa256   11 of  27   androidx/compose/foundation/text/modifiers/InlineDensity
12f3f9c2dc7f10b9    4 of  10   androidx/lifecycle/viewmodel/internal/ViewModelProviderImpl_androidKt
75c64045fedc8ca5   24 of 182   androidx/compose/ui/input/pointer/SuspendingPointerInputModifierNodeImpl
d537f381fb38ba74    4 of   8   androidx/lifecycle/viewmodel/internal/CloseableCoroutineScopeKt
2300644183b0230b   26 of 102   okhttp3/internal/cache/CacheInterceptor
3326e0e36ce9b8d0   11 of  20   kotlin/SynchronizedLazyImpl
56c5a06a269f37cc    8 of   9   androidx/lifecycle/ViewModelKt
65c1233ca629072b    3 of   4   androidx/compose/foundation/OverscrollConfiguration_androidKt
dbdd38ed042b4f1b   98 of 165   androidx/compose/ui/node/LayoutNodeDrawScope
91b9a0d5bd38e45c   81 of  94   androidx/compose/ui/semantics/SemanticsProperties
6673e84d6d2c2b18    1 of   8   androidx/compose/ui/platform/AndroidUiDispatcher$Companion$currentThread$1
b2f886113547e9a2    8 of  10   androidx/compose/ui/graphics/vector/PathNode
00416f18ae28897f   54 of 121   androidx/savedstate/internal/SavedStateRegistryImpl
4e9a084b40d10e10    2 of  24   androidx/navigation/NavDeepLink$Builder$Companion
8b09ffc732970e48    3 of   3   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableList/SmallPersistentVector$Companion
a508c98103a5673e    4 of   4   androidx/compose/ui/platform/DisposableSaveableStateRegistry_androidKt$DisposableSaveableStateRegistry$saveableStateRegistry$1
b9f2a0afb0bba1f4   19 of  51   kotlinx/coroutines/EventLoopImplBase$DelayedTask
403632fc1d9ee742   20 of 222   androidx/compose/runtime/snapshots/SnapshotStateListKt
3223369c8b0c67ab    4 of   6   androidx/compose/foundation/layout/Arrangement$End$1
f371827676e7afff    5 of  51   androidx/compose/foundation/gestures/ScrollableElement
aa40052c9d733a3e    8 of 104   androidx/compose/ui/draganddrop/DragAndDropNode
40d4bc00beec8a1d   10 of  28   androidx/compose/ui/text/style/LineHeightStyle
d0fc2cf32648926f    4 of   5   androidx/compose/ui/text/font/PlatformResolveInterceptor
230eaa9f10ba7101    4 of   6   androidx/compose/foundation/lazy/LazyList_androidKt
f665931636b77beb    4 of  19   androidx/compose/ui/res/ImageVectorCache$Key
7ec0f956952bda8d    2 of   7   kotlinx/serialization/json/JsonDecodingException
ea43742a6341d519    4 of   4   androidx/compose/ui/input/InputMode$Companion
0d97ccf536569f06    4 of   7   com/bnyro/translate/JacocoInstrument/SMSInstrumentedReceiver
24ebe666ee3e6487   59 of  74   androidx/compose/animation/AnimatedContentKt$AnimatedContent$6$1
d4c1e6c5fcb4a685    2 of   3   kotlinx/coroutines/InvokeOnCompletion
fc3788e1a0d03c33   11 of  11   androidx/compose/material3/ScaffoldKt$ScaffoldLayout$contentPadding$1$1
6ac17e5d45e6f94d   10 of  13   androidx/compose/material3/InteractiveComponentSizeKt
360399832e7f29c2    5 of   8   com/bnyro/translate/ui/views/TranslationComponentKt$TranslationComponent$1$1
bd98bc5234151d9c    2 of   4   androidx/compose/ui/text/input/TextInputServiceAndroid$stopInput$1
c53baa1113eab48a    4 of   7   kotlinx/coroutines/CoroutineDispatcher$Key
625cc1dd9f553498    2 of   4   androidx/activity/result/ActivityResultRegistry$CallbackAndContract
dbcb4433e34d74e4    5 of  13   androidx/compose/ui/draw/DrawBehindElement
bfb8da34f6589b80    3 of   3   androidx/compose/ui/graphics/vector/VectorNode
2ea1a89c95a31bcb    6 of   7   androidx/compose/ui/node/OwnerSnapshotObserver$onCommitAffectingLayoutModifier$1
3733a1be820a3cd1   26 of  51   kotlinx/coroutines/flow/internal/AbstractSharedFlow
d6e9df44ac596da3    2 of   4   com/bnyro/translate/ui/screens/TranslationPageKt$MainTranslationArea$lambda$3$0$$inlined$onDispose$1
0e51eed30937e1e9   11 of  56   kotlin/sequences/SequencesKt__SequencesKt
1f317f173c6a3411  179 of 502   androidx/compose/runtime/snapshots/SnapshotStateObserver$ObservedScopeMap
a556ae9905e9e678    5 of 463   androidx/collection/IntIntMap
cb3bf23d51324054    2 of   7   androidx/compose/ui/node/OwnerSnapshotObserver$onCommitAffectingLookaheadMeasure$1
d017b96989de68c5    1 of   1   androidx/compose/ui/focus/FocusRequesterModifierKt
b139fe53a423632c    4 of   6   androidx/compose/foundation/gestures/ContentInViewNode$WhenMappings
7d7585ef6f0a1ff6    9 of  78   androidx/compose/animation/core/ArcSpline$Arc
f096909a1a4eb225   12 of  25   androidx/compose/material3/tokens/MediumIconButtonTokens
b2bb64d084aafaad   12 of  23   androidx/compose/foundation/MagnifierNode$onAttach$1
decd2ab415f8c9ec   48 of 276   androidx/compose/runtime/collection/ScopeMap
f4c5a1ab1623ab20   34 of  60   androidx/compose/foundation/shape/RoundedCornerShape
9919b08044afa559   40 of 144   net/youapps/translation_engines/mh/MhEngine
9e2a4eeee651dee4   17 of  23   androidx/navigation/compose/ComposeNavigatorDestinationBuilder
a057ddd8f885ad78   10 of  27   androidx/compose/ui/text/style/TextMotion$Linearity
b1dba5a9333a8f3d    3 of   4   androidx/compose/ui/graphics/Shadow$Companion
8de8bcfdaa9473f7    4 of   7   kotlinx/coroutines/ExecutorCoroutineDispatcher$Key
64b49aa3ba9c0cfd   57 of 1067   androidx/compose/foundation/text/BasicTextKt
f9c74ef563743c3e   12 of  68   okio/ByteString$Companion
00be4131d72d1edc    2 of   5   androidx/compose/ui/text/input/NullableInputConnectionWrapperApi25
a54bca28c4946388    1 of  21   kotlinx/serialization/SerializersKt
d173d590af1f437e    1 of   1   androidx/compose/foundation/lazy/LazyLayoutSemanticStateKt
adfb4e679c55d74f    2 of   2   androidx/activity/result/ActivityResultRegistry$Companion
f1493703908fbe42   13 of  19   kotlinx/coroutines/CoroutineStart
9c24e0be701aa40b   75 of 274   okhttp3/internal/_UtilCommonKt
b7e95fd40f4a4ffa    9 of  30   androidx/compose/runtime/AbstractApplier
6f15442756ae3513    6 of  50   androidx/compose/material3/SnackbarHostState
9826d518977d72d3   57 of 161   androidx/compose/ui/node/LayoutNodeLayoutDelegate
bdbb7f5ac5112f61   39 of  88   androidx/compose/material3/internal/colorUtil/Cam$Companion
64ae6cecc0d0c005   21 of  27   androidx/compose/animation/core/FloatSpringSpec
8cb86146bfb19ad7    4 of   4   androidx/compose/ui/draw/DrawModifierKt
922a5cbd38a8fe9b   14 of  24   kotlin/sequences/GeneratorSequence$iterator$1
1a5de045415673eb   10 of  14   androidx/compose/animation/EnterExitTransitionKt$createGraphicsLayerBlock$1$1$block$1
3c3b406d155c41af    3 of  32   androidx/compose/foundation/lazy/layout/PrefetchHandleProvider
529c3de49fe4183a    2 of  10   kotlinx/serialization/modules/SerializersModule
4eb2bd566647dd08    5 of  11   androidx/compose/ui/layout/HorizontalRuler
b57523feb6326816    2 of   6   retrofit2/Converter$Factory
b705fecbdb3a1a5b    3 of  11   androidx/compose/ui/input/key/KeyInputNode
2a34bc4293a2cd65    2 of   3   androidx/compose/runtime/tooling/CompositionErrorContextImpl$Key
6a3ae8a9b1bcbb9c    8 of  10   androidx/lifecycle/ProcessLifecycleInitializer
3697ac007206c024   13 of  80   androidx/savedstate/SavedStateWriter
56d6d56004286f29   21 of  48   androidx/compose/ui/graphics/vector/ImageVector
f5d0981a0af8ef85    2 of   9   androidx/compose/foundation/layout/Arrangement$SpaceBetween$1
86972bf581aa6470    2 of  10   androidx/lifecycle/Lifecycle
a02e3ded72e4079c   18 of 126   net/youapps/translation_engines/kagi/KagiEngine
0f14fd5a28de522b    5 of   5   androidx/compose/ui/input/nestedscroll/NestedScrollNodeKt
03e777b4ba3666da   11 of  18   androidx/compose/runtime/internal/SnapshotThreadLocal
6471b1c627673a10    1 of   1   kotlinx/serialization/json/internal/CreateMapForCacheKt
52a0f573b779d868    2 of  27   androidx/compose/runtime/ProduceStateScopeImpl
625a8adbbc811cc6    9 of  16   androidx/compose/ui/layout/RectRulersImpl
ed753661e6b83561    5 of  19   androidx/compose/material3/SnackbarHostKt$SnackbarHost$1$1
201ad225c07d7a8c   17 of  58   androidx/compose/foundation/gestures/ScrollableKt
358a4faac5e6f715    5 of   8   okhttp3/internal/EmptyTags
59829485550c30d8    6 of  13   kotlinx/coroutines/internal/LimitedDispatcher$Worker
19194efebaafc59c   38 of  38   kotlinx/serialization/json/internal/CharMappings
bf4e7517d45dd6dc    4 of 241   androidx/collection/LongSparseArray
29db742e48e7fdc9    6 of  52   androidx/compose/foundation/lazy/LazyListIntervalContent
f223c19f30b96bdb    3 of   4   androidx/compose/foundation/text/handwriting/StylusHandwriting_androidKt
b3b448e37af7a941   13 of  21   androidx/compose/ui/focus/FocusStateImpl
ff6a67c437afc7e0   48 of 620   androidx/compose/foundation/text/selection/TextFieldSelectionManager
2caaee4989ff83ff    7 of  30   androidx/compose/animation/core/AnimationVector2D
23751d21e2c61476   36 of 121   androidx/compose/animation/AnimatedContentTransitionScopeImpl
ca0a390a2f54d4b2    1 of   1   androidx/compose/foundation/layout/WindowInsets
46296583f0f83ba0    3 of   4   okhttp3/internal/platform/android/BouncyCastleSocketAdapter$Companion
e76d7f9cc040b045   26 of  66   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableMap/PersistentHashMapBuilder
b5e572b8a1270e8f   28 of  33   androidx/compose/animation/core/VisibilityThresholdsKt
f4a4e9230a4edf31    2 of  13   androidx/sqlite/driver/SupportSQLiteStatement$RowSQLiteStatement$Companion
7ed8d0ce1049d6a6    1 of   1   androidx/savedstate/internal/SynchronizedObject
add424d039ba7844    5 of   9   retrofit2/DefaultCallAdapterFactory
aca012ffe4ed33b2   50 of 162   okhttp3/internal/_HeadersCommonKt
2f115fb8cf229689    1 of   3   androidx/compose/ui/platform/ViewLayer$Companion$OutlineProvider$1
d088e64707b87870   23 of  53   androidx/compose/material3/IconButtonColors
433bead7892b29c0    5 of  14   androidx/compose/foundation/CheckScrollableContainerConstraintsKt
b61aee8d247ad5e0    5 of  11   androidx/compose/runtime/composer/gapbuffer/changelist/Operation$RemoveNode
117d18713707971d   33 of  58   androidx/compose/ui/text/android/StaticLayoutParams
8595600d82990e16   44 of 154   okhttp3/internal/url/_UrlKt
014d7a415351814a    1 of   3   androidx/lifecycle/SavedStateHandleSupport$special$$inlined$Key$2
9e6cda8f0aa3c757   32 of 120   androidx/navigationevent/NavigationEventDispatcher
ed37d9ad8586f804    3 of   3   androidx/compose/ui/layout/SubcomposeLayoutKt$SubcomposeLayout$4$1
17aa28b22761b160   54 of  88   androidx/compose/foundation/text/TextFieldScrollKt
cb3f34d39933efc5   29 of  71   kotlinx/coroutines/internal/LimitedDispatcher
9f9fd846921b3cdc   12 of  27   androidx/compose/material3/RippleKt
4f7b39acf4058bf0    4 of   8   androidx/lifecycle/EmptyActivityLifecycleCallbacks
3b3ddf5b87738a37    5 of   5   androidx/compose/ui/platform/WindowRecomposerFactory$Companion
288f4d83e7d2abfd   11 of  15   androidx/compose/foundation/relocation/BringIntoViewRequesterNode
d7ce496309bcfe39    1 of   2   androidx/compose/foundation/lazy/LazyListState$scroll$1
4b4fb97a3e3f2520    6 of  17   retrofit2/KotlinExtensions$await$2$2
6a9924b8784cff46   18 of  28   androidx/compose/runtime/PausableMonotonicFrameClock
ce50ff07d4588c3d    5 of  22   kotlin/Pair
6bdc06f9b86e1c78   16 of  29   androidx/compose/runtime/Stack
4f8f80a90759c149    5 of   5   androidx/compose/ui/layout/ContentScale$Companion$Fit$1
b1630f9891f2663e    8 of  12   androidx/compose/ui/layout/LayoutNodeSubcompositionsState$Scope$layout$1
75bc88e71e5a2a3b    3 of   8   kotlin/coroutines/jvm/internal/SuspendLambda
f8a3590fa23e0aac   17 of 102   net/youapps/translation_engines/lv/LVEngine
dcd065192cc9fc3e    1 of  15   androidx/compose/ui/input/pointer/PointerKeyboardModifiers
425d1406e495db8c    2 of   2   okhttp3/internal/http2/Http2Stream$Companion
5fce80deefeeb9b7    7 of   8   androidx/compose/ui/platform/GraphicsLayerOwnerLayer$recordLambda$1
fd0c52060eea68aa   54 of  89   androidx/compose/ui/graphics/vector/VectorComponent
4a2734c4faae2d01    2 of   3   androidx/compose/ui/text/intl/Locale$Companion
6ce4f6d68cb0ffcf   27 of  78   androidx/compose/ui/graphics/painter/Painter
c963629572239085    7 of   7   androidx/compose/animation/AnimatedContentTransitionScopeImpl$SizeModifierNode$measure$1
9544bf60ae938de6   24 of  40   androidx/compose/runtime/SnapshotMutableFloatStateImpl
1d4918d0d27b7eb0    2 of   2   androidx/compose/ui/autofill/FillableData$Companion
a73c2ca57a7238b8   28 of  49   androidx/compose/ui/text/android/StaticLayoutFactory
787859b4046fccf7    2 of 108   androidx/compose/ui/graphics/colorspace/Lab
4ae3f8f0640a5f4e    2 of   4   androidx/compose/foundation/layout/WindowInsetsHolder$Companion$current$lambda$0$0$$inlined$onDispose$1
0972d12f2a397b33   32 of  61   androidx/compose/ui/text/platform/AndroidParagraphIntrinsics
2f2919ac7f0980d5   10 of  47   androidx/core/content/res/ComplexColorCompat
89cb8c6a8fd1a32e    2 of   5   androidx/compose/ui/layout/AlignmentLineKt$LastBaseline$1
75bfd156facc577b    2 of   2   okhttp3/internal/http2/Http2Connection$Listener$Companion
f239ca26ad663c1c  370 of 575   androidx/compose/material3/ScaffoldKt
c01ff8ae63443292    2 of  19   androidx/compose/ui/graphics/GraphicsLayerScopeKt
86632c3bcd7c2e43    4 of   4   com/bnyro/translate/ui/nav/Destination
0f1c155aa83ebb12   33 of 183   kotlinx/coroutines/internal/DispatchedContinuation
a2df09a49c24be35  142 of 245   androidx/compose/runtime/composer/gapbuffer/SlotReader
b28d4a5bc6fe7744    8 of  34   androidx/compose/runtime/internal/PersistentCompositionLocalHashMap$Builder
44e3cfd4daf638b1    3 of  73   androidx/core/util/Preconditions
f9c6d1c284b345c6    3 of  30   androidx/compose/ui/graphics/vector/PathNode$ReflectiveCurveTo
8448278bc2caa87f    8 of  12   androidx/compose/runtime/Recomposer$recompositionRunner$2$2
812ff51bc808754a    4 of   5   kotlinx/coroutines/channels/ChannelResult$Companion
93719059150cbf52    2 of   4   androidx/activity/compose/PredictiveBackHandlerKt$PredictiveBackHandler$lambda$4$0$$inlined$onDispose$1
16ca6590e090bab3    8 of   9   androidx/compose/foundation/relocation/BringIntoViewResponderNode$bringIntoView$2
a5e42f375586762e    3 of  37   kotlinx/coroutines/channels/ChannelCoroutine
1392f42a30a03e64   31 of  90   androidx/compose/foundation/text/input/internal/LegacyCursorAnchorInfoBuilder_androidKt
a56d74b09655eef7   57 of  95   androidx/compose/ui/node/AlignmentLines
8bbbaf9ec1810cdb   46 of 102   androidx/compose/runtime/SingleSubscriptionSnapshotFlowManager
c9617c658ca8d02f    2 of   2   androidx/compose/foundation/text/KeyMapping_androidKt
8e6112f775846098    4 of   7   androidx/compose/ui/focus/FocusChangedNode
4656b442230b3894    3 of  20   androidx/compose/ui/node/LayoutNodeLayoutDelegateKt
13199317ece48561    3 of   5   androidx/compose/ui/text/platform/DefaultImpl$getFontLoadState$initCallback$1
8d534518bd90fc4a    6 of  59   androidx/core/app/ComponentActivity
38599076a67687ce   15 of  24   androidx/savedstate/compose/LocalSavedStateRegistryOwnerKt
16c54653c2b67bb8   18 of  92   androidx/compose/ui/platform/AndroidComposeView$RootModifierNode
bc16cf957b08c116    3 of   4   kotlinx/serialization/json/JsonException
bf4e08ff6af134df   16 of  85   androidx/compose/ui/text/input/EditProcessor
3439a7b95d278705    7 of  25   androidx/compose/foundation/text/modifiers/LayoutCacheOperation
b292fbc5fca77c53   23 of  30   androidx/compose/foundation/lazy/LazyListItemProviderKt
0e6ef068fb896c20   29 of  60   androidx/compose/ui/graphics/vector/VectorPainter
15656a8485c0b390    1 of   2   androidx/lifecycle/ViewModelProvider$OnRequeryFactory
26d0947e55728e6d    4 of   4   androidx/compose/animation/AnimatedVisibilityKt$AnimatedVisibility$1$1
776cbd12656b86a6    1 of  23   androidx/compose/foundation/text/KeyMapping_androidKt$platformDefaultKeyMapping$1
debeba9dc0de8d44    2 of   3   androidx/compose/ui/text/input/TextFieldValue$Companion
bba03bcb664daf9d    2 of   4   kotlinx/coroutines/flow/ReadonlySharedFlow
575eab83b423c145   50 of 147   okhttp3/internal/http2/Http2Connection$ReaderRunnable
8d4c3f3ea32c98e2    5 of   5   androidx/activity/ComponentActivity$4
b19e25f402825f56   16 of  16   androidx/compose/material3/SingleRowTopAppBarOverrideScope
38421684b369f410    5 of  23   androidx/compose/ui/focus/FocusRequesterElement
d112fc713e8b3a57    2 of  16   androidx/compose/ui/node/DpTouchBoundsExpansion$Companion
1d799530467f67f0    1 of   5   androidx/compose/runtime/SnapshotIntStateKt__SnapshotIntStateKt
1c2abadd063b290a   25 of  39   androidx/compose/ui/graphics/vector/compat/AndroidVectorResources
0966c57e7f547a85    1 of   3   androidx/compose/ui/input/nestedscroll/NestedScrollDispatcher$calculateNestedScrollScope$1
1b6ae200b1dd017b    2 of   4   androidx/compose/ui/graphics/AndroidColorSpace_androidKt
39e4a1cffe44cfbd    4 of   7   androidx/compose/ui/text/platform/EmojiCompatStatus
ae9617f8bf016fbc   12 of 105   androidx/compose/foundation/text/HeightInLinesModifierKt
849fdeafdea62d43   23 of  72   androidx/compose/animation/core/VectorConvertersKt
b9cd48c77173a9ac    1 of   6   androidx/compose/animation/EnterExitTransitionKt$shrinkHorizontally$2
80c63cff529f2770    2 of   8   androidx/compose/foundation/lazy/layout/LazyLayoutItemProviderKt
ed191ed2b42d4e3f   20 of  78   androidx/compose/foundation/layout/PaddingElement
a07d95d148e37495    6 of   7   androidx/compose/runtime/SnapshotMutableIntStateImpl$IntStateStateRecord
a99db36446c1b5e6   44 of  71   androidx/navigation/compose/NavBackStackEntryProviderKt
ef89e1e03c5c3bea    4 of   4   androidx/compose/foundation/MarqueeSpacing$Companion
375fe1266da8d233    2 of   4   kotlin/jvm/internal/IntCompanionObject
9658bb958e824aab    1 of   3   androidx/compose/ui/layout/VerticalRuler$Companion$maxOf$1
e7fb88258e01e836    4 of   8   androidx/compose/ui/unit/Dp$Companion
6dc7b8ee7c69c0aa   25 of 101   kotlinx/coroutines/intrinsics/UndispatchedKt
5d98a74f157fa642    3 of   4   androidx/compose/ui/draw/DrawResult
5376be65f2d1b629    2 of   4   androidx/compose/foundation/layout/ColumnScope
f9fdd38f11c6325b    4 of   4   androidx/lifecycle/viewmodel/InitializerViewModelFactory
a3b0252cf1623e0c   14 of  22   androidx/compose/runtime/composer/gapbuffer/changelist/Operation
3bcef7e43e29fbfd    8 of  11   androidx/compose/foundation/DarkTheme_androidKt
cbc3b89282dafb8a    4 of  35   androidx/compose/foundation/text/KeyboardActionRunner
e6ac01f538aef5ff    1 of   2   kotlinx/coroutines/flow/AbstractFlow$collect$1
e0311b53876eb600    8 of  26   androidx/compose/foundation/layout/LayoutWeightElement
254e4f165ceb3ca2    5 of  30   androidx/compose/ui/text/style/TextGeometricTransform
da50315b8f7cae61   13 of  24   net/youapps/translation_engines/Language
62da6522daac1743    2 of  13   androidx/compose/foundation/gestures/ScrollingLogic$nestedScrollScope$1
5b1a36c052f67534    1 of  11   androidx/compose/foundation/text/TextFieldDelegate
fe9b45b77726e613    7 of  12   androidx/compose/ui/text/style/TextOverflow$Companion
8ec0914ef49d610f    4 of   4   androidx/arch/core/executor/DefaultTaskExecutor$1
a580fb664105f5fd   12 of  13   androidx/compose/runtime/snapshots/StateObjectImpl
44469d4b9203612e   24 of  26   androidx/compose/material3/MotionScheme$StandardMotionSchemeImpl
400f18d49b3b29c0    1 of  18   androidx/compose/material/ripple/Ripple_androidKt
e777a963fd4e397a    5 of  10   androidx/compose/animation/AnimatedVisibilityKt$AnimatedEnterExitImpl$shouldDisposeAfterExit$2$1$2
6fece3c0db52dd5b   26 of  81   androidx/navigation/NavGraphNavigator
e21a1bf6063415f1    8 of  10   kotlinx/coroutines/ThreadLocalEventLoop
f10ffa8e04d2c562   13 of  18   androidx/compose/animation/core/AnimateAsStateKt$animateValueAsState$3$1
ed6c8df6b30d19a4    7 of  22   androidx/compose/ui/BiasAlignment$Horizontal
20dd71ae4a9471d4    8 of  15   androidx/compose/runtime/composer/gapbuffer/changelist/Operation$Downs
a957aa7f433baa26    4 of   7   androidx/compose/foundation/FixedMotionDurationScale
96e3d758393e12b2   63 of 115   androidx/compose/runtime/composer/gapbuffer/SlotWriter$Companion
6dd1a94d14941a30    4 of   7   androidx/compose/ui/contentcapture/AndroidContentCaptureManager$TranslateStatus
dd3f840f8c52bf5a  117 of 194   androidx/compose/runtime/EffectsKt
e9efbfd4b55a2958    3 of  22   okhttp3/internal/platform/android/ConscryptSocketAdapter$Companion
484185a829130ec6    5 of  12   okhttp3/Protocol$Companion
6176d12b6cf5d694   31 of  72   androidx/compose/runtime/snapshots/Snapshot
ebdffdfe37952b89    1 of   3   androidx/compose/ui/platform/ComposeView$Content$1
4d65b24194bbe1dc   29 of  41   androidx/compose/material3/ShapeDefaults
3adab553fe82bb4d    5 of   6   androidx/compose/runtime/LazyValueHolder
f7bbe24034d0ab6d    7 of   7   okhttp3/internal/http2/Huffman$Node
ba00d2d64784c51b    4 of   8   androidx/collection/SparseArrayKt$keyIterator$1
26c780703e5a52a6    1 of   3   androidx/compose/runtime/PrimitiveSnapshotStateKt
136850951897113a    1 of   2   kotlinx/coroutines/flow/DistinctFlowImpl$collect$2$emit$1
61b90323d16ff9a2   61 of 153   androidx/compose/foundation/text/modifiers/ParagraphLayoutCache
05ad5508a27e188c    2 of  10   okhttp3/Headers$Companion
4904278faafbce29    9 of  30   androidx/navigation/NavControllerViewModel
19d37f0a8aaa862a    1 of   5   androidx/compose/ui/layout/ContentScale$Companion$Crop$1
d06ea3b0bff9667b    5 of  29   kotlinx/coroutines/intrinsics/CancellableKt
0b4f4d2c6052ac57    3 of   5   androidx/compose/foundation/gestures/ScrollableContainerNode
2441f51ccf389403    1 of  18   androidx/compose/material3/ButtonElevation$animateElevation$1$1$1
0b5178138ebed796    7 of  16   androidx/compose/foundation/layout/FixedIntInsets
5fde4b8403509d66   32 of  83   androidx/profileinstaller/ProfileVerifier
e2a9acf7e733a300    3 of  45   okhttp3/internal/platform/android/AndroidSocketAdapter
3eb8bb1028a6c761   18 of  33   androidx/compose/ui/text/input/KeyboardCapitalization
836c89f9258f456b    4 of  36   androidx/compose/foundation/MutatorMutex
7e200dab2ad03329   13 of  14   androidx/compose/material3/tokens/ElevationTokens
a061f42e3bcba5f7   52 of 278   androidx/compose/runtime/snapshots/SnapshotStateList
3ad52afd63de598d    1 of   8   androidx/compose/ui/platform/Wrapper_androidKt$setContent$1
4f37a90e72efbeab   13 of  56   androidx/compose/foundation/text/TextLayoutHelperKt
a8f275a68437b3e2    7 of  67   kotlin/jvm/JvmClassMappingKt
29f67742f708633b   24 of  39   androidx/navigation/compose/NavHostKt$NavHost$33$1
b7515166ee924228    8 of  16   androidx/compose/animation/core/Transition$SegmentImpl
1d51fc7e94b6ff09    2 of   9   kotlin/Result$Failure
c3fd0fa89a105cd6   25 of  47   androidx/compose/foundation/layout/InsetsListener
60715f2a9b174ed9   14 of  79   androidx/compose/foundation/layout/ColumnKt
cb44d0205bb70a44    1 of  21   androidx/navigation/NavDeepLinkRequest
f17d931c63ff6b03   11 of  29   okhttp3/internal/http2/Http2Reader$ContinuationSource
