[INFO] Loading exec file /home/ubuntu/test-jacoco/timemachine-test-code-coverage/results/smoke-redroid-api31/TranslateYou-_v19.0-rebuilt_/coverage.ec.
CLASS ID         HITS/PROBES   CLASS NAME
7a04b55646d74602   30 of  77   androidx/compose/foundation/ScrollState
9916ad1d8b9f101c    3 of 304   androidx/collection/LongList
dfd18fb5a2509dbc    2 of  36   androidx/compose/runtime/collection/MutableVectorKt
f20fc51bfed9e644   46 of 637   androidx/compose/runtime/composer/gapbuffer/SlotTable
7e8b5f9bb0183e81   23 of 458   androidx/collection/MutableOrderedScatterSet
06502a8951167241    1 of   3   androidx/compose/runtime/SnapshotIntStateKt
1ec9a9acc14719ad    2 of  10   retrofit2/BuiltInConverters
fdc32fe35256efe2   31 of 334   kotlin/text/StringsKt__StringsJVMKt
e95c67450492851e    6 of  12   androidx/compose/ui/platform/MotionDurationScaleImpl$startObservingSystemScaleFactor$1
9acd942172ea3393    1 of   9   androidx/compose/material/ripple/RippleNode$onAttach$1$1
b79fd08d6b5c43d9   24 of  39   androidx/compose/foundation/lazy/layout/LazySaveableStateHolderKt
04c51a61b8586965    5 of  37   kotlin/internal/jdk8/JDK8PlatformImplementations
ff37aa2e40c61a43   10 of  27   androidx/compose/material3/IconButtonDefaults$IconButtonWidthOption
f1a688ab1f1e898e    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalSoftwareKeyboardController$1
99afa977d78188f8    2 of 313   kotlin/collections/MapsKt___MapsKt
66c82bf432921009    2 of   2   androidx/compose/animation/ColorVectorConverterKt
3c010ec70d3b7054    3 of   4   androidx/compose/ui/graphics/RectangleShapeKt$RectangleShape$1
7e4186539db76a14    1 of   3   okhttp3/TrailersSource$Companion$EMPTY$1
345abdc9b0ec36c8   32 of  52   androidx/activity/EdgeToEdge
ab6738e8488c94b4    2 of   4   androidx/compose/ui/graphics/vector/VectorComponent$invalidateCallback$1
367fc059eb8db211   42 of  60   androidx/compose/ui/text/android/LayoutIntrinsics
a4170744023eced1    2 of   4   androidx/compose/animation/core/TransitionKt$createTransitionAnimation$lambda$1$0$$inlined$onDispose$1
de7a4dc77ea822aa   64 of 128   androidx/compose/foundation/lazy/layout/LazyLayoutKt
6b660c1d784ed0f5   10 of  57   okhttp3/Route
764f82ec26f9bd99    2 of   3   androidx/compose/ui/platform/WindowRecomposer_androidKt$getAnimationScaleFlowFor$1$1$contentObserver$1
fa5329dc97f9ebb3    3 of   3   androidx/compose/ui/graphics/drawscope/CanvasDrawScopeKt
94e3566d4fb2c2fa    2 of   7   androidx/compose/runtime/saveable/SaveableStateHolderImpl$SaveableStateProvider$lambda$0$1$0$$inlined$onDispose$1
ad873486f228e4e1   20 of 197   androidx/compose/ui/text/android/LayoutHelper
22040186ec3d4073   22 of  59   androidx/compose/ui/unit/fontscaling/FontScaleConverterFactory
353509bf3f0fac48    2 of  32   androidx/compose/foundation/lazy/layout/LazyLayoutBeyondBoundsStateKt
dd59049b87bd71b1    1 of   3   androidx/compose/ui/input/nestedscroll/NestedScrollNode$updateDispatcherFields$1
486afacbca22d759    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalAutofillManager$1
41c0995225063249    3 of   5   androidx/navigation/compose/internal/WeakReference
cfd4df8c75040a83    2 of   4   androidx/compose/ui/graphics/vector/PathComponent$pathMeasure$2
44025ec6eb765e51    4 of   4   androidx/compose/foundation/layout/BoxKt$EmptyBoxMeasurePolicy$1
6dc0f5cd8fc85821    3 of   6   androidx/lifecycle/DefaultLifecycleObserver
49a6b0ec391dafb2    7 of  89   androidx/room/ObservedTableStates
cfa70270789e7aa2    8 of  11   okhttp3/internal/connection/ConnectionListener
e89f26c0f056b1e5    1 of   3   androidx/compose/ui/graphics/vector/VectorPainter$vector$1$1
6f239b43abb39022   14 of  20   androidx/compose/ui/node/MeasurePassDelegate$placeOuterCoordinatorBlock$1
34a3c575fb92a5b0   23 of  42   kotlinx/coroutines/flow/SharedFlowKt
64dca3f4946f7cb2    5 of  18   androidx/compose/foundation/text/selection/SelectionMagnifierKt$rememberAnimatedMagnifierPosition$1$1$2
3703ca4d7ee48c5c    4 of   4   androidx/compose/ui/text/intl/LocaleList$Companion
5264b9a94711a325    5 of   8   androidx/compose/foundation/text/contextmenu/modifier/ToolbarHandlerState
8a697cc14306c5af    1 of  43   androidx/compose/ui/node/NodeCoordinator$Companion$PointerInputSource$1
def1a2cc21254d1d    3 of   3   androidx/compose/material3/TextFieldLabelPosition
849c039501f436fa    4 of   6   androidx/compose/ui/graphics/AndroidPath_androidKt$WhenMappings
53c97bd972260a3d   11 of  11   androidx/compose/ui/graphics/colorspace/TransferParametersKt
bce056a660e71aaa    9 of  40   androidx/compose/ui/text/android/style/IndentationFixSpan_androidKt
556750710555b04c   90 of 264   androidx/collection/MutableScatterMap
de147afe8ad49e2c    4 of  45   androidx/compose/ui/text/font/AndroidFontLoader
0b7d0a4cf4378511   28 of  41   androidx/compose/foundation/text/input/internal/LegacyCursorAnchorInfoController
04893760d95edaac    7 of  16   androidx/compose/foundation/gestures/BringIntoViewSpec$Companion
1e1271a3ae273189    2 of   4   androidx/compose/ui/platform/ComposeViewContext$ProvideCompositionLocals$1$1$invoke$$inlined$onDispose$1
28c5fa95c22d605d    2 of   2   androidx/compose/ui/platform/InspectionModeKt
55ce473134bbd666    1 of   5   androidx/core/view/inputmethod/EditorInfoCompat$Api30Impl
830a3665d1cf5484    2 of   8   androidx/compose/material3/TextFieldDefaults$sam$androidx_compose_ui_graphics_ColorProducer$0
002cbbbc351afea3    4 of  19   androidx/compose/ui/graphics/vector/PathNode$RelativeMoveTo
ff2b131b6549f952    3 of   3   kotlinx/coroutines/JobSupport$ChildCompletion
f51c1e5e2b3af055    2 of   4   androidx/compose/ui/node/ComposeUiNode$Companion$SetLayoutDirection$1
b9a698df79a308f4    4 of  16   okhttp3/internal/platform/android/AndroidCertificateChainCleaner
8b53c05889ca12ef    6 of  69   androidx/compose/ui/graphics/vector/ImageVectorKt
34dd3bfa0f4d3044   86 of 346   okhttp3/internal/http2/Http2Connection
234c3f24a50d8954    9 of  12   androidx/compose/foundation/relocation/BringIntoViewResponderNode$bringIntoView$2$2
e677c1e9416d56c7    4 of   4   androidx/lifecycle/WeakReference
a9aadfbfdb13dd31    2 of  18   androidx/compose/ui/layout/FixedScale
88e32558f6570bd4   29 of  54   androidx/compose/ui/text/platform/AndroidParagraphHelper_androidKt
0877e72c2e12d171    2 of  15   retrofit2/Invocation
52a1a88878077212    5 of 110   kotlin/time/Duration$Companion
7ffc17b5cc729479    7 of  17   androidx/navigation/compose/DialogHostKt$DialogHost$2$1
c0f25e3c9c7c72f1    2 of   3   androidx/compose/foundation/gestures/ScrollableKt$UnityDensity$1
71c2cc01da903710    3 of   6   androidx/compose/foundation/layout/CrossAxisAlignment$Companion
a853a06b2352fb2c   92 of 339   androidx/compose/material3/SnackbarHostKt
b82a3093ba3bc2c9   40 of 100   androidx/sqlite/driver/SupportSQLiteStatement$RowSQLiteStatement
3b84b2bd035a7a2e    2 of   7   androidx/compose/ui/text/SaversKt$ColorSaver$2
b5d0d2c48c92dbc8    4 of  36   kotlin/collections/AbstractCollection
5ece62444287ae42   15 of  65   net/youapps/translation_engines/deepl/DeeplAuthenticatedEngine
30564250dcac7efa    3 of   3   androidx/compose/runtime/ReusableGapRememberObserverHolder
cf992cb790aea3d6    1 of  50   androidx/compose/runtime/collection/ScatterSetWrapperKt
a8f5e83ce270d2e0    1 of   1   androidx/profileinstaller/ProfileInstallerInitializer$Result
e109969c517db6b1    1 of   4   androidx/compose/foundation/text/TextFieldPressGestureFilterKt$tapPressTextFieldModifier$1$2$1
18e7d3bbdb156015   40 of  75   androidx/compose/ui/graphics/AndroidPaint_androidKt
fa7b0fa10020e59e   34 of 320   androidx/compose/foundation/AbstractClickableNode
54edfc6b3f8fc76f   20 of  38   androidx/navigation/NavigatorProvider
aa7e0756e1fdfcb3   10 of  19   androidx/compose/ui/focus/FocusTargetModifierNodeKt
a7b898a4a169ee12   20 of  37   androidx/compose/ui/text/platform/AndroidParagraphIntrinsics_androidKt
533cf7c4df990b06   84 of 298   androidx/compose/ui/text/AndroidParagraph
be7065f826b80d58    8 of  11   okhttp3/internal/connection/FastFallbackExchangeFinder$launchTcpConnect$1
3914af011e01387f    4 of   4   androidx/lifecycle/ReportFragment$LifecycleCallbacks$Companion
c8ce752085fd886e    1 of   2   kotlinx/coroutines/flow/FlowKt__ReduceKt$first$$inlined$collectWhile$2$1
3f4528a05f5078c8    1 of   7   androidx/compose/foundation/text/TextFieldDelegate$Companion$updateTextLayoutResult$1$1$1
d67a5bdb8af9d726    3 of 1282   kotlin/text/StringsKt___StringsKt
3b8b3c0ffa43edb8    1 of  20   androidx/compose/animation/core/Motion
4086d8c8ca51c29e    1 of   5   androidx/profileinstaller/ProfileVerifier$CompilationStatus
76b1ff50103f895b   39 of  88   androidx/lifecycle/internal/SavedStateHandleImpl
74b0e7b78c446fc6    2 of  13   kotlin/internal/PlatformImplementationsKt
c4c30ffbadf5b647    6 of  12   androidx/compose/ui/platform/WrappedComposition$setContent$1$2$1$1
b350007b845b87fb    6 of   8   androidx/compose/material3/ScaffoldDefaults
c29430ca0f624db0    5 of  42   androidx/compose/foundation/ClickableElement
71880b7a6d6b4717    1 of   1   kotlin/coroutines/ContinuationInterceptor
a8fb22d2f3b3e915    6 of  15   androidx/sqlite/driver/SupportSQLiteStatement$RowSQLiteStatement$ensureCursor$1
a51bce68b10e4aed    4 of  17   androidx/compose/animation/FlingCalculator
aeefbc9c0bc26927    9 of  26   androidx/compose/runtime/SnapshotFlowManager
ee541cbd0166a317    2 of   2   androidx/compose/ui/input/key/KeyInputModifierKt
05d16c382edfd7ac    4 of   4   androidx/compose/ui/platform/AndroidComposeViewVerificationHelperMethodsO
bad302cab2061a85    3 of  16   androidx/core/view/WindowInsetsCompat$Impl28
7c772661ae60c4ec   45 of 967   androidx/compose/material3/IconButtonDefaults
ddf8ba07bfc228a7  117 of 194   androidx/compose/ui/node/DelegatingNode
74dd25dc626ac3f0   23 of  31   androidx/compose/ui/graphics/colorspace/Connector
80b3a81dd3c26bcc   24 of 204   androidx/collection/SparseArrayCompat
50586e2d01f84f2c    5 of  38   androidx/compose/runtime/internal/ThreadMap
8fe3a96559beef99    2 of   2   com/bnyro/translate/ui/models/TranslationModel$Companion
d32f99b0516c0b50   25 of 148   androidx/compose/ui/window/PopupProperties
cc7f85ea5860e150   12 of  18   androidx/compose/runtime/saveable/ListSaverKt
e04dba60539d9918    4 of   7   androidx/compose/foundation/text/selection/SelectedTextType
aba91ace40f2c13d   10 of  12   kotlinx/coroutines/flow/SharingStarted$Companion
7acd1a0cb8bd08d6    2 of   2   androidx/compose/foundation/text/UndoManagerKt
224ef42c25d9a310    2 of  29   androidx/collection/LongSetKt
4b9d056eded2608a    8 of  12   androidx/compose/foundation/FocusableNode$onFocusStateChange$1
2fd35f290ac00a95    9 of  16   androidx/compose/ui/platform/WindowRecomposer_androidKt$createLifecycleAwareWindowRecomposer$2$WhenMappings
4a2a79bc958276bb    4 of   6   androidx/compose/ui/layout/LayoutIdKt
dbc5bde8cd22bbbe   13 of  27   androidx/lifecycle/viewmodel/internal/ViewModelProviders
0aee36b1e7c02b2d    2 of   2   okhttp3/internal/http2/PushObserver
9a608531f90cf6ee   13 of 315   kotlin/jvm/internal/ClassReference$Companion
8cad4aa66e6998de    2 of   2   androidx/compose/foundation/lazy/layout/LazyLayoutBeyondBoundsProviderModifierNode$Companion
d65beb08d071dd9f    4 of   6   androidx/compose/runtime/GapComposer$CompositionContextHolder
ef392e939de82cfd    4 of   4   androidx/compose/runtime/CompositionLocalMap$Companion
3d36c439f462ddad    2 of  14   androidx/compose/ui/node/LayoutNode$NoIntrinsicsMeasurePolicy
3c9c7f6b92546160    6 of  24   androidx/core/view/SoftwareKeyboardControllerCompat$Impl20
d83f34f0df0d2301    3 of   3   androidx/compose/runtime/tooling/InspectionTablesKt
8121b81326894f7d   35 of  61   androidx/compose/foundation/layout/ColumnMeasurePolicy
349c8104778e12d1    4 of  17   androidx/compose/material3/internal/ChildSemanticsNodeElement
6f88e69bef7fb6a7    6 of   6   okhttp3/internal/platform/PlatformInitializer
3566e901cb0947a2   24 of  93   androidx/compose/ui/platform/AndroidComposeView$Companion
37920e7e56dadffb    4 of   6   androidx/compose/animation/AnimatedVisibilityScopeImpl
91278e68fc2393a2   31 of 265   androidx/room/TriggerBasedInvalidationTracker
054d2f327a7240c3    3 of   5   androidx/compose/ui/platform/WindowRecomposer_androidKt$createLifecycleAwareWindowRecomposer$1
01bedfd2f6ce786d    5 of   8   com/jakewharton/retrofit2/converter/kotlinx/serialization/Factory
96b0926880a134b6    1 of   1   androidx/compose/foundation/text/contextmenu/modifier/TextContextMenuModifier_androidKt
c2c36a619bb8e3c8    5 of  16   okhttp3/internal/platform/android/AndroidSocketAdapter$Companion
0e6a9217d03f7c91    7 of  49   androidx/compose/ui/text/intl/LocaleList
c022e0b8cf28df67    3 of  14   androidx/compose/ui/graphics/vector/PathNode$HorizontalTo
f60c14f6b9270b0b    3 of   3   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableMap/PersistentHashMap$Companion
98708f74632044f3   61 of 113   androidx/compose/runtime/saveable/SaveableStateHolderImpl
fe5faf93f09f7188    1 of   2   kotlinx/coroutines/StandaloneCoroutine
9a841b1853a8a2ea   13 of  37   androidx/compose/ui/text/font/FontSynthesis
269ad59ca3dae038    1 of  12   androidx/activity/EdgeToEdgeApi26
55a5365070640374   10 of  22   androidx/compose/material3/tokens/ElevatedCardTokens
cdb7890971d6c58e   14 of  21   kotlinx/coroutines/JobImpl
a67880b1e440f261   13 of 108   androidx/compose/material3/CardElevation
21008cf1ef4d5256    1 of   3   androidx/lifecycle/ViewModelProvider$AndroidViewModelFactory$special$$inlined$Key$1
fb078fc7ac38e80b   17 of  61   kotlinx/serialization/json/internal/JsonPath
a5298eea0b501067   32 of 175   androidx/compose/ui/graphics/vector/FastFloatParserKt
22e74ddfeab71573    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalLocale$1
d404e4cacbf58bc5    3 of   5   kotlinx/coroutines/flow/ReadonlyStateFlow
16ef0b47af01e3a3   18 of  69   androidx/compose/runtime/retain/ManagedRetainedValuesStore
4085911d646b24ff    3 of  12   androidx/compose/ui/input/nestedscroll/NestedScrollSource$Companion
5beb59a8e2b471f8   23 of  96   kotlin/text/Regex
ce785c66bfb7fca6    8 of   9   androidx/compose/ui/graphics/colorspace/ConnectorKt
bfde29245294557f   62 of  92   androidx/compose/ui/platform/WindowRecomposer_androidKt
f3d28d34cbf84408    4 of   4   androidx/compose/ui/node/ComposeUiNode$Companion$SetMeasurePolicy$1
bb79deaec7f51335    6 of  12   androidx/compose/foundation/gestures/DefaultFlingBehavior
3432667d01e0e2b7   21 of  78   androidx/compose/foundation/layout/UnspecifiedConstraintsNode
73d1b021a2d87031    5 of   9   androidx/compose/ui/graphics/Outline$Rectangle
d3239ba007037e9a    3 of   5   androidx/compose/ui/node/SortedSet
fca3e4867224fb1c    2 of   4   androidx/compose/ui/text/input/CursorAnchorInfoController$textFieldToRootTransform$1
151a9868253d1952  164 of 308   androidx/compose/material3/DynamicTonalPaletteKt
fadd9cb0e3057475    8 of   8   androidx/compose/foundation/layout/FillElement$Companion
a914929c75b1df27   22 of  45   androidx/compose/ui/unit/IntOffsetKt
ef8f4dc936d96580    2 of   2   androidx/compose/ui/text/font/AndroidFontResolveInterceptor_androidKt
bc948862139f7676    4 of   4   okhttp3/internal/http2/FlowControlListener$None
f915a08e5cfef441    7 of  14   androidx/compose/foundation/layout/WindowInsetsSides$Companion
2c463a190fb4c8c0    5 of  16   kotlin/text/MatcherMatchResult$groupValues$1
6968dbe6fd983e38    2 of   2   kotlinx/coroutines/flow/SharedFlowImpl$collect$1
aea9f24f2a8c6745    6 of   9   androidx/compose/ui/input/InputModeManagerImpl
3cb6bf530456769c   13 of  23   androidx/compose/ui/platform/WeakCache
2addb85d8c43aff3    2 of  68   kotlin/collections/CollectionsKt___CollectionsJvmKt
469f8306dd5089f9    4 of   4   okhttp3/internal/cache/CacheStrategy
3ea46f7f7674b69d   20 of  66   androidx/compose/foundation/text/UndoManager
f418d0570edf1ba4    1 of  16   androidx/compose/ui/layout/ContentScale$Companion$Inside$1
32dbe0f71c867f9d    2 of   7   androidx/compose/foundation/lazy/LazyListStateKt$EmptyLazyListMeasureResult$1
7ae3009b6385a8c2    2 of   2   androidx/compose/foundation/interaction/FocusInteraction$Focus
b7af7ea9ae3cd67a   27 of  71   androidx/compose/animation/TransitionData
158d636f844963eb    5 of   5   androidx/compose/ui/graphics/StrokeJoin$Companion
1c5968b15280d729   47 of 106   okhttp3/Response$Builder
6329067e5ee4aaf1   14 of  30   kotlinx/coroutines/CoroutineScopeKt
eca8624a468e3929    4 of  15   androidx/compose/ui/node/LayoutModifierNodeKt
a1d49c44b4ea183d   15 of  19   androidx/compose/animation/core/Transition$animateTo$1$1$1
423f768bc8ab6d55   30 of  87   okhttp3/internal/idn/IdnaMappingTable
9318887ae0d8aaf0   10 of  15   androidx/compose/material3/internal/MutableWindowInsets
01606cf048c97412    1 of   6   androidx/compose/ui/graphics/vector/GroupComponent$wrappedListener$1
7b876549c58fea0d    3 of   3   androidx/compose/ui/node/WeakReference
c9ebaa50d08a2262  553 of 1321   androidx/compose/ui/node/NodeCoordinator
66cdc0550aa9fd65    2 of   2   kotlinx/coroutines/flow/FlowKt__ChannelsKt$emitAllImpl$1
a5806834595b05b9    2 of   3   androidx/compose/runtime/ParcelableSnapshotMutableIntState$Companion
4b286ca38d3e3be3    2 of   2   androidx/room/util/DBUtil__DBUtil_androidKt$performSuspending$1
800e458b93b62764    3 of   3   androidx/compose/foundation/text/modifiers/InlineDensity$Companion
070ddceea3de2966    9 of   9   com/bnyro/translate/ui/theme/TypeKt
c3c2e4b02b82ddaf    2 of   4   androidx/compose/ui/semantics/SemanticsProperties$InvisibleToUser$1
b0db54fd5a776f31   44 of  71   kotlinx/coroutines/channels/BufferedChannelKt
74d0b615523bc19f    2 of   7   androidx/compose/ui/layout/OuterPlacementScope
c1c1edbbb7674a7e   18 of  25   kotlinx/coroutines/AbstractCoroutine
e7034b83864ebbaa   29 of  61   androidx/compose/ui/res/PainterResources_androidKt
a5a1bcd1c95f4146   16 of  76   androidx/compose/animation/AnimatedEnterExitMeasurePolicy
f96e82b028c7a272   25 of  43   androidx/compose/ui/draw/CacheDrawModifierNodeImpl
1161cbac39c9b26a    5 of  12   androidx/compose/runtime/composer/gapbuffer/changelist/Operation$Remember
5b33384b755f8755    8 of 269   androidx/compose/foundation/ClickableKt
e5bc48bde51eb96c    1 of   3   androidx/compose/ui/layout/HorizontalRuler$Companion$minOf$1
fa0cf3511dcda5e3    8 of  53   androidx/compose/foundation/lazy/layout/LazyLayoutPrefetchState
ca798e82175be2d7    2 of  19   androidx/compose/foundation/gestures/ScrollableState
6f22ae2f47fd778a    2 of   4   androidx/compose/foundation/text/KeyboardActions$Companion
787fff971d61cb08    4 of  12   kotlinx/coroutines/flow/SharedFlowSlot
d539d355610f76e4    2 of   2   androidx/concurrent/futures/AbstractResolvableFuture$AtomicHelper
b608fdaaeac690ee    1 of   7   androidx/compose/animation/core/VectorizedDurationBasedAnimationSpec
9e063d348623d49d    2 of   5   androidx/compose/foundation/text/contextmenu/modifier/AddTextContextMenuDataComponentsNode
5a0f522c72d94b77    4 of  68   androidx/compose/animation/EnterExitTransitionElement
521fda4786dabf0f    9 of  11   androidx/compose/material3/tokens/MotionSchemeKeyTokens
e1c9487bc7009f20   62 of 179   okhttp3/internal/http2/Http2Writer
384cd065e82af197    2 of  18   androidx/compose/ui/unit/DensityImpl
d27ec62980f1253f   15 of  25   androidx/compose/material3/tokens/SmallIconButtonTokens
ed61eb4c587d6fca    2 of   2   kotlin/SafePublicationLazyImpl$Companion
d0a3772f7334a523    4 of  31   androidx/compose/ui/geometry/OffsetKt
110a42df0c632e2d    2 of   2   okhttp3/internal/connection/ConnectPlan$Companion
0f3a43373e0fc39e    2 of   4   androidx/compose/animation/EnterExitTransitionKt$TransformOriginVectorConverter$1
8b2af438f8f3f67c    6 of  36   androidx/compose/foundation/MarqueeModifierNode$runAnimation$2$2
de3d77a8fe594668    1 of   6   androidx/compose/animation/EnterExitTransitionKt$expandHorizontally$2
939412c13069609a    8 of  14   androidx/emoji2/text/EmojiCompat$ListenerDispatcher
31e05cd2c0017c99    6 of  27   okhttp3/internal/platform/android/BouncyCastleSocketAdapter
c404836d36c54003    3 of  11   androidx/compose/ui/node/LayoutNodeKt
47e7bacf7b5677ce    3 of  11   androidx/compose/ui/semantics/Role$Companion
4fa940cd95d96b0e    2 of   3   androidx/lifecycle/viewmodel/internal/CanonicalName_jvmKt
5bee13e8490c90b1    6 of  10   androidx/compose/ui/node/DepthSortedSetsForDifferentPasses$WhenMappings
06d9784b7f595076   14 of 472   androidx/collection/ObjectFloatMap
c75a669c4628762e    6 of  26   androidx/compose/foundation/layout/UnspecifiedConstraintsElement
732d857beee66971    2 of   4   androidx/compose/ui/platform/CompositionLocalsKt$LocalDensity$1
6e775e3467c42645    4 of   4   androidx/compose/foundation/lazy/layout/StickyItemsPlacement$Companion
54d4b169aa10de6f    1 of   1   kotlinx/coroutines/flow/SharingStarted
a7f667f7f61fa7dd   10 of  12   kotlinx/coroutines/flow/internal/ChannelFlowTransformLatest$flowCollect$3$1$2
c8c3bc9344ef817a    4 of  57   androidx/compose/ui/unit/DpOffset
b3957baa20ec1915    3 of  14   androidx/compose/ui/graphics/vector/PathNode$RelativeVerticalTo
2bac9bd2dc625dd6    5 of 164   kotlin/math/MathKt__MathJVMKt
f2b77c9da958f6b9   95 of 1332   androidx/compose/material3/TextKt
4fa36d4f214db26a    4 of  22   androidx/navigation/NavBackStackEntryState
6dd660f1b2900e7b    1 of  16   androidx/compose/ui/input/pointer/PointerId
16637bcd8ef21292   22 of  52   kotlinx/coroutines/flow/StateFlowSlot
311cd44689bf9d2b    3 of  15   androidx/compose/ui/input/pointer/PointerEventType$Companion
ab5847472d407090   86 of 190   androidx/compose/animation/core/Transition$TransitionAnimationState
a053d426f56a90cc   32 of  34   androidx/compose/material/icons/filled/InfoKt
4d4f00a72923f51e    6 of  12   androidx/compose/ui/text/input/TransformedText
4cfb41abae31b2b7    6 of  21   kotlinx/coroutines/Job$DefaultImpls
b301aac85783bf9c    7 of  23   androidx/collection/internal/LruHashMap
9d3aa73fb254b986   19 of  25   androidx/compose/ui/platform/MotionDurationScaleImpl
73d05937f591cea1    7 of  53   androidx/compose/material3/ButtonColors
93192a1807864f59   22 of 312   androidx/compose/ui/text/AnnotatedStringKt
7444cfee935bb92f    2 of  27   androidx/compose/foundation/gestures/ScrollableNestedScrollConnection
58907e1e14efa380    4 of  18   kotlinx/serialization/json/internal/AbstractJsonLexerKt
b264b6254fb91a1b    2 of  39   androidx/activity/ComponentActivity$activityResultRegistry$1
4c4c94a9fd553455   27 of  42   androidx/compose/ui/platform/ComposeView_androidKt
6e8dd9f078c53e54    2 of   4   kotlinx/coroutines/flow/internal/NoOpContinuation
047093e7be73b81e    1 of   1   androidx/compose/ui/platform/ViewCompositionStrategy
2bd4298b5266a1c5    1 of   4   androidx/room/InvalidationTracker$implementation$1
58950b8cc42866cd   52 of 199   androidx/compose/foundation/gestures/ContentInViewNode
06f36042381c8f51    4 of  13   androidx/compose/foundation/text/input/internal/LegacyTextInputMethodRequest$createInputConnection$1
cceaf5b4a29baa39    4 of  16   androidx/compose/ui/node/CenteredArray
e92d6832bee8ee0a    2 of   2   androidx/compose/runtime/internal/AtomicAwaitersCount$Companion
de5373e9c99d75da    6 of  10   androidx/lifecycle/compose/LifecycleEffectKt$WhenMappings
036db7018b28ceba    2 of  29   androidx/compose/foundation/PlatformMagnifierFactoryApi29Impl
eb3e3a45a8fa487f    1 of   4   retrofit2/OkHttpCall$NoContentResponseBody
7ea021b8b5e6f8fe    2 of  29   androidx/activity/result/contract/ActivityResultContracts$PickVisualMedia$Companion
873a7d840fdee763    7 of  20   androidx/compose/foundation/layout/InsetsPaddingValues
fca85eaf4551b550    9 of  14   androidx/compose/foundation/layout/ColumnScopeInstance
f11995ba7bdf8d75    2 of   2   androidx/compose/foundation/layout/WindowInsets$Companion
17bf3f7837deed15   10 of  14   androidx/compose/ui/node/UiApplier
cfe87069f84c35dd  108 of 202   androidx/compose/runtime/composer/gapbuffer/changelist/ComposerChangeListWriter
68955b62f94758a1    8 of  10   androidx/compose/ui/graphics/colorspace/Adaptation
cce905da3e83a5a1    4 of   8   androidx/compose/runtime/tooling/ComposeStackTraceMode$Companion
65533cedfba7500c    8 of  18   androidx/compose/foundation/text/input/internal/InputMethodManagerImpl
913611d6acac5e54    2 of   4   androidx/activity/EdgeToEdge$enableEdgeToEdge$1$2
e0f81b048e2787c3    1 of   5   androidx/compose/runtime/PrimitiveSnapshotStateKt__SnapshotFloatStateKt
20f29a092d3a65d8    4 of  24   androidx/compose/runtime/external/kotlinx/collections/immutable/implementations/immutableList/AbstractListIterator
9e234f643b391865    2 of   2   okhttp3/EventListener$Companion
b02228603d0bf755   32 of  62   androidx/compose/material3/TypographyKt$WhenMappings
0d625fd03b0bfba4   10 of  56   androidx/collection/ScatterMapKt
952d6334dcb598b1   12 of  31   androidx/room/RoomDatabase$MigrationContainer
b8adf0a24123fb0d    2 of  23   androidx/room/util/SQLiteStatementUtil__StatementUtil_androidKt
9a2044c0e5edc925    2 of  11   kotlinx/coroutines/internal/LockFreeLinkedListHead
231035668a56ce0b    8 of  14   androidx/compose/ui/platform/AndroidComposeView$snapshotObserver$1
f80da245321dba79    1 of   7   androidx/activity/compose/ComposePredictiveBackHandler$currentOnBack$1
c506543dc83d4b28   59 of  67   androidx/compose/foundation/text/TextFieldSizeKt
0111172144378028   47 of 106   okhttp3/internal/connection/Exchange
45fab3b5627cc603   50 of 169   androidx/emoji2/text/EmojiCompat
2fd17038a8e7e53f    1 of  50   androidx/core/view/DisplayShapeCompat$ImplBase
e3b07c058cd36150    2 of   7   androidx/compose/ui/semantics/SemanticsActions$CustomActions$1
d4d8f16e564be1c4    1 of   3   androidx/core/text/TextUtilsCompat
8ba42f72080edee2  209 of 658   androidx/compose/animation/AnimatedVisibilityKt
bdf0199154eb82ca   13 of 209   kotlin/jvm/internal/TypeIntrinsics
c4d5d0a2bd5dfb6a    4 of   6   androidx/compose/runtime/ParcelableSnapshotMutableIntState
989ee935335650bf   12 of  25   androidx/compose/ui/text/style/BaselineShift
9f292bcfbc881a2b   27 of  38   androidx/compose/ui/graphics/AndroidPaint
088d9638ff87f374   13 of  32   androidx/compose/ui/graphics/colorspace/ColorModel
9d739e3fd243a347    2 of   3   androidx/compose/ui/text/font/DefaultFontFamily
d8ba06940dd181b5    7 of   7   androidx/compose/ui/node/LookaheadCapablePlaceable$layout$1
0b2bf4691836b539   26 of 427   androidx/compose/ui/semantics/SemanticsNode
424a3a598a234060    2 of   2   androidx/compose/foundation/relocation/BringIntoViewRequesterImpl$bringIntoView$1
d782fdbac2899ae1    4 of   5   kotlinx/coroutines/EventLoopImplBase$DelayedResumeTask
19d147aeff2cb302    8 of   8   androidx/compose/animation/AnimatedEnterExitMeasurePolicy$measure$1
b27edb81a85433fa    2 of  72   androidx/compose/foundation/text/selection/TextFieldSelectionManager$mouseSelectionObserver$1
1ff684147b8d323c   41 of  84   com/bnyro/translate/ui/components/StyledIconButtonKt
7299ced52d56834d    2 of   3   okhttp3/internal/connection/RealCall$CallReference
2a089acec9040b9e    4 of   4   net/youapps/translation_engines/deepl/DeeplAuthenticatedFreeApiEngine
